Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.00475,116.319559,217.0,5.0,0.11,22.49
40.00443,116.318659,338.0,5.0,0.08,16.9
40.004361,116.318516,357.0,5.0,0.01,2.88
40.004387,116.318552,355.0,5.0,0.0,0.84
40.005068,116.320777,131.0,5.0,0.2,40.82
39.999827,116.327188,35.0,8975.0,0.04,0.0
40.004524,116.322253,35.0,220.0,0.03,0.13
40.00615,116.325843,3.0,3901.0,0.05,0.01
40.009842,116.315728,106.0,2952.0,0.09,0.03
39.999826,116.327381,52.0,12433.0,0.03,0.0
40.010507,116.322203,28.0,25.0,0.04,1.62
40.010395,116.322292,42.0,190.0,0.01,0.08
40.010113,116.320404,31.0,25.0,0.04,1.47
40.009039,116.321437,744.0,595.0,0.63,1.07
40.009023,116.321387,739.0,5.0,0.0,0.92
40.009115,116.321411,735.0,5.0,0.01,2.09
40.010106,116.322549,30.0,20.0,0.15,7.34
40.009928,116.322654,31.0,20.0,0.03,1.37
40.008089,116.319253,10.0,40.0,0.07,1.8
40.007462,116.319785,-16.0,95.0,0.03,0.27
40.003196,116.325961,19.0,25.0,0.04,1.56
40.005594,116.321948,149.0,7716.0,0.44,0.06
40.005519,116.32175,148.0,5.0,0.02,3.76
40.005894,116.321801,-106.0,3880.0,0.27,0.07
40.005352,116.322358,-121.0,5.0,0.08,15.34
40.007624,116.319771,25.0,5.0,0.34,67.04
