Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.000081,116.327888,-12.0,11.0,0.08,7.18
40.000015,116.327372,31.0,5.0,0.04,8.91
40.009243,116.321458,52.0,5.0,0.05,10.02
40.009528,116.320233,137.0,330.0,0.02,0.07
40.009528,116.320245,135.0,5.0,0.0,0.2
40.00877,116.320787,79.0,220.0,0.1,0.44
40.009695,116.322339,96.0,40.0,0.16,3.98
40.01016,116.320279,91.0,45.0,0.18,4.03
40.010183,116.32055,91.0,15.0,0.06,3.88
40.010241,116.320172,86.0,80.0,0.02,0.2
40.009861,116.320376,92.0,10.0,0.06,5.59
40.009766,116.320477,91.0,75.0,0.06,0.77
40.008665,116.321545,95.0,15.0,0.12,7.85
40.009293,116.32048,92.0,25.0,0.11,4.58
40.009601,116.322482,15.0,5.0,0.01,2.26
40.009517,116.322572,15.0,5.0,0.01,2.42
40.009397,116.322646,14.0,5.0,0.01,2.95
40.009257,116.322671,14.0,5.0,0.02,3.14
