Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.973443,116.335179,192.0,195.0,0.02,0.13
39.973654,116.334221,121.0,10.0,0.08,8.46
39.973486,116.332757,-47.0,240.0,0.03,0.11
39.973426,116.333875,56.0,235.0,0.03,0.12
39.97407,116.3324,-31.0,95.0,0.06,0.63
39.973322,116.332369,-45.0,35.0,0.01,0.39
39.971029,116.332757,-14.0,320.0,0.25,0.78
39.972702,116.331724,-39.0,5.0,0.21,41.16
39.970078,116.333638,-38.0,430.0,0.35,0.82
39.967209,116.33544,-26.0,5.0,0.25,49.69
39.965529,116.336418,-26.0,5.0,0.2,40.91
39.974782,116.32754,39.0,3102.0,1.37,0.44
