Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.013779,116.306499,42.0,2.0,0.0,1.92
40.014022,116.306284,37.0,5.0,0.01,1.35
40.014069,116.306174,35.0,5.0,0.01,2.15
40.014094,116.30604,35.0,4.0,0.01,2.94
40.014095,116.305921,36.0,4.0,0.01,2.53
40.014076,116.305799,38.0,5.0,0.01,2.12
40.014062,116.305682,37.0,5.0,0.01,2.02
40.013973,116.305682,35.0,3.0,0.01,3.3
40.013878,116.305695,33.0,4.0,0.01,2.65
40.013769,116.305726,31.0,4.0,0.01,3.1
40.013751,116.30586,30.0,5.0,0.01,2.32
40.013764,116.305977,33.0,5.0,0.01,2.01
40.013762,116.306097,33.0,4.0,0.01,2.56
40.013732,116.306249,28.0,3.0,0.01,4.46
40.013645,116.306344,27.0,4.0,0.01,3.15
40.013551,116.306396,29.0,4.0,0.01,2.84
40.013532,116.306512,31.0,5.0,0.01,2.02
40.01352,116.306549,31.0,5.0,0.0,0.68
40.013497,116.30661,30.0,5.0,0.01,1.16
40.013421,116.306706,30.0,5.0,0.01,2.35
40.013361,116.306793,31.0,4.0,0.01,2.49
40.013288,116.306882,33.0,4.0,0.01,2.78
40.013224,116.306971,33.0,4.0,0.01,2.6
40.013144,116.307051,34.0,4.0,0.01,2.8
40.01308,116.30715,34.0,4.0,0.01,2.76
40.013039,116.307267,35.0,5.0,0.01,2.19
40.013025,116.307403,36.0,5.0,0.01,2.34
40.013028,116.307538,36.0,4.0,0.01,2.88
40.013043,116.307671,36.0,4.0,0.01,2.86
40.013049,116.307809,36.0,4.0,0.01,2.94
40.013046,116.307961,36.0,4.0,0.01,3.24
40.013051,116.308102,37.0,4.0,0.01,3.0
40.013073,116.308236,36.0,4.0,0.01,2.92
40.013092,116.308386,35.0,4.0,0.01,3.24
40.01311,116.308524,37.0,5.0,0.01,2.38
40.013114,116.308665,38.0,4.0,0.01,3.0
40.013124,116.308801,39.0,4.0,0.01,2.91
40.013124,116.308948,38.0,4.0,0.01,3.13
40.013119,116.309087,38.0,4.0,0.01,2.96
40.013133,116.309209,35.0,3.0,0.01,3.5
40.013139,116.309337,35.0,4.0,0.01,2.73
40.013143,116.309464,34.0,4.0,0.01,2.71
40.013156,116.309593,33.0,4.0,0.01,2.77
40.013182,116.309711,35.0,4.0,0.01,2.62
40.013195,116.309835,35.0,4.0,0.01,2.67
40.013193,116.309955,37.0,4.0,0.01,2.56
40.013182,116.310094,36.0,4.0,0.01,2.98
40.013178,116.310235,36.0,4.0,0.01,3.0
40.013179,116.310396,35.0,4.0,0.01,3.43
40.013187,116.310521,36.0,3.0,0.01,3.56
40.013193,116.310669,38.0,4.0,0.01,3.15
40.013197,116.310821,37.0,4.0,0.01,3.24
40.013203,116.310967,40.0,4.0,0.01,3.11
40.013218,116.311111,38.0,4.0,0.01,3.1
40.013222,116.311228,35.0,3.0,0.01,3.32
40.013232,116.31136,34.0,4.0,0.01,2.83
40.013248,116.311489,33.0,4.0,0.01,2.78
40.01325,116.31163,30.0,5.0,0.01,2.4
40.013236,116.311766,28.0,4.0,0.01,2.92
40.013149,116.311805,28.0,4.0,0.01,2.56
40.013055,116.311809,28.0,3.0,0.01,3.49
40.012964,116.311815,28.0,3.0,0.01,3.38
40.012867,116.311831,27.0,3.0,0.01,3.62
40.012769,116.311845,27.0,3.0,0.01,3.65
40.012669,116.311861,27.0,3.0,0.01,3.73
40.012571,116.311872,27.0,3.0,0.01,3.65
40.012469,116.311887,27.0,3.0,0.01,3.8
40.012374,116.311902,28.0,3.0,0.01,3.55
40.012262,116.311905,27.0,3.0,0.01,4.15
40.01216,116.311909,27.0,3.0,0.01,3.78
40.012059,116.311917,28.0,3.0,0.01,3.75
40.011955,116.311935,29.0,3.0,0.01,3.89
40.011853,116.311938,29.0,3.0,0.01,3.78
40.011752,116.311955,30.0,3.0,0.01,3.77
40.011662,116.311973,29.0,3.0,0.01,3.37
40.011563,116.311989,29.0,4.0,0.01,2.77
40.011473,116.312013,30.0,4.0,0.01,2.55
40.011376,116.312023,29.0,5.0,0.01,2.16
40.011335,116.312029,29.0,5.0,0.0,0.92
40.01134,116.312026,29.0,5.0,0.0,0.12
40.011347,116.31202,29.0,5.0,0.0,0.19
40.011352,116.312016,30.0,5.0,0.0,0.13
40.011353,116.312016,30.0,5.0,0.0,0.02
40.011357,116.312013,30.0,5.0,0.0,0.1
40.011357,116.312014,30.0,5.0,0.0,0.02
40.011361,116.312012,30.0,5.0,0.0,0.1
40.01136,116.312013,30.0,5.0,0.0,0.03
40.011362,116.312013,30.0,5.0,0.0,0.04
40.011362,116.312012,30.0,5.0,0.0,0.02
40.011362,116.312012,30.0,5.0,0.0,0.0
40.011362,116.312012,30.0,5.0,0.0,0.0
40.011361,116.312012,30.0,5.0,0.0,0.02
40.011361,116.312012,30.0,3.0,0.0,0.0
40.01136,116.312014,30.0,2.0,0.0,0.1
40.011351,116.312033,30.0,5.0,0.0,0.38
40.011328,116.312156,31.0,4.0,0.01,2.69
40.011295,116.312305,32.0,4.0,0.01,3.3
40.011259,116.312421,31.0,3.0,0.01,3.55
40.011189,116.312508,30.0,3.0,0.01,3.58
40.011072,116.312539,30.0,4.0,0.01,3.32
40.010956,116.312549,30.0,4.0,0.01,3.23
40.010861,116.312551,29.0,3.0,0.01,3.52
40.010766,116.312547,29.0,3.0,0.01,3.52
40.010668,116.312549,28.0,3.0,0.01,3.63
40.010578,116.312547,28.0,3.0,0.01,3.34
40.010483,116.312553,29.0,3.0,0.01,3.53
40.010392,116.31257,29.0,3.0,0.01,3.41
40.0103,116.31258,28.0,3.0,0.01,3.42
40.010187,116.312589,29.0,4.0,0.01,3.15
40.010082,116.312608,30.0,4.0,0.01,2.95
40.009977,116.312615,30.0,4.0,0.01,2.92
40.00988,116.312621,30.0,3.0,0.01,3.6
40.009759,116.312637,31.0,4.0,0.01,3.38
40.009663,116.312643,30.0,3.0,0.01,3.56
40.009572,116.312676,29.0,3.0,0.01,3.5
40.009476,116.312709,29.0,3.0,0.01,3.68
40.009394,116.312785,29.0,3.0,0.01,3.73
40.009402,116.31291,28.0,4.0,0.01,2.67
40.009416,116.313046,29.0,4.0,0.01,2.92
40.009429,116.313161,31.0,3.0,0.01,3.3
40.009437,116.313286,34.0,3.0,0.01,3.56
40.009442,116.313401,36.0,3.0,0.01,3.27
40.009446,116.313514,41.0,4.0,0.01,2.41
40.009438,116.313658,43.0,4.0,0.01,3.08
40.009439,116.313791,46.0,4.0,0.01,2.83
40.009439,116.313926,50.0,4.0,0.01,2.88
40.009442,116.314071,53.0,4.0,0.01,3.09
40.009457,116.314218,55.0,4.0,0.01,3.16
40.009486,116.314354,56.0,4.0,0.01,3.0
40.009508,116.314495,54.0,4.0,0.01,3.06
40.009516,116.314634,56.0,4.0,0.01,2.97
40.009523,116.314763,57.0,3.0,0.01,3.67
40.009517,116.314882,59.0,3.0,0.01,3.39
40.009519,116.315002,60.0,3.0,0.01,3.41
40.009516,116.315132,60.0,3.0,0.01,3.69
40.009543,116.31528,62.0,4.0,0.01,3.24
40.009553,116.315399,61.0,3.0,0.01,3.4
40.009559,116.315517,63.0,3.0,0.01,3.36
40.009557,116.315643,64.0,3.0,0.01,3.58
40.009554,116.315778,65.0,3.0,0.01,3.83
40.009527,116.315921,66.0,4.0,0.01,3.13
40.009457,116.316036,63.0,3.0,0.01,4.17
40.009447,116.316143,52.0,1.0,0.01,9.18
40.009405,116.316198,44.0,2.0,0.01,3.31
40.009289,116.316221,43.0,4.0,0.01,3.26
40.009183,116.316243,44.0,3.0,0.01,3.98
40.00907,116.316257,41.0,3.0,0.01,4.21
40.008975,116.316302,41.0,3.0,0.01,3.75
40.008924,116.316401,40.0,3.0,0.01,3.39
40.008938,116.316532,40.0,3.0,0.01,3.76
40.00898,116.31666,40.0,3.0,0.01,3.95
40.009004,116.316793,37.0,3.0,0.01,3.88
40.009027,116.31692,35.0,3.0,0.01,3.7
40.009033,116.317051,34.0,3.0,0.01,3.73
40.009044,116.317187,33.0,3.0,0.01,3.88
40.00905,116.317311,35.0,3.0,0.01,3.53
40.009064,116.317454,33.0,3.0,0.01,4.09
40.009033,116.317599,32.0,4.0,0.01,3.21
