Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.997666,116.32653,29.0,5.0,0.01,1.58
39.997625,116.32654,28.0,5.0,0.0,0.93
39.997583,116.326526,28.0,5.0,0.0,0.96
39.997524,116.326441,28.0,5.0,0.01,1.95
39.997437,116.326354,28.0,5.0,0.01,2.44
39.997358,116.326227,28.0,5.0,0.01,2.79
39.997304,116.326079,28.0,5.0,0.01,2.79
39.997267,116.325943,28.0,5.0,0.01,2.46
39.997194,116.325793,29.0,5.0,0.02,3.03
39.996085,116.326294,41.0,35.0,0.13,3.73
39.995795,116.32601,100.0,5.0,0.04,8.06
39.9956,116.326025,94.0,5.0,0.02,4.34
39.99542,116.326089,108.0,5.0,0.02,4.15
39.995224,116.326175,114.0,5.0,0.02,4.6
39.995053,116.32623,120.0,5.0,0.02,3.92
39.994905,116.32626,127.0,5.0,0.02,3.33
39.994774,116.32626,130.0,5.0,0.01,2.91
39.994654,116.326215,132.0,5.0,0.01,2.78
39.99432,116.325553,96.0,40.0,0.07,1.69
39.993751,116.325891,104.0,5.0,0.07,13.9
39.993352,116.326011,112.0,5.0,0.05,9.11
39.993056,116.326027,108.0,5.0,0.03,6.59
39.992875,116.326034,103.0,5.0,0.02,4.03
39.992784,116.325997,105.0,5.0,0.01,2.12
39.992709,116.325961,109.0,5.0,0.01,1.78
39.992602,116.325924,109.0,5.0,0.01,2.46
39.992424,116.32597,106.0,5.0,0.02,4.04
39.992212,116.3261,103.0,5.0,0.03,5.21
39.99194,116.326325,101.0,5.0,0.04,7.16
39.991652,116.326554,100.0,5.0,0.04,7.5
39.991307,116.326812,102.0,5.0,0.04,8.84
39.990963,116.327067,106.0,5.0,0.04,8.8
39.991057,116.326849,112.0,5.0,0.02,4.26
39.991077,116.326819,112.0,5.0,0.0,0.68
39.991076,116.326786,114.0,5.0,0.0,0.56
39.991076,116.326742,115.0,5.0,0.0,0.75
39.991073,116.326649,117.0,5.0,0.01,1.59
39.98952,116.326526,117.0,50.0,0.17,3.46
39.989346,116.326508,121.0,5.0,0.02,3.88
39.989092,116.326494,112.0,5.0,0.03,5.65
39.98882,116.326546,122.0,5.0,0.03,6.11
39.988606,116.326602,126.0,5.0,0.02,4.85
39.988116,116.326493,97.0,15.0,0.06,3.68
39.987747,116.326567,58.0,5.0,0.04,8.3
39.987445,116.326583,34.0,5.0,0.03,6.72
39.987263,116.326562,26.0,5.0,0.02,4.06
39.987213,116.326526,23.0,5.0,0.01,1.27
39.987188,116.326514,30.0,5.0,0.0,0.59
39.987096,116.326565,42.0,5.0,0.01,2.22
39.986982,116.32656,52.0,5.0,0.01,2.54
39.986867,116.326568,63.0,5.0,0.01,2.56
39.986713,116.32665,70.0,5.0,0.02,3.7
39.986561,116.326737,75.0,5.0,0.02,3.69
39.986437,116.326835,79.0,5.0,0.02,3.22
39.98629,116.326939,81.0,5.0,0.02,3.72
39.98613,116.327116,83.0,5.0,0.02,4.66
39.986001,116.327286,85.0,5.0,0.02,4.08
39.985876,116.327469,88.0,5.0,0.02,4.18
39.98569,116.327638,89.0,5.0,0.03,5.04
39.985468,116.327825,91.0,5.0,0.03,5.88
39.985301,116.328034,93.0,5.0,0.03,5.15
39.985331,116.32833,95.0,5.0,0.03,5.09
39.985414,116.328702,98.0,5.0,0.03,6.6
39.985453,116.32907,99.0,5.0,0.03,6.33
