Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.056484,116.402498,145.0,5.0,0.01,1.17
40.05641,116.402483,143.0,5.0,0.01,1.67
40.056274,116.402507,141.0,5.0,0.02,3.05
40.055956,116.402844,4.0,5.0,0.05,9.11
40.055817,116.402683,14.0,5.0,0.02,4.13
40.055491,116.402878,22.0,5.0,0.04,7.97
40.055151,116.402876,25.0,5.0,0.04,7.56
40.054853,116.402999,26.0,5.0,0.03,6.95
40.054446,116.402942,26.0,5.0,0.05,9.1
40.054017,116.403115,19.0,5.0,0.05,9.98
40.053626,116.403251,17.0,5.0,0.04,9.0
40.053298,116.40332,15.0,5.0,0.04,7.39
40.052906,116.40337,12.0,5.0,0.04,8.76
40.052535,116.403432,10.0,5.0,0.04,8.32
40.052252,116.403516,7.0,5.0,0.03,6.45
40.052072,116.403638,7.0,5.0,0.02,4.51
40.051969,116.403971,6.0,5.0,0.03,6.11
40.0519,116.404304,6.0,5.0,0.03,5.87
40.051861,116.404608,7.0,5.0,0.03,5.25
40.051855,116.404812,8.0,5.0,0.02,3.48
40.051885,116.404966,20.0,5.0,0.01,2.71
40.051883,116.404934,25.0,5.0,0.0,0.55
40.051883,116.404934,25.0,3.0,0.0,0.0
40.051885,116.404929,26.0,2.0,0.0,0.24
40.051889,116.40491,27.0,5.0,0.0,0.34
40.051893,116.404899,27.0,5.0,0.0,0.21
40.051893,116.404899,27.0,3.0,0.0,0.0
40.051893,116.404896,27.0,2.0,0.0,0.13
40.051893,116.404905,28.0,5.0,0.0,0.15
40.051938,116.404952,28.0,5.0,0.01,1.28
40.051959,116.405043,30.0,5.0,0.01,1.62
40.05198,116.405122,28.0,5.0,0.01,1.42
40.051904,116.405174,28.0,5.0,0.01,1.91
40.051884,116.405213,27.0,5.0,0.0,0.8
40.051911,116.405247,26.0,5.0,0.0,0.83
40.051932,116.405239,25.0,5.0,0.0,0.49
40.051939,116.405211,25.0,5.0,0.0,0.5
40.051972,116.405197,25.0,5.0,0.0,0.77
40.051987,116.405173,25.0,5.0,0.0,0.53
40.052002,116.405138,24.0,5.0,0.0,0.68
40.051982,116.405077,24.0,5.0,0.01,1.13
40.052005,116.405007,24.0,5.0,0.01,1.3
40.052001,116.404994,24.0,5.0,0.0,0.24
40.052028,116.404958,24.0,5.0,0.0,0.86
40.05204,116.404886,27.0,5.0,0.01,1.25
40.052107,116.404819,27.0,5.0,0.01,1.88
40.052175,116.404783,27.0,5.0,0.01,1.63
40.052213,116.404772,28.0,5.0,0.0,0.87
40.052245,116.404806,28.0,5.0,0.0,0.92
40.052245,116.404811,28.0,5.0,0.0,0.09
40.052245,116.404811,28.0,3.0,0.0,0.0
40.052244,116.404803,28.0,2.0,0.0,0.34
40.052241,116.404794,28.0,5.0,0.0,0.17
40.052238,116.404805,28.0,5.0,0.0,0.2
40.052237,116.404812,28.0,5.0,0.0,0.12
40.052232,116.404819,28.0,5.0,0.0,0.16
40.05223,116.404817,28.0,5.0,0.0,0.06
40.05223,116.404817,28.0,3.0,0.0,0.0
40.052226,116.404823,28.0,2.0,0.0,0.34
40.05162,116.404651,45.0,5.0,0.07,13.79
40.051662,116.404658,42.0,5.0,0.0,0.94
40.051659,116.404678,40.0,5.0,0.0,0.35
40.051659,116.404701,42.0,5.0,0.0,0.39
40.05165,116.404713,42.0,5.0,0.0,0.29
40.051652,116.404718,42.0,5.0,0.0,0.1
40.051654,116.404722,42.0,5.0,0.0,0.08
40.051655,116.404722,42.0,5.0,0.0,0.02
40.051656,116.404724,42.0,5.0,0.0,0.04
40.051656,116.404726,42.0,5.0,0.0,0.03
40.051657,116.404727,42.0,5.0,0.0,0.03
40.051657,116.40473,42.0,5.0,0.0,0.05
40.051658,116.40473,42.0,5.0,0.0,0.02
40.051658,116.404729,42.0,5.0,0.0,0.02
40.05166,116.404733,42.0,5.0,0.0,0.08
40.051661,116.404733,42.0,5.0,0.0,0.02
40.051662,116.404732,42.0,5.0,0.0,0.03
40.051662,116.404732,42.0,5.0,0.0,0.0
