Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.007723,116.319247,99.0,-76871.0,0.02,-0.0
40.000518,116.325313,-90.0,4895.0,0.23,0.05
39.99973,116.326496,33.0,260.0,0.03,0.1
39.948646,116.45729,53.0,1715.0,10.93,6.37
39.953565,116.460534,50.0,9158.0,0.11,0.01
39.907683,116.430398,27.0,1940.0,5.11,2.64
39.911521,116.427797,133.0,260.0,0.03,0.1
39.907574,116.430733,35.0,230.0,0.01,0.06
39.940166,116.347828,194.0,2060.0,7.94,3.86
39.941434,116.347554,151.0,230.0,0.03,0.12
39.999945,116.327414,28.0,19282.0,0.03,0.0
39.991892,116.331627,56.0,265.0,0.03,0.1
39.991662,116.331515,59.0,280.0,0.01,0.04
