Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.009958,116.315113,59.0,5.0,0.0,0.36
40.010033,116.315091,58.0,5.0,0.01,1.71
40.01006,116.315058,56.0,5.0,0.0,0.82
40.010072,116.315011,57.0,5.0,0.0,0.84
40.010072,116.314957,58.0,5.0,0.0,0.92
40.010145,116.314773,59.0,5.0,0.02,3.53
40.010101,116.314628,58.0,5.0,0.01,2.66
40.010098,116.314547,59.0,5.0,0.01,1.38
40.010053,116.314512,59.0,5.0,0.01,1.16
40.009942,116.314529,59.0,5.0,0.01,2.49
40.009655,116.314674,59.0,5.0,0.03,6.84
40.00955,116.314767,60.0,5.0,0.01,2.82
40.009538,116.314903,60.0,5.0,0.01,2.33
40.009557,116.315214,58.0,5.0,0.03,5.31
40.00956,116.315497,56.0,5.0,0.02,4.82
40.009487,116.315702,54.0,5.0,0.02,3.85
40.009459,116.315819,53.0,5.0,0.01,2.09
40.009374,116.315981,50.0,5.0,0.02,3.34
40.009131,116.316068,47.0,5.0,0.03,5.6
40.008967,116.316327,47.0,5.0,0.03,5.72
40.008911,116.316691,44.0,5.0,0.03,6.32
40.008936,116.316967,40.0,5.0,0.02,4.73
40.008925,116.317202,35.0,5.0,0.02,4.01
40.008922,116.317436,31.0,5.0,0.02,3.99
40.008982,116.317643,24.0,5.0,0.02,3.77
40.008876,116.317662,20.0,5.0,0.01,2.38
40.008756,116.317674,22.0,5.0,0.01,2.68
40.008548,116.317659,25.0,5.0,0.02,4.63
40.008356,116.317679,27.0,5.0,0.02,4.28
40.008207,116.317689,28.0,5.0,0.02,3.32
40.008041,116.31771,29.0,5.0,0.02,3.71
40.00789,116.317674,30.0,5.0,0.02,3.41
40.00766,116.31777,33.0,5.0,0.03,5.37
40.007519,116.31776,35.0,5.0,0.02,3.14
40.007381,116.317785,36.0,5.0,0.02,3.1
40.007181,116.317769,37.0,5.0,0.02,4.46
40.006932,116.317794,39.0,5.0,0.03,5.55
40.006682,116.317806,39.0,5.0,0.03,5.56
40.006475,116.317783,38.0,5.0,0.02,4.62
40.00629,116.317768,37.0,5.0,0.02,4.12
40.006134,116.3178,35.0,5.0,0.02,3.51
40.005867,116.317776,33.0,5.0,0.03,5.95
40.005628,116.317804,32.0,5.0,0.03,5.34
40.005436,116.317871,30.0,5.0,0.02,4.42
40.005252,116.317868,30.0,5.0,0.02,4.09
40.005069,116.31789,29.0,5.0,0.02,4.09
40.004885,116.318068,28.0,5.0,0.03,5.09
40.004779,116.318296,28.0,5.0,0.02,4.54
40.00475,116.318504,27.0,5.0,0.02,3.6
40.00473,116.31877,24.0,5.0,0.02,4.55
40.004774,116.319078,24.0,5.0,0.03,5.34
40.004781,116.31934,22.0,5.0,0.02,4.47
40.00477,116.319624,20.0,5.0,0.02,4.84
40.004773,116.319903,19.0,5.0,0.02,4.75
40.004773,116.320149,18.0,5.0,0.02,4.19
40.004773,116.320371,17.0,5.0,0.02,3.78
40.004753,116.320626,15.0,5.0,0.02,4.37
40.004729,116.320856,15.0,5.0,0.02,3.95
40.004707,116.321095,14.0,5.0,0.02,4.1
40.004653,116.321237,14.0,5.0,0.01,2.7
40.004589,116.321262,17.0,5.0,0.01,1.49
40.004463,116.321281,17.0,5.0,0.01,2.82
40.004372,116.321306,17.0,5.0,0.01,2.07
40.004199,116.321382,18.0,5.0,0.02,4.06
40.004013,116.321402,19.0,5.0,0.02,4.15
40.003798,116.321409,20.0,5.0,0.02,4.78
40.003623,116.321434,22.0,5.0,0.02,3.92
40.003426,116.321494,24.0,5.0,0.02,4.5
40.003219,116.321508,23.0,5.0,0.02,4.61
40.003038,116.321546,25.0,5.0,0.02,4.08
40.002866,116.321566,27.0,5.0,0.02,3.84
40.002601,116.321566,28.0,5.0,0.03,5.89
40.002364,116.321571,29.0,5.0,0.03,5.27
40.002157,116.321583,30.0,5.0,0.02,4.61
40.001968,116.321601,31.0,5.0,0.02,4.21
40.001724,116.321633,31.0,5.0,0.03,5.45
40.001518,116.321684,32.0,5.0,0.02,4.66
40.001351,116.321769,33.0,5.0,0.02,3.99
40.001119,116.321765,33.0,5.0,0.03,5.16
40.000861,116.321738,35.0,5.0,0.03,5.76
40.000688,116.321742,36.0,5.0,0.02,3.85
40.000448,116.321718,37.0,5.0,0.03,5.35
40.000238,116.321754,38.0,5.0,0.02,4.71
40.000036,116.321827,38.0,5.0,0.02,4.66
39.999859,116.321892,38.0,5.0,0.02,4.09
39.99976,116.32203,37.0,5.0,0.02,3.22
39.999672,116.322188,38.0,5.0,0.02,3.33
39.999673,116.322493,39.0,5.0,0.03,5.2
39.999653,116.322765,39.0,5.0,0.02,4.66
39.99962,116.323016,38.0,5.0,0.02,4.34
39.999608,116.323281,37.0,5.0,0.02,4.52
39.999565,116.323525,37.0,5.0,0.02,4.27
39.999488,116.323707,37.0,5.0,0.02,3.54
39.999444,116.323909,36.0,5.0,0.02,3.58
39.999443,116.324182,33.0,5.0,0.02,4.65
39.999403,116.324461,27.0,5.0,0.02,4.84
39.999316,116.324743,20.0,5.0,0.03,5.18
39.999354,116.325,15.0,5.0,0.02,4.46
39.999497,116.325256,12.0,5.0,0.03,5.4
39.999512,116.325456,11.0,5.0,0.02,3.42
39.999374,116.325544,11.0,5.0,0.02,3.42
39.999221,116.325696,11.0,5.0,0.02,4.28
39.999114,116.325964,15.0,5.0,0.03,5.15
39.999022,116.326147,23.0,5.0,0.02,3.73
39.998867,116.326196,27.0,5.0,0.02,3.55
39.998695,116.3262,30.0,5.0,0.02,3.83
39.998495,116.326236,32.0,5.0,0.02,4.49
39.998281,116.326226,34.0,5.0,0.02,4.76
39.998069,116.326221,36.0,5.0,0.02,4.72
39.997852,116.326221,37.0,5.0,0.02,4.83
39.997676,116.326325,41.0,5.0,0.02,4.3
39.997483,116.326335,44.0,5.0,0.02,4.3
39.997299,116.326352,45.0,5.0,0.02,4.1
39.99707,116.326346,47.0,5.0,0.03,5.09
39.996855,116.326364,47.0,5.0,0.02,4.79
39.99665,116.326396,49.0,5.0,0.02,4.59
39.996501,116.326437,50.0,5.0,0.02,3.39
39.99641,116.326507,52.0,5.0,0.01,2.35
39.996312,116.326466,53.0,5.0,0.01,2.29
39.996241,116.326436,53.0,5.0,0.01,1.66
39.996065,116.326383,52.0,5.0,0.02,4.02
39.995931,116.326374,53.0,5.0,0.01,2.98
39.995801,116.326405,53.0,5.0,0.01,2.94
39.995717,116.326413,53.0,5.0,0.01,1.87
39.995702,116.326396,54.0,5.0,0.0,0.44
39.995702,116.326396,54.0,3.0,0.0,0.0
39.995704,116.326396,54.0,2.0,0.0,0.11
39.995651,116.326428,54.0,5.0,0.01,1.3
39.995588,116.326489,55.0,5.0,0.01,1.74
39.995601,116.326546,55.0,5.0,0.01,1.01
39.995601,116.326575,55.0,5.0,0.0,0.49
39.995505,116.32663,57.0,5.0,0.01,2.33
39.995426,116.326726,59.0,5.0,0.01,2.4
39.995339,116.326742,60.0,5.0,0.01,1.95
39.995312,116.326698,59.0,5.0,0.0,0.96
39.995183,116.326629,57.0,5.0,0.02,3.1
39.995138,116.326691,55.0,5.0,0.01,1.46
39.995085,116.326745,56.0,5.0,0.01,1.5
39.995055,116.326822,55.0,5.0,0.01,1.47
39.99502,116.326834,55.0,5.0,0.0,0.8
39.99496,116.326849,55.0,5.0,0.01,1.36
39.994907,116.326862,56.0,5.0,0.01,1.2
39.99485,116.326857,58.0,5.0,0.01,1.27
39.994762,116.326834,59.0,5.0,0.01,2.0
39.994641,116.326879,60.0,5.0,0.01,2.8
39.994535,116.326896,60.0,5.0,0.01,2.38
39.994463,116.326903,58.0,5.0,0.01,1.61
39.994401,116.326926,57.0,5.0,0.01,1.43
39.994322,116.326913,55.0,5.0,0.01,1.77
39.994275,116.326889,53.0,5.0,0.01,1.12
39.994221,116.326844,52.0,5.0,0.01,1.42
39.994188,116.3268,50.0,5.0,0.01,1.05
39.994133,116.326818,49.0,5.0,0.01,1.26
39.994019,116.326787,49.0,5.0,0.01,2.59
39.993989,116.326872,49.0,5.0,0.01,1.59
39.993959,116.326874,48.0,5.0,0.0,0.67
39.993886,116.326869,47.0,5.0,0.01,1.63
39.993712,116.326893,47.0,5.0,0.02,3.89
39.993574,116.326912,46.0,5.0,0.02,3.09
39.993486,116.326922,46.0,5.0,0.01,1.96
39.993319,116.32691,47.0,5.0,0.02,3.72
39.993306,116.326943,46.0,5.0,0.0,0.63
39.993277,116.326952,46.0,5.0,0.0,0.66
39.993218,116.326984,45.0,5.0,0.01,1.42
39.993172,116.32701,44.0,5.0,0.01,1.11
39.993095,116.327042,42.0,5.0,0.01,1.8
39.992994,116.327073,41.0,5.0,0.01,2.31
39.992982,116.327099,41.0,5.0,0.0,0.52
39.992962,116.327082,40.0,5.0,0.0,0.53
39.992907,116.327141,41.0,5.0,0.01,1.58
39.992809,116.32718,41.0,5.0,0.01,2.28
39.99279,116.32718,41.0,5.0,0.0,0.42
39.992692,116.327178,41.0,5.0,0.01,2.18
39.992666,116.327174,41.0,5.0,0.0,0.58
39.992609,116.327204,41.0,5.0,0.01,1.37
39.992527,116.327244,41.0,5.0,0.01,1.95
39.992466,116.327283,41.0,5.0,0.01,1.51
39.992417,116.32733,41.0,5.0,0.01,1.35
39.992344,116.327371,41.0,5.0,0.01,1.77
39.99229,116.32742,41.0,5.0,0.01,1.46
39.992224,116.327487,41.0,5.0,0.01,1.86
