Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.977426,116.327177,-16.0,1.0,0.02,23.09
39.977522,116.327121,6.0,1.0,0.01,11.69
39.977514,116.327109,2.0,5.0,0.0,0.27
39.976554,116.327366,-3.0,5.0,0.01,1.58
39.977068,116.312229,353.0,2796.0,0.31,0.11
39.976102,116.31034,274.0,2.0,0.09,46.1
39.980473,116.307816,199.0,1.0,0.05,53.05
39.979067,116.309014,192.0,27.0,0.19,6.92
39.989258,116.309561,164.0,1.0,0.0,3.04
39.989325,116.309614,158.0,2.0,0.01,4.36
39.989443,116.309677,156.0,2.0,0.01,7.09
39.989585,116.309716,147.0,2.0,0.02,8.07
40.01603,116.306842,33.0,990.0,0.03,0.03
40.01371,116.306477,59.0,282.0,0.03,0.09
40.016024,116.306471,41.0,709.0,0.03,0.04
40.013748,116.306508,42.0,1138.0,0.01,0.01
