Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.899608,116.323021,213.0,1.0,0.02,16.8
39.899654,116.323032,241.0,1.0,0.01,5.2
39.899704,116.323047,243.0,1.0,0.01,5.71
39.899707,116.323119,277.0,1.0,0.01,6.15
39.899634,116.323112,281.0,1.0,0.01,8.14
39.899623,116.323088,285.0,2.0,0.0,1.19
39.899611,116.323096,278.0,1.0,0.0,1.5
39.899615,116.323095,272.0,2.0,0.0,0.23
39.899592,116.3231,268.0,5.0,0.0,0.52
39.899572,116.323077,264.0,5.0,0.0,0.59
39.899565,116.323057,261.0,5.0,0.0,0.38
39.89955,116.323036,259.0,5.0,0.0,0.49
39.899542,116.323043,263.0,5.0,0.0,0.21
39.899543,116.323039,263.0,5.0,0.0,0.07
39.899543,116.323038,263.0,5.0,0.0,0.02
39.899543,116.323039,263.0,5.0,0.0,0.02
39.899542,116.323045,263.0,5.0,0.0,0.1
39.899542,116.323046,263.0,5.0,0.0,0.02
39.899543,116.323043,262.0,5.0,0.0,0.06
39.899542,116.323046,262.0,5.0,0.0,0.06
39.899543,116.323047,262.0,5.0,0.0,0.03
39.899543,116.323047,262.0,3.0,0.0,0.0
39.899541,116.323053,262.0,2.0,0.0,0.28
39.899502,116.323069,262.0,5.0,0.0,0.91
39.899437,116.323075,262.0,3.0,0.01,2.42
39.899399,116.323024,262.0,2.0,0.01,3.03
39.899342,116.323012,262.0,2.0,0.01,3.21
39.899285,116.32301,262.0,2.0,0.01,3.17
39.899225,116.323008,262.0,2.0,0.01,3.33
39.899169,116.323001,262.0,2.0,0.01,3.13
39.899117,116.322997,262.0,2.0,0.01,2.9
39.899061,116.323008,262.0,3.0,0.01,2.1
39.899005,116.322996,262.0,4.0,0.01,1.58
39.898973,116.32305,262.0,2.0,0.01,2.91
39.898976,116.323087,261.0,5.0,0.0,0.63
39.89889,116.322926,259.0,3.0,0.02,5.58
39.898799,116.322834,259.0,1.0,0.01,12.81
39.898741,116.322861,257.0,4.0,0.01,1.71
39.898693,116.322871,257.0,1.0,0.01,5.41
39.898646,116.322877,257.0,1.0,0.01,5.25
39.898591,116.322896,257.0,2.0,0.01,3.17
39.898573,116.322895,256.0,5.0,0.0,0.4
39.898518,116.322838,256.0,1.0,0.01,7.81
39.89844,116.322758,255.0,1.0,0.01,11.04
39.898249,116.322497,255.0,1.0,0.03,30.77
39.898127,116.322521,254.0,1.0,0.01,13.72
39.897964,116.322535,253.0,1.0,0.02,18.16
39.897834,116.322493,253.0,1.0,0.01,14.89
39.897711,116.322463,252.0,1.0,0.01,13.91
39.897658,116.322465,252.0,1.0,0.01,5.9
39.897603,116.322473,252.0,1.0,0.01,6.15
39.897556,116.322482,252.0,1.0,0.01,5.28
39.897461,116.322448,251.0,2.0,0.01,5.47
39.897485,116.322536,251.0,1.0,0.01,7.97
39.897423,116.322558,250.0,2.0,0.01,3.57
39.897381,116.322599,250.0,3.0,0.01,1.94
