Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.01062,116.322046,149.0,5.0,0.02,3.25
40.010688,116.32201,149.0,5.0,0.01,1.63
40.010688,116.32201,149.0,3.0,0.0,0.0
40.010694,116.322016,149.0,2.0,0.0,0.42
40.010685,116.322115,149.0,5.0,0.01,1.7
40.010675,116.322206,149.0,5.0,0.01,1.57
40.010672,116.322228,149.0,5.0,0.0,0.38
40.010668,116.322274,149.0,5.0,0.0,0.79
40.01066,116.322341,149.0,5.0,0.01,1.16
40.010663,116.32237,149.0,5.0,0.0,0.5
40.010668,116.322344,149.0,5.0,0.0,0.46
40.010639,116.322383,149.0,5.0,0.0,0.93
40.010618,116.322401,149.0,5.0,0.0,0.56
40.010584,116.322415,149.0,5.0,0.0,0.79
40.01052,116.32239,149.0,5.0,0.01,1.49
40.010483,116.322341,149.0,5.0,0.01,1.17
40.010648,116.32174,149.0,5.0,0.05,10.87
40.010562,116.321833,149.0,5.0,0.01,2.48
40.010441,116.321905,149.0,5.0,0.01,2.96
40.010258,116.32199,149.0,5.0,0.02,4.32
40.010037,116.322107,150.0,5.0,0.03,5.3
40.009927,116.322195,150.0,5.0,0.01,2.87
40.009734,116.322349,150.0,5.0,0.03,5.03
40.009448,116.32247,151.0,5.0,0.03,6.69
40.00924,116.322567,151.0,5.0,0.02,4.91
40.00916,116.322741,151.0,5.0,0.02,3.46
40.009139,116.322999,152.0,5.0,0.02,4.42
40.009172,116.323235,153.0,5.0,0.02,4.09
40.009185,116.323467,153.0,5.0,0.02,3.96
40.009187,116.323746,154.0,5.0,0.02,4.75
40.009136,116.323921,155.0,5.0,0.02,3.19
40.008929,116.323947,156.0,5.0,0.02,4.62
40.008741,116.323965,156.0,5.0,0.02,4.19
40.00854,116.323995,157.0,5.0,0.02,4.5
40.008328,116.323972,159.0,5.0,0.02,4.73
40.008129,116.323974,160.0,5.0,0.02,4.43
40.007935,116.323977,161.0,5.0,0.02,4.31
40.007773,116.323998,162.0,5.0,0.02,3.62
40.007605,116.323996,163.0,5.0,0.02,3.74
40.007434,116.324004,165.0,5.0,0.02,3.81
40.007285,116.32404,166.0,5.0,0.02,3.37
40.007128,116.324061,168.0,5.0,0.02,3.51
40.006929,116.324098,169.0,5.0,0.02,4.47
40.00675,116.324064,171.0,5.0,0.02,4.02
40.006608,116.324052,173.0,5.0,0.02,3.16
40.006449,116.324082,174.0,5.0,0.02,3.57
40.006309,116.32408,176.0,5.0,0.02,3.11
40.00604,116.324098,178.0,5.0,0.03,5.99
