Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.968631,116.411653,34.0,315.0,0.03,0.09
39.968469,116.411871,52.0,990.0,0.02,0.02
39.968794,116.411667,57.0,410.0,0.03,0.06
39.969,116.411612,77.0,320.0,0.02,0.07
39.968785,116.411901,111.0,215.0,0.02,0.11
39.969287,116.411477,117.0,205.0,0.03,0.15
40.024583,116.346599,70.0,90.0,0.29,3.26
40.028183,116.345634,118.0,5.0,0.41,81.73
40.021601,116.349554,18.0,295.0,0.92,3.11
40.026969,116.345517,79.0,250.0,0.03,0.11
40.027478,116.347172,127.0,185.0,0.03,0.14
40.027924,116.346662,118.0,225.0,0.02,0.11
