Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.97459,116.334753,149.0,1.0,0.01,14.47
39.974595,116.334805,149.0,5.0,0.0,0.89
39.974631,116.334758,149.0,4.0,0.01,1.42
39.974641,116.334827,149.0,5.0,0.01,1.2
39.974598,116.33491,149.0,2.0,0.01,4.27
39.974599,116.334983,149.0,2.0,0.01,3.11
39.973049,116.334549,8.0,3.0,0.18,58.76
39.973681,116.333822,78.0,182.0,0.03,0.16
39.973649,116.333627,67.0,1045.0,0.03,0.03
39.967351,116.343834,81.0,27.0,1.14,42.21
39.969237,116.340595,75.0,39.0,0.35,8.89
39.972743,116.334406,66.0,4.0,0.65,161.59
39.973557,116.333392,77.0,16.0,0.1,6.08
39.973585,116.33373,79.0,1.0,0.02,17.95
39.973653,116.334182,90.0,1.0,0.03,26.08
39.973485,116.333958,75.0,305.0,0.02,0.08
39.973412,116.333834,75.0,397.0,0.02,0.06
39.973729,116.333879,78.0,200.0,0.03,0.14
39.973282,116.333879,76.0,21.0,0.01,0.66
39.974063,116.337996,75.0,66.0,0.38,5.74
39.974775,116.331323,110.0,6.0,0.57,94.84
39.974724,116.331084,108.0,1.0,0.02,21.14
39.974702,116.330949,106.0,1.0,0.01,11.76
39.974413,116.332484,75.0,1.0,0.02,18.79
39.974121,116.332639,74.0,1.0,0.03,29.07
39.973402,116.334311,76.0,21.0,0.17,7.94
39.973401,116.333769,76.0,1.0,0.05,46.19
39.973678,116.33182,50.0,266.0,0.17,0.62
39.974134,116.332029,49.0,2.0,0.07,36.59
39.975012,116.329474,73.0,9.0,0.12,13.49
39.975303,116.325549,60.0,312.0,0.03,0.1
39.974905,116.312069,62.0,1.0,0.02,19.08
