Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.999917,116.327269,44.0,5.0,0.0,0.92
39.999908,116.327284,45.0,5.0,0.0,0.32
39.999912,116.327217,45.0,5.0,0.01,1.14
39.999904,116.32706,45.0,5.0,0.01,2.68
39.999894,116.326861,46.0,5.0,0.02,3.4
39.999883,116.326704,47.0,5.0,0.01,2.69
39.99989,116.326481,47.0,5.0,0.02,3.8
39.999875,116.326253,46.0,5.0,0.02,3.9
39.999835,116.326047,46.0,5.0,0.02,3.62
39.999795,116.325818,44.0,5.0,0.02,4.0
39.999795,116.325652,44.0,5.0,0.01,2.83
39.999775,116.325469,42.0,5.0,0.02,3.15
39.999816,116.32529,41.0,5.0,0.02,3.18
39.99983,116.325047,40.0,5.0,0.02,4.15
39.99985,116.324792,37.0,5.0,0.02,4.37
39.999898,116.324571,35.0,5.0,0.02,3.91
39.999896,116.324307,33.0,5.0,0.02,4.5
39.999876,116.324093,31.0,5.0,0.02,3.67
39.999875,116.323898,30.0,5.0,0.02,3.32
39.999851,116.323633,28.0,5.0,0.02,4.55
39.99983,116.323308,26.0,5.0,0.03,5.56
39.999811,116.323035,24.0,5.0,0.02,4.67
39.999734,116.322723,24.0,5.0,0.03,5.58
39.999748,116.322405,22.0,5.0,0.03,5.43
39.999625,116.322139,21.0,5.0,0.03,5.29
39.99945,116.321978,20.0,5.0,0.02,4.76
39.99931,116.321972,18.0,5.0,0.02,3.12
39.999165,116.321952,17.0,5.0,0.02,3.24
39.999003,116.321958,17.0,5.0,0.02,3.6
39.998826,116.32199,17.0,5.0,0.02,3.97
39.998663,116.321997,15.0,5.0,0.02,3.63
39.998482,116.322018,12.0,5.0,0.02,4.04
39.99845,116.321935,9.0,5.0,0.01,1.58
39.99845,116.321935,9.0,3.0,0.0,0.0
39.998444,116.321933,7.0,2.0,0.0,0.34
39.998427,116.322049,4.0,5.0,0.01,2.01
39.998346,116.322107,2.0,5.0,0.01,2.05
39.99817,116.322108,1.0,5.0,0.02,3.91
39.998011,116.322162,1.0,5.0,0.02,3.65
39.997835,116.322121,2.0,5.0,0.02,3.98
39.997651,116.322162,1.0,5.0,0.02,4.15
39.997476,116.322157,-1.0,5.0,0.02,3.89
39.997297,116.322219,-1.0,5.0,0.02,4.12
39.997134,116.322269,-2.0,5.0,0.02,3.72
39.997092,116.322266,0.0,5.0,0.0,0.94
39.997079,116.322049,3.0,5.0,0.02,3.71
39.997065,116.321816,3.0,5.0,0.02,3.98
39.997086,116.321592,1.0,5.0,0.02,3.84
39.997016,116.321402,3.0,5.0,0.02,3.59
39.996877,116.321405,2.0,5.0,0.02,3.09
39.99671,116.32141,1.0,5.0,0.02,3.71
39.996495,116.32138,-2.0,5.0,0.02,4.81
39.996282,116.321408,5.0,5.0,0.02,4.76
39.996075,116.321433,13.0,5.0,0.02,4.62
39.995873,116.321493,10.0,5.0,0.02,4.61
39.995666,116.321533,7.0,5.0,0.02,4.65
39.995458,116.321534,6.0,5.0,0.02,4.63
39.995254,116.321507,8.0,5.0,0.02,4.56
39.995075,116.321427,14.0,5.0,0.02,4.21
39.995014,116.321175,17.0,5.0,0.02,4.5
39.994993,116.320996,19.0,5.0,0.02,3.09
39.994931,116.320796,21.0,5.0,0.02,3.68
39.994907,116.32074,21.0,5.0,0.01,1.09
39.994902,116.320737,21.0,5.0,0.0,0.12
39.994902,116.320737,21.0,3.0,0.0,0.0
39.994901,116.320736,21.0,2.0,0.0,0.07
39.99489,116.320745,21.0,5.0,0.0,0.29
39.994882,116.320748,20.0,5.0,0.0,0.19
39.994883,116.320747,20.0,5.0,0.0,0.03
39.99489,116.320745,20.0,5.0,0.0,0.16
39.994888,116.320744,20.0,5.0,0.0,0.05
39.994888,116.320744,20.0,3.0,0.0,0.0
39.994881,116.320746,20.0,2.0,0.0,0.4
39.994868,116.32075,21.0,5.0,0.0,0.3
39.994834,116.320765,21.0,5.0,0.0,0.8
39.99481,116.320777,21.0,5.0,0.0,0.57
39.994789,116.320784,21.0,5.0,0.0,0.48
39.994936,116.320517,49.0,5.0,0.01,2.53
39.994962,116.320593,60.0,6.0,0.01,1.18
39.99496,116.320655,60.0,5.0,0.01,1.06
39.99495,116.320788,59.0,5.0,0.01,2.28
39.994902,116.320944,61.0,5.0,0.01,2.86
39.994918,116.321071,60.0,5.0,0.01,2.19
39.99503,116.321112,60.0,5.0,0.01,2.59
39.995148,116.3211,60.0,5.0,0.01,2.63
39.995252,116.321064,62.0,5.0,0.01,2.39
39.995371,116.321076,64.0,5.0,0.01,2.65
39.995531,116.32103,68.0,5.0,0.02,3.64
39.995722,116.320989,71.0,5.0,0.02,4.3
39.995904,116.320972,73.0,5.0,0.02,4.06
39.996119,116.320975,76.0,5.0,0.02,4.78
39.996299,116.320998,80.0,5.0,0.02,4.02
39.996464,116.321003,83.0,5.0,0.02,3.67
39.996598,116.320986,85.0,5.0,0.01,2.99
39.99665,116.321095,86.0,5.0,0.01,2.19
39.996698,116.321298,89.0,5.0,0.02,3.62
39.996714,116.321506,92.0,5.0,0.02,3.56
39.996673,116.321792,94.0,5.0,0.02,4.96
39.996796,116.321894,95.0,5.0,0.02,3.24
39.996966,116.321894,96.0,5.0,0.02,3.78
39.997176,116.321953,96.0,5.0,0.02,4.78
39.997365,116.321945,97.0,5.0,0.02,4.21
39.997542,116.321932,101.0,5.0,0.02,3.94
39.997791,116.321788,98.0,5.0,0.03,6.06
39.997926,116.321746,96.0,5.0,0.02,3.09
39.998096,116.321751,96.0,5.0,0.02,3.78
39.998284,116.321766,96.0,5.0,0.02,4.19
39.998512,116.321809,99.0,5.0,0.03,5.12
39.998773,116.321874,103.0,5.0,0.03,5.91
39.999,116.321836,102.0,5.0,0.03,5.09
39.99921,116.321771,96.0,5.0,0.02,4.8
39.999432,116.321782,87.0,5.0,0.02,4.94
39.999519,116.32205,83.0,5.0,0.02,4.96
39.999567,116.322272,78.0,5.0,0.02,3.93
39.999558,116.322499,73.0,5.0,0.02,3.87
39.999632,116.322647,68.0,5.0,0.02,3.01
39.999687,116.322831,64.0,5.0,0.02,3.36
39.999766,116.323197,59.0,5.0,0.03,6.48
39.999819,116.323453,53.0,5.0,0.02,4.52
39.999811,116.323716,48.0,5.0,0.02,4.48
39.999796,116.323916,44.0,5.0,0.02,3.42
39.99973,116.324153,41.0,5.0,0.02,4.3
39.999667,116.324387,39.0,5.0,0.02,4.23
39.99963,116.324658,37.0,5.0,0.02,4.69
39.999703,116.324982,33.0,5.0,0.03,5.75
39.999735,116.32531,29.0,5.0,0.03,5.63
39.999777,116.325698,26.0,5.0,0.03,6.68
39.999847,116.326067,24.0,5.0,0.03,6.48
39.999883,116.326381,22.0,5.0,0.03,5.41
39.999913,116.32663,24.0,5.0,0.02,4.29
39.999907,116.326902,22.0,5.0,0.02,4.64
39.999921,116.32716,21.0,5.0,0.02,4.41
39.999924,116.327397,23.0,5.0,0.02,4.04
39.999975,116.327464,26.0,5.0,0.01,1.61
40.000002,116.327447,30.0,5.0,0.0,0.67
40.000004,116.32745,30.0,5.0,0.0,0.07
40.000004,116.32745,30.0,5.0,0.0,0.0
40.000004,116.32745,30.0,3.0,0.0,0.0
40.000006,116.327454,30.0,2.0,0.0,0.2
40.00001,116.327465,30.0,5.0,0.0,0.21
40.00001,116.327465,30.0,3.0,0.0,0.0
40.000009,116.327465,30.0,2.0,0.0,0.06
39.999992,116.327442,30.0,5.0,0.0,0.54
39.999996,116.327304,57.0,5.0,0.01,2.23
39.999928,116.327309,51.0,6.0,0.01,1.26
39.999874,116.327213,47.0,5.0,0.01,2.03
39.999967,116.327114,48.0,5.0,0.01,2.67
40.000105,116.327128,49.0,5.0,0.02,3.08
40.000199,116.327152,52.0,5.0,0.01,2.13
40.000316,116.327133,54.0,5.0,0.01,2.62
40.000629,116.327126,52.0,5.0,0.03,6.96
40.000937,116.327077,56.0,5.0,0.03,6.9
40.001156,116.327095,59.0,5.0,0.02,4.88
40.001287,116.326978,60.0,5.0,0.02,3.53
40.001434,116.326809,61.0,5.0,0.02,4.36
40.00161,116.326714,64.0,5.0,0.02,4.24
40.00189,116.326636,66.0,5.0,0.03,6.37
40.002133,116.326597,68.0,5.0,0.03,5.44
40.002324,116.326483,68.0,5.0,0.02,4.67
40.002369,116.32623,68.0,5.0,0.02,4.42
40.002387,116.325973,71.0,5.0,0.02,4.4
40.002362,116.325714,66.0,5.0,0.02,4.45
40.002353,116.325427,63.0,5.0,0.02,4.89
40.002403,116.325223,65.0,5.0,0.02,3.65
40.002591,116.325157,68.0,5.0,0.02,4.33
40.002851,116.325107,67.0,5.0,0.03,5.84
40.003066,116.325054,64.0,5.0,0.02,4.87
40.003296,116.32507,65.0,5.0,0.03,5.12
40.003477,116.32501,67.0,5.0,0.02,4.15
