Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.007588,116.319712,28.0,5.0,0.0,0.9
40.007629,116.31969,25.0,5.0,0.0,0.99
40.007674,116.319673,24.0,5.0,0.01,1.04
40.007692,116.319666,25.0,5.0,0.0,0.42
40.007692,116.319666,25.0,3.0,0.0,0.0
40.007697,116.319668,25.0,2.0,0.0,0.29
40.007708,116.319688,25.0,5.0,0.0,0.42
40.0077,116.319753,26.0,5.0,0.01,1.12
40.00769,116.319793,26.0,5.0,0.0,0.72
40.007687,116.319846,27.0,5.0,0.0,0.91
40.007683,116.319866,28.0,5.0,0.0,0.35
40.007633,116.319858,28.0,5.0,0.01,1.12
40.007594,116.319829,30.0,5.0,0.0,1.0
40.007604,116.319771,31.0,5.0,0.01,1.01
40.007615,116.319701,32.0,5.0,0.01,1.22
40.007633,116.319585,32.0,5.0,0.01,2.02
40.007647,116.31942,33.0,5.0,0.01,2.83
40.007707,116.319343,35.0,5.0,0.01,1.87
40.007744,116.319446,36.0,5.0,0.01,1.94
40.007751,116.319585,38.0,5.0,0.01,2.37
40.007695,116.31966,40.0,5.0,0.01,1.78
40.00761,116.319754,39.0,5.0,0.01,2.48
40.007609,116.31974,37.0,5.0,0.0,0.24
40.00761,116.319736,37.0,5.0,0.0,0.07
40.00761,116.319736,37.0,3.0,0.0,0.0
40.007613,116.319736,37.0,2.0,0.0,0.17
40.007644,116.319737,38.0,5.0,0.0,0.69
40.007642,116.319749,38.0,5.0,0.0,0.21
40.007639,116.31976,38.0,5.0,0.0,0.2
40.007637,116.319769,38.0,5.0,0.0,0.16
40.007583,116.319773,38.0,5.0,0.01,1.2
40.00748,116.319724,39.0,5.0,0.01,2.44
40.007333,116.319638,40.0,5.0,0.02,3.58
40.007191,116.319592,41.0,5.0,0.02,3.25
40.007054,116.319501,39.0,5.0,0.02,3.42
40.006898,116.319424,36.0,5.0,0.02,3.71
40.006746,116.319399,38.0,5.0,0.02,3.41
40.00662,116.319357,39.0,5.0,0.01,2.89
40.006561,116.319257,36.0,5.0,0.01,2.15
