Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.993462,116.326504,46.0,495.0,0.0,0.01
39.762913,116.295306,149.0,-65410.0,0.17,-0.0
39.763327,116.297398,35.0,1280.0,0.01,0.01
39.999391,116.327383,187.0,13571.0,0.06,0.0
40.009468,116.322883,47.0,1375.0,0.07,0.05
39.998086,116.320522,356.0,325.0,0.18,0.54
39.997516,116.318952,44.0,605.0,0.03,0.05
39.991322,116.331625,30.0,210.0,0.03,0.14
39.90667,116.472615,14.0,2920.0,14.06,4.82
39.906634,116.475108,20.0,975.0,0.02,0.02
39.95163,116.801474,35.0,485.0,0.03,0.06
