Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.97305,116.334479,8.0,3.0,0.01,1.99
39.973024,116.33442,9.0,1.0,0.01,5.8
39.973012,116.334348,9.0,1.0,0.01,6.28
39.972974,116.334266,10.0,3.0,0.01,2.72
39.972946,116.334219,12.0,4.0,0.01,1.27
39.972973,116.33417,13.0,3.0,0.01,1.71
39.973015,116.334137,14.0,2.0,0.01,2.73
39.973042,116.33403,14.0,4.0,0.01,2.4
39.97301,116.333978,15.0,5.0,0.01,1.14
39.973055,116.333932,17.0,5.0,0.01,1.27
39.973104,116.333893,19.0,4.0,0.01,1.59
39.973119,116.333881,22.0,5.0,0.0,0.39
39.973112,116.333796,22.0,5.0,0.01,1.46
39.973113,116.333725,22.0,5.0,0.01,1.21
39.973063,116.33371,24.0,4.0,0.01,1.43
39.973061,116.333727,25.0,5.0,0.0,0.29
39.973022,116.333769,26.0,2.0,0.01,2.81
39.973008,116.333829,28.0,4.0,0.01,1.33
39.97305,116.333812,29.0,4.0,0.0,1.22
39.97311,116.333836,29.0,2.0,0.01,3.49
39.973149,116.333907,30.0,3.0,0.01,2.48
39.973155,116.333974,32.0,5.0,0.01,1.15
39.973176,116.333983,33.0,5.0,0.0,0.49
39.973125,116.333955,34.0,4.0,0.01,1.54
39.973121,116.333912,35.0,5.0,0.0,0.74
39.973169,116.333911,36.0,4.0,0.01,1.33
39.973221,116.33388,37.0,4.0,0.01,1.59
39.973256,116.333821,37.0,3.0,0.01,2.12
39.973278,116.333761,38.0,4.0,0.01,1.42
39.973234,116.333808,39.0,5.0,0.01,1.26
39.97322,116.333882,40.0,2.0,0.01,3.25
39.973168,116.333889,41.0,4.0,0.01,1.45
39.973183,116.333831,41.0,4.0,0.01,1.3
39.97324,116.333807,42.0,3.0,0.01,2.22
39.973287,116.333801,42.0,3.0,0.01,1.75
39.973295,116.333856,43.0,5.0,0.0,0.95
39.973308,116.333865,45.0,5.0,0.0,0.33
39.973322,116.33382,46.0,5.0,0.0,0.83
39.973328,116.333758,46.0,4.0,0.01,1.33
39.973294,116.333715,47.0,2.0,0.01,2.63
39.973247,116.333717,47.0,2.0,0.01,2.62
39.973215,116.33366,48.0,4.0,0.01,1.5
39.973245,116.333656,49.0,5.0,0.0,0.67
39.973272,116.33376,49.0,2.0,0.01,4.68
39.973277,116.333832,49.0,1.0,0.01,6.16
39.973291,116.333915,49.0,1.0,0.01,7.24
39.973306,116.333996,49.0,1.0,0.01,7.1
39.973325,116.334085,50.0,2.0,0.01,3.94
39.973302,116.334171,50.0,2.0,0.01,3.88
39.973295,116.334238,50.0,2.0,0.01,2.88
39.973271,116.334297,51.0,3.0,0.01,1.9
39.973324,116.334284,51.0,4.0,0.01,1.5
39.973347,116.334231,52.0,4.0,0.01,1.3
39.973321,116.334233,53.0,5.0,0.0,0.58
39.973367,116.334192,54.0,4.0,0.01,1.55
39.973349,116.334142,54.0,5.0,0.0,0.94
39.973311,116.334104,55.0,5.0,0.01,1.06
39.97331,116.334132,56.0,5.0,0.0,0.48
39.973369,116.334155,56.0,2.0,0.01,3.42
39.973398,116.33422,56.0,3.0,0.01,2.14
39.973438,116.334266,56.0,3.0,0.01,1.98
39.973484,116.33429,57.0,5.0,0.01,1.1
39.973534,116.334308,59.0,4.0,0.01,1.44
39.973523,116.334344,60.0,5.0,0.0,0.66
39.973485,116.334386,60.0,2.0,0.01,2.77
39.973423,116.334402,60.0,3.0,0.01,2.34
39.973434,116.334314,60.0,4.0,0.01,1.9
39.973468,116.334249,61.0,3.0,0.01,2.24
39.973498,116.334187,61.0,2.0,0.01,3.12
39.973543,116.334132,61.0,2.0,0.01,3.43
39.973558,116.334069,61.0,3.0,0.01,1.87
39.973512,116.334051,62.0,4.0,0.01,1.33
39.973446,116.334106,63.0,4.0,0.01,2.18
39.973391,116.334138,64.0,3.0,0.01,2.23
39.973345,116.334137,65.0,4.0,0.01,1.28
39.973348,116.334175,66.0,5.0,0.0,0.65
39.973407,116.334131,66.0,3.0,0.01,2.52
39.973442,116.334092,66.0,3.0,0.01,1.71
39.973489,116.334094,66.0,4.0,0.01,1.31
39.973537,116.334065,67.0,3.0,0.01,1.96
39.973566,116.334077,68.0,5.0,0.0,0.68
39.973554,116.334078,68.0,5.0,0.0,0.27
39.973517,116.33411,69.0,5.0,0.0,0.99
39.973538,116.334053,69.0,5.0,0.01,1.08
39.973572,116.333995,69.0,2.0,0.01,3.11
