Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.98471,116.319865,97.0,2.0,0.07,33.28
39.984674,116.31981,99.0,5.0,0.01,1.23
39.984623,116.319773,99.0,5.0,0.01,1.3
39.984606,116.319732,99.0,5.0,0.0,0.79
39.984555,116.319728,98.0,5.0,0.01,1.14
39.984579,116.319769,94.0,5.0,0.0,0.88
39.984579,116.319769,94.0,3.0,0.0,0.0
39.984577,116.319766,94.0,2.0,0.0,0.17
39.984611,116.319822,92.0,5.0,0.01,1.22
39.984959,116.319969,92.0,5.0,0.04,8.13
39.985036,116.320056,92.0,1.0,0.01,11.32
39.984741,116.320037,92.0,1.0,0.03,32.84
39.98462,116.32012,92.0,2.0,0.02,7.6
39.98453,116.320242,90.0,4.0,0.01,3.61
39.984508,116.320331,87.0,5.0,0.01,1.59
39.984537,116.320443,85.0,5.0,0.01,2.01
39.984529,116.320573,81.0,5.0,0.01,2.22
39.984466,116.320683,78.0,4.0,0.01,2.92
39.984409,116.320778,75.0,4.0,0.01,2.57
39.98432,116.320808,73.0,4.0,0.01,2.56
39.984252,116.320826,69.0,5.0,0.01,1.54
39.984238,116.320844,64.0,5.0,0.0,0.44
39.984232,116.320853,65.0,5.0,0.0,0.2
39.984246,116.32087,64.0,5.0,0.0,0.43
39.984266,116.320876,62.0,5.0,0.0,0.46
39.984284,116.320922,63.0,5.0,0.0,0.88
39.984349,116.320935,59.0,5.0,0.01,1.46
39.98436,116.320924,57.0,5.0,0.0,0.31
39.984334,116.320914,57.0,5.0,0.0,0.6
39.984225,116.320923,55.0,5.0,0.01,2.43
39.984119,116.320926,54.0,4.0,0.01,2.95
39.984007,116.320958,54.0,4.0,0.01,3.19
39.983916,116.32098,54.0,3.0,0.01,3.43
39.98382,116.321003,53.0,3.0,0.01,3.62
39.983724,116.321005,53.0,3.0,0.01,3.56
39.98363,116.321032,53.0,3.0,0.01,3.57
39.983535,116.321053,53.0,3.0,0.01,3.57
39.983434,116.321077,53.0,3.0,0.01,3.81
39.983329,116.321087,54.0,3.0,0.01,3.9
39.983212,116.321099,53.0,3.0,0.01,4.35
39.983088,116.321126,52.0,3.0,0.01,4.66
39.982974,116.321144,50.0,3.0,0.01,4.26
39.982878,116.321185,48.0,3.0,0.01,3.74
39.982782,116.3212,47.0,3.0,0.01,3.58
39.982688,116.321225,46.0,5.0,0.01,2.13
39.982586,116.321225,46.0,2.0,0.01,5.67
39.982478,116.321214,43.0,3.0,0.01,4.02
39.982366,116.321192,41.0,4.0,0.01,3.15
39.982254,116.321191,40.0,4.0,0.01,3.11
39.98216,116.321188,39.0,4.0,0.01,2.62
39.982069,116.321219,37.0,4.0,0.01,2.62
39.98198,116.321244,34.0,4.0,0.01,2.53
39.981885,116.321277,32.0,3.0,0.01,3.64
39.981777,116.321291,30.0,3.0,0.01,4.02
39.981674,116.321294,29.0,2.0,0.01,5.73
39.981561,116.321297,29.0,3.0,0.01,4.19
39.981441,116.321305,29.0,2.0,0.01,6.68
39.981346,116.321293,28.0,2.0,0.01,5.3
39.981252,116.321314,28.0,3.0,0.01,3.53
39.981158,116.321307,27.0,3.0,0.01,3.49
39.98106,116.321323,27.0,3.0,0.01,3.66
39.980961,116.321333,27.0,3.0,0.01,3.68
39.98086,116.321351,26.0,4.0,0.01,2.83
39.980773,116.321312,28.0,3.0,0.01,3.41
39.980678,116.321324,29.0,3.0,0.01,3.54
39.980584,116.321342,30.0,3.0,0.01,3.52
39.980495,116.321382,29.0,3.0,0.01,3.49
39.980395,116.321411,27.0,3.0,0.01,3.8
39.980291,116.32143,24.0,4.0,0.01,2.92
39.980198,116.321412,23.0,3.0,0.01,3.48
39.980071,116.321434,27.0,3.0,0.01,4.75
39.979976,116.321439,27.0,3.0,0.01,3.52
39.979886,116.321473,25.0,4.0,0.01,2.6
39.979776,116.321522,26.0,4.0,0.01,3.23
39.979702,116.321564,28.0,5.0,0.01,1.79
39.979713,116.321616,28.0,5.0,0.0,0.92
39.979713,116.321616,28.0,3.0,0.0,0.0
39.979707,116.321617,31.0,2.0,0.0,0.34
39.979719,116.321639,31.0,5.0,0.0,0.46
39.979717,116.321691,31.0,5.0,0.0,0.89
39.979675,116.321805,30.0,4.0,0.01,2.69
39.979699,116.321901,31.0,5.0,0.01,1.72
39.979715,116.321938,31.0,5.0,0.0,0.72
39.979737,116.322021,32.0,5.0,0.01,1.5
39.979683,116.322207,33.0,5.0,0.02,3.39
39.979642,116.322218,34.0,5.0,0.0,0.93
39.979657,116.322241,34.0,5.0,0.0,0.51
39.97964,116.322298,34.0,5.0,0.01,1.04
39.979642,116.322392,34.0,5.0,0.01,1.6
39.979637,116.322538,34.0,4.0,0.01,3.11
39.979622,116.322669,35.0,3.0,0.01,3.76
39.97957,116.322801,35.0,3.0,0.01,4.22
39.979546,116.322926,35.0,3.0,0.01,3.66
39.97955,116.323046,34.0,3.0,0.01,3.41
39.979565,116.323193,34.0,2.0,0.01,6.32
39.979571,116.323331,33.0,3.0,0.01,3.93
39.979639,116.323447,33.0,4.0,0.01,3.11
39.979682,116.323556,32.0,3.0,0.01,3.48
39.979661,116.3237,31.0,4.0,0.01,3.12
39.97964,116.323856,29.0,4.0,0.01,3.38
39.979701,116.323967,28.0,2.0,0.01,5.82
39.979754,116.324116,28.0,3.0,0.01,4.67
39.979767,116.324245,29.0,3.0,0.01,3.7
39.979764,116.324395,29.0,3.0,0.01,4.26
39.979758,116.324513,29.0,2.0,0.01,5.04
39.979743,116.324668,30.0,3.0,0.01,4.44
39.979725,116.324794,31.0,2.0,0.01,5.46
39.979691,116.324938,32.0,2.0,0.01,6.42
39.979672,116.325033,30.0,5.0,0.01,1.67
39.979625,116.325142,29.0,4.0,0.01,2.67
39.979609,116.325282,30.0,3.0,0.01,4.02
39.979658,116.325396,31.0,3.0,0.01,3.71
39.979687,116.325512,32.0,3.0,0.01,3.47
39.979689,116.325673,32.0,3.0,0.01,4.57
39.979678,116.325816,32.0,3.0,0.01,4.08
39.979673,116.325961,31.0,4.0,0.01,3.09
39.979674,116.326093,31.0,3.0,0.01,3.75
39.979671,116.326222,32.0,2.0,0.01,5.5
39.979655,116.326375,33.0,3.0,0.01,4.39
39.979638,116.326537,34.0,3.0,0.01,4.64
39.979627,116.326658,35.0,3.0,0.01,3.46
39.979641,116.326802,36.0,4.0,0.01,3.09
39.979626,116.326941,34.0,3.0,0.01,3.99
39.979536,116.326989,34.0,3.0,0.01,3.6
39.979432,116.327019,35.0,3.0,0.01,3.95
39.979315,116.327054,34.0,4.0,0.01,3.34
39.979229,116.327109,33.0,3.0,0.01,3.55
39.979127,116.327228,33.0,3.0,0.02,5.07
39.979034,116.32722,34.0,3.0,0.01,3.45
39.978928,116.327229,35.0,3.0,0.01,3.94
39.978826,116.327245,35.0,3.0,0.01,3.81
39.978721,116.327246,35.0,3.0,0.01,3.89
39.978624,116.327267,33.0,3.0,0.01,3.64
39.978532,116.327277,33.0,3.0,0.01,3.42
39.978429,116.327274,33.0,3.0,0.01,3.82
39.978311,116.327259,34.0,4.0,0.01,3.29
39.978195,116.327274,35.0,4.0,0.01,3.24
39.978104,116.32731,35.0,4.0,0.01,2.64
39.978027,116.327367,35.0,5.0,0.01,1.97
39.978014,116.327423,36.0,5.0,0.0,1.0
39.97803,116.327481,35.0,5.0,0.01,1.05
39.978051,116.327538,36.0,5.0,0.01,1.08
39.978068,116.327554,36.0,5.0,0.0,0.47
39.977586,116.326918,90.0,5.0,0.01,1.38
39.977596,116.326894,91.0,5.0,0.0,0.47
39.977661,116.326947,85.0,4.0,0.01,2.13
39.977647,116.326951,84.0,5.0,0.0,0.32
39.977653,116.326857,79.0,5.0,0.01,1.61
39.977688,116.326887,78.0,5.0,0.0,0.93
39.977748,116.326978,73.0,4.0,0.01,2.56
39.97781,116.326995,73.0,5.0,0.01,1.41
39.977909,116.327128,72.0,5.0,0.02,3.16
39.977979,116.327218,72.0,4.0,0.01,2.73
39.978093,116.327214,73.0,3.0,0.01,4.23
39.978198,116.32719,73.0,3.0,0.01,3.95
39.978254,116.327165,72.0,5.0,0.01,1.32
39.978273,116.327255,70.0,5.0,0.01,1.59
39.978385,116.327279,69.0,1.0,0.01,12.62
39.978487,116.327293,67.0,2.0,0.01,5.7
39.978611,116.327292,66.0,2.0,0.01,6.89
39.97872,116.327293,62.0,3.0,0.01,4.04
39.978803,116.327292,57.0,5.0,0.01,1.85
39.978883,116.327259,53.0,5.0,0.01,1.87
39.978971,116.327242,49.0,3.0,0.01,3.3
39.979016,116.327244,47.0,5.0,0.01,1.0
39.979017,116.327211,46.0,5.0,0.0,0.56
39.979013,116.327154,45.0,5.0,0.0,0.98
39.979088,116.327131,45.0,5.0,0.01,1.71
39.979104,116.327143,43.0,5.0,0.0,0.41
39.979195,116.327168,41.0,3.0,0.01,3.45
39.979293,116.327209,40.0,3.0,0.01,3.81
39.979394,116.327208,40.0,3.0,0.01,3.74
39.979497,116.327198,39.0,2.0,0.01,5.74
39.979629,116.327197,39.0,2.0,0.01,7.34
39.979719,116.327182,39.0,3.0,0.01,3.36
39.979831,116.327185,40.0,2.0,0.01,6.23
39.979919,116.327151,37.0,5.0,0.01,2.04
39.979973,116.327109,33.0,5.0,0.01,1.4
39.980092,116.327084,29.0,4.0,0.01,3.35
39.980126,116.327037,25.0,5.0,0.01,1.1
39.980188,116.326994,21.0,5.0,0.01,1.56
39.98028,116.326988,20.0,5.0,0.01,2.05
39.980404,116.326978,19.0,3.0,0.01,4.6
39.980522,116.326976,17.0,4.0,0.01,3.28
39.980658,116.326933,14.0,2.0,0.02,7.78
39.980765,116.326905,13.0,3.0,0.01,4.04
39.98087,116.326873,12.0,3.0,0.01,4.0
39.980956,116.32682,10.0,4.0,0.01,2.65
39.981364,116.326798,4.0,6.0,0.05,7.57
39.981473,116.326765,3.0,2.0,0.01,6.22
39.981748,116.326759,5.0,3.0,0.03,10.19
39.981959,116.326767,7.0,1.0,0.02,23.47
39.982049,116.326757,7.0,1.0,0.01,10.04
39.982175,116.326752,8.0,1.0,0.01,14.02
39.98228,116.326754,9.0,1.0,0.01,11.68
39.982387,116.326752,9.0,2.0,0.01,5.95
39.982508,116.326766,9.0,3.0,0.01,4.5
39.982601,116.32673,8.0,5.0,0.01,2.16
39.982675,116.326684,6.0,5.0,0.01,1.82
39.982808,116.32671,4.0,4.0,0.01,3.74
39.982922,116.326697,3.0,3.0,0.01,4.24
39.983115,116.326693,2.0,3.0,0.02,7.15
39.983215,116.326708,3.0,3.0,0.01,3.73
39.98336,116.326707,5.0,4.0,0.02,4.03
39.983434,116.326665,0.0,5.0,0.01,1.79
39.983559,116.326665,0.0,3.0,0.01,4.63
39.983719,116.326661,0.0,2.0,0.02,8.89
39.983839,116.326694,3.0,2.0,0.01,6.82
39.983933,116.326715,5.0,2.0,0.01,5.3
39.984062,116.326728,8.0,4.0,0.01,3.6
39.984142,116.326753,10.0,5.0,0.01,1.83
39.984164,116.326724,9.0,5.0,0.0,0.7
39.984262,116.326723,8.0,5.0,0.01,2.18
39.984354,116.326715,8.0,3.0,0.01,3.42
39.984457,116.326711,8.0,3.0,0.01,3.82
39.984559,116.326696,8.0,5.0,0.01,2.28
39.984669,116.326711,8.0,4.0,0.01,3.08
39.984783,116.326683,7.0,5.0,0.01,2.58
39.984889,116.326672,5.0,4.0,0.01,2.96
39.985019,116.326677,6.0,3.0,0.01,4.82
39.985106,116.326694,8.0,1.0,0.01,9.78
39.985197,116.326686,9.0,2.0,0.01,5.07
39.985304,116.326664,8.0,3.0,0.01,4.01
39.985454,116.32661,9.0,4.0,0.02,4.33
39.985546,116.326565,8.0,5.0,0.01,2.18
39.985645,116.326589,8.0,3.0,0.01,3.73
39.985752,116.326618,8.0,3.0,0.01,4.05
39.98585,116.326633,10.0,3.0,0.01,3.66
39.985948,116.326605,10.0,4.0,0.01,2.79
39.986049,116.326554,11.0,4.0,0.01,3.01
39.986141,116.326524,11.0,3.0,0.01,3.51
39.986234,116.326502,13.0,3.0,0.01,3.5
39.98631,116.326464,14.0,5.0,0.01,1.81
39.986409,116.326442,17.0,4.0,0.01,2.79
39.986534,116.326476,15.0,4.0,0.01,3.55
39.986654,116.326505,13.0,3.0,0.01,4.52
39.986744,116.326486,12.0,4.0,0.01,2.54
39.98685,116.3265,12.0,5.0,0.01,2.37
39.986948,116.326512,12.0,4.0,0.01,2.73
39.987047,116.326512,11.0,4.0,0.01,2.75
39.987142,116.326512,10.0,4.0,0.01,2.64
39.987248,116.326502,10.0,2.0,0.01,5.91
39.987344,116.326511,13.0,2.0,0.01,5.35
39.987398,116.326519,13.0,5.0,0.01,1.21
39.987456,116.326508,13.0,5.0,0.01,1.3
39.987562,116.326498,14.0,3.0,0.01,3.94
39.987671,116.3265,14.0,4.0,0.01,3.03
39.987888,116.326508,17.0,3.0,0.02,8.05
39.98803,116.326502,14.0,4.0,0.02,3.95
39.98813,116.326492,13.0,3.0,0.01,3.72
39.988222,116.326499,16.0,1.0,0.01,10.25
39.988316,116.326498,16.0,2.0,0.01,5.22
39.988416,116.326486,14.0,2.0,0.01,5.58
39.988512,116.326463,12.0,2.0,0.01,5.42
39.988603,116.326457,11.0,4.0,0.01,2.53
39.988756,116.326488,15.0,3.0,0.02,5.74
39.988863,116.326523,15.0,4.0,0.01,3.07
39.988955,116.326536,15.0,4.0,0.01,2.57
39.989061,116.326564,16.0,4.0,0.01,3.01
39.989152,116.326546,15.0,4.0,0.01,2.56
39.989228,116.326508,14.0,5.0,0.01,1.81
39.989329,116.326511,15.0,2.0,0.01,5.62
39.989436,116.326531,18.0,2.0,0.01,6.01
39.989539,116.326552,21.0,2.0,0.01,5.79
39.989655,116.326553,23.0,4.0,0.01,3.23
39.989754,116.326547,24.0,3.0,0.01,3.67
39.989851,116.326565,25.0,2.0,0.01,5.45
39.989959,116.326584,27.0,2.0,0.01,6.06
39.990055,116.326581,27.0,3.0,0.01,3.56
39.990163,116.326564,27.0,4.0,0.01,3.02
39.990239,116.326496,31.0,4.0,0.01,2.56
39.990333,116.326549,30.0,4.0,0.01,2.85
39.990438,116.326557,30.0,4.0,0.01,2.92
39.990497,116.32642,32.0,4.0,0.01,3.35
39.990585,116.326398,30.0,5.0,0.01,1.99
39.990695,116.326407,27.0,4.0,0.01,3.06
39.990827,116.326407,25.0,4.0,0.01,3.67
39.990935,116.32636,18.0,1.0,0.01,12.66
39.991013,116.326384,18.0,5.0,0.01,1.78
39.991085,116.326372,21.0,5.0,0.01,1.61
39.991125,116.326344,21.0,5.0,0.01,1.01
39.991145,116.326347,19.0,5.0,0.0,0.45
39.991145,116.326347,19.0,3.0,0.0,0.0
39.991152,116.326348,18.0,2.0,0.0,0.39
39.991162,116.326348,18.0,5.0,0.0,0.22
39.991185,116.326337,18.0,5.0,0.0,0.54
39.991202,116.326333,18.0,5.0,0.0,0.38
39.99129,116.326351,21.0,5.0,0.01,1.98
39.991404,116.326377,24.0,4.0,0.01,3.22
39.991491,116.326426,26.0,2.0,0.01,5.27
39.991524,116.326407,26.0,5.0,0.0,0.8
39.991524,116.326407,26.0,3.0,0.0,0.0
39.991529,116.326411,27.0,2.0,0.0,0.33
39.991574,116.326394,27.0,5.0,0.01,1.04
39.991652,116.326414,28.0,5.0,0.01,1.77
39.991752,116.326444,27.0,4.0,0.01,2.85
39.991822,116.326412,29.0,5.0,0.01,1.65
39.991873,116.32641,31.0,5.0,0.01,1.13
39.991962,116.326315,32.0,4.0,0.01,3.19
39.992068,116.326353,33.0,4.0,0.01,3.06
39.992164,116.326382,32.0,4.0,0.01,2.74
39.992345,116.326371,31.0,2.0,0.02,10.07
39.992429,116.326376,29.0,5.0,0.01,1.87
39.992483,116.32635,25.0,5.0,0.01,1.28
39.99256,116.326412,24.0,5.0,0.01,2.01
39.992606,116.326408,25.0,5.0,0.01,1.03
39.992705,116.32639,27.0,4.0,0.01,2.78
39.992811,116.3264,28.0,3.0,0.01,3.94
39.992898,116.326384,31.0,5.0,0.01,1.95
39.993013,116.326371,34.0,3.0,0.01,4.28
39.993135,116.326407,35.0,4.0,0.01,3.48
39.993176,116.326443,37.0,5.0,0.01,1.1
39.993278,116.326446,39.0,4.0,0.01,2.83
39.993332,116.326481,40.0,5.0,0.01,1.34
39.993433,116.326457,43.0,4.0,0.01,2.85
39.993555,116.326506,44.0,2.0,0.01,7.09
39.993658,116.326521,46.0,3.0,0.01,3.84
39.993742,116.326543,50.0,5.0,0.01,1.91
39.993839,116.326525,52.0,3.0,0.01,3.63
39.99393,116.32655,53.0,2.0,0.01,5.17
39.994054,116.326577,55.0,4.0,0.01,3.5
39.994174,116.326612,57.0,4.0,0.01,3.42
39.994266,116.326611,58.0,2.0,0.01,5.12
39.994398,116.326473,51.0,2.0,0.02,9.4
39.994501,116.326438,46.0,2.0,0.01,5.92
39.994625,116.326408,42.0,3.0,0.01,4.67
39.99472,116.326429,40.0,2.0,0.01,5.36
39.994825,116.326445,40.0,1.0,0.01,11.75
39.99492,116.326483,40.0,2.0,0.01,5.53
39.99498,116.32653,37.0,5.0,0.01,1.56
39.995123,116.326535,39.0,4.0,0.02,3.98
39.995042,116.326465,46.0,5.0,0.01,2.16
39.995125,116.326518,47.0,3.0,0.01,3.42
39.995183,116.32649,50.0,5.0,0.01,1.38
39.995268,116.32648,52.0,5.0,0.01,1.9
39.995384,116.326484,53.0,4.0,0.01,3.23
39.995343,116.326377,61.0,2.0,0.01,5.09
39.995436,116.32634,63.0,4.0,0.01,2.7
39.995529,116.326325,65.0,4.0,0.01,2.6
39.99564,116.326413,58.0,1.0,0.01,14.44
39.995749,116.326488,53.0,1.0,0.01,13.7
