Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.010413,116.315097,149.0,5.0,0.07,13.78
40.010114,116.315287,149.0,5.0,0.04,7.4
40.010047,116.315316,149.0,5.0,0.01,1.57
40.009972,116.315496,144.0,5.0,0.02,3.49
40.009959,116.315502,142.0,5.0,0.0,0.31
40.009884,116.315558,148.0,5.0,0.01,1.92
40.009932,116.315534,148.0,5.0,0.01,1.14
40.009938,116.315524,148.0,5.0,0.0,0.22
40.01005,116.315451,148.0,5.0,0.01,2.78
40.01049,116.31511,149.0,5.0,0.06,11.38
40.010433,116.314924,149.0,5.0,0.02,3.41
40.010502,116.314765,150.0,5.0,0.02,3.11
40.010413,116.314714,148.0,5.0,0.01,2.16
40.01022,116.314466,123.0,5.0,0.03,6.02
40.010063,116.314576,120.0,5.0,0.02,3.96
40.009976,116.314767,119.0,5.0,0.02,3.79
40.009918,116.314951,117.0,5.0,0.02,3.39
40.009899,116.315155,118.0,5.0,0.02,3.5
40.009918,116.315341,117.0,5.0,0.02,3.2
40.009928,116.315548,116.0,5.0,0.02,3.53
40.009931,116.315764,116.0,5.0,0.02,3.68
40.010069,116.315895,112.0,5.0,0.02,3.79
40.010019,116.316026,110.0,5.0,0.01,2.49
40.009883,116.316048,108.0,5.0,0.02,3.05
40.009755,116.316083,104.0,5.0,0.01,2.91
40.009639,116.316104,101.0,5.0,0.01,2.6
40.00947,116.316156,99.0,5.0,0.02,3.86
40.009437,116.316322,98.0,5.0,0.01,2.92
40.00945,116.316531,97.0,5.0,0.02,3.57
40.009456,116.316752,95.0,5.0,0.02,3.77
40.009439,116.316969,94.0,5.0,0.02,3.72
40.009435,116.317195,92.0,5.0,0.02,3.85
40.009459,116.317392,92.0,5.0,0.02,3.4
40.009415,116.317552,92.0,5.0,0.01,2.9
40.009319,116.317571,92.0,5.0,0.01,2.16
40.009162,116.31757,92.0,5.0,0.02,3.49
40.008971,116.317565,91.0,5.0,0.02,4.25
40.008793,116.317569,90.0,5.0,0.02,3.96
40.008614,116.317592,89.0,5.0,0.02,4.0
40.008448,116.3176,90.0,5.0,0.02,3.69
40.008276,116.317605,92.0,5.0,0.02,3.83
40.008084,116.317615,93.0,5.0,0.02,4.27
40.00791,116.317623,96.0,5.0,0.02,3.87
40.007731,116.317625,96.0,5.0,0.02,3.98
40.007559,116.317635,97.0,5.0,0.02,3.83
40.007376,116.317629,100.0,5.0,0.02,4.07
40.007234,116.317619,103.0,5.0,0.02,3.16
40.007047,116.317654,104.0,5.0,0.02,4.2
40.006854,116.31766,106.0,5.0,0.02,4.29
40.006675,116.317683,107.0,5.0,0.02,4.0
40.006483,116.317717,108.0,5.0,0.02,4.31
40.006291,116.317712,109.0,5.0,0.02,4.27
40.006104,116.317701,110.0,5.0,0.02,4.16
40.005898,116.317732,110.0,5.0,0.02,4.61
40.005706,116.317747,110.0,5.0,0.02,4.28
40.005551,116.317765,108.0,5.0,0.02,3.46
40.005375,116.317792,107.0,5.0,0.02,3.94
40.005202,116.317938,106.0,5.0,0.02,4.58
40.004991,116.318255,105.0,5.0,0.04,7.15
40.004943,116.318481,100.0,5.0,0.02,4.0
40.004896,116.318704,96.0,5.0,0.02,3.94
40.004884,116.318934,94.0,5.0,0.02,3.93
40.004879,116.319162,94.0,5.0,0.02,3.89
40.004974,116.319413,85.0,5.0,0.02,4.77
40.005006,116.31964,81.0,5.0,0.02,3.93
40.005047,116.319879,78.0,5.0,0.02,4.17
40.005054,116.320084,77.0,5.0,0.02,3.5
40.005054,116.320312,74.0,5.0,0.02,3.88
40.005051,116.32052,71.0,5.0,0.02,3.54
40.004935,116.320659,46.0,5.0,0.02,3.5
40.004935,116.320865,43.0,5.0,0.02,3.51
40.004916,116.321062,42.0,5.0,0.02,3.38
40.004887,116.321256,40.0,5.0,0.02,3.37
