Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.970713,116.300133,95.0,1.0,0.01,5.12
39.97077,116.300173,103.0,2.0,0.01,3.6
39.970776,116.300227,114.0,4.0,0.01,1.62
39.970756,116.300279,120.0,3.0,0.0,1.65
39.97079,116.300345,121.0,4.0,0.01,1.41
39.970841,116.300355,117.0,3.0,0.01,1.91
39.970848,116.300341,117.0,5.0,0.0,0.28
39.970827,116.300349,115.0,5.0,0.0,0.49
39.970784,116.300348,112.0,4.0,0.0,1.2
39.970729,116.300349,111.0,4.0,0.01,1.53
39.970678,116.300355,110.0,3.0,0.01,1.9
39.970636,116.300344,108.0,5.0,0.0,0.95
39.970601,116.300296,108.0,4.0,0.01,1.41
39.970551,116.300241,107.0,3.0,0.01,2.42
39.970492,116.300236,107.0,4.0,0.01,1.64
39.970445,116.300217,106.0,4.0,0.01,1.37
39.970406,116.300182,106.0,4.0,0.01,1.31
39.970364,116.30015,106.0,5.0,0.01,1.08
39.970323,116.300118,105.0,5.0,0.01,1.06
39.970288,116.300099,105.0,5.0,0.0,0.84
39.970242,116.300101,105.0,3.0,0.01,1.71
39.970192,116.300101,105.0,5.0,0.01,1.11
39.97018,116.300179,105.0,4.0,0.01,1.7
39.970196,116.300248,105.0,1.0,0.01,6.14
39.970191,116.300349,105.0,5.0,0.01,1.72
39.970036,116.300475,104.0,2.0,0.02,10.15
39.969746,116.300982,105.0,2.0,0.01,6.29
39.969743,116.301089,107.0,4.0,0.01,2.28
39.969704,116.301102,110.0,3.0,0.0,1.49
39.969694,116.301119,113.0,5.0,0.0,0.37
39.969648,116.301138,113.0,4.0,0.01,1.34
39.969624,116.301158,113.0,5.0,0.0,0.63
39.969751,116.301262,109.0,5.0,0.02,3.33
39.969545,116.301182,79.0,3.0,0.0,1.61
39.969545,116.301198,77.0,5.0,0.0,0.27
39.969605,116.301157,72.0,2.0,0.01,3.77
39.969584,116.301191,72.0,5.0,0.0,0.74
39.969559,116.301238,72.0,5.0,0.0,0.98
39.969564,116.301313,72.0,5.0,0.01,1.28
39.969548,116.30138,74.0,5.0,0.01,1.2
39.969525,116.301442,76.0,5.0,0.01,1.17
39.969515,116.301485,77.0,5.0,0.0,0.77
39.969517,116.301523,79.0,5.0,0.0,0.65
39.969521,116.301561,81.0,5.0,0.0,0.65
39.969507,116.301636,82.0,4.0,0.01,1.65
39.969485,116.301691,84.0,4.0,0.01,1.32
39.969459,116.301747,85.0,3.0,0.01,1.86
39.969449,116.301805,87.0,4.0,0.01,1.27
39.96945,116.301851,88.0,5.0,0.0,0.78
39.969375,116.301888,92.0,4.0,0.01,2.23
39.969343,116.301926,94.0,5.0,0.0,0.96
39.969312,116.301956,98.0,5.0,0.0,0.86
39.96928,116.301984,101.0,4.0,0.0,1.07
39.969235,116.302026,103.0,2.0,0.01,3.08
39.969217,116.302072,108.0,4.0,0.0,1.1
39.96919,116.302113,111.0,3.0,0.0,1.54
39.969189,116.302156,115.0,5.0,0.0,0.73
39.969183,116.302199,120.0,4.0,0.0,0.93
39.969205,116.302209,137.0,4.0,0.0,0.71
39.969178,116.302228,141.0,3.0,0.0,1.14
39.969151,116.302265,145.0,5.0,0.0,0.87
39.969117,116.302314,146.0,5.0,0.01,1.13
39.969098,116.302371,149.0,4.0,0.01,1.32
39.969072,116.302422,151.0,3.0,0.01,1.74
39.969032,116.302459,152.0,3.0,0.01,1.82
39.969014,116.302516,155.0,4.0,0.01,1.31
39.968979,116.302558,156.0,3.0,0.01,1.76
39.968986,116.302606,160.0,4.0,0.0,1.04
39.969028,116.302635,161.0,4.0,0.01,1.32
39.969054,116.302691,163.0,5.0,0.01,1.12
39.969035,116.302771,165.0,3.0,0.01,2.38
39.969023,116.302837,166.0,3.0,0.01,1.93
39.969053,116.302911,167.0,4.0,0.01,1.78
39.969082,116.302975,169.0,5.0,0.01,1.27
39.969099,116.303022,170.0,5.0,0.0,0.89
39.969119,116.303076,168.0,3.0,0.01,1.7
39.969092,116.303133,168.0,3.0,0.01,1.9
39.969105,116.303192,167.0,3.0,0.01,1.74
39.969101,116.303253,166.0,3.0,0.01,1.74
39.969096,116.303325,162.0,4.0,0.01,1.54
39.969115,116.303344,161.0,5.0,0.0,0.53
39.969131,116.303353,160.0,5.0,0.0,0.39
39.969131,116.303353,160.0,3.0,0.0,0.0
39.969134,116.303351,160.0,2.0,0.0,0.18
39.969152,116.303351,160.0,5.0,0.0,0.4
39.969208,116.303364,159.0,4.0,0.01,1.58
39.969203,116.303377,158.0,5.0,0.0,0.25
39.969245,116.303413,156.0,3.0,0.01,1.86
39.969209,116.30346,153.0,4.0,0.01,1.42
39.969222,116.303515,150.0,5.0,0.0,0.98
39.969266,116.303575,147.0,3.0,0.01,2.36
39.969244,116.303617,145.0,5.0,0.0,0.87
39.969249,116.303629,145.0,5.0,0.0,0.23
39.969247,116.303643,144.0,5.0,0.0,0.24
39.969282,116.303672,140.0,4.0,0.0,1.15
39.969407,116.303853,121.0,4.0,0.0,0.7
39.969404,116.303875,117.0,5.0,0.0,0.38
39.96941,116.303888,113.0,5.0,0.0,0.26
39.969396,116.303911,112.0,5.0,0.0,0.5
39.969393,116.303899,110.0,5.0,0.0,0.22
39.969351,116.303932,108.0,2.0,0.01,2.73
39.969307,116.303975,106.0,1.0,0.01,6.11
39.969252,116.304025,105.0,2.0,0.01,3.73
39.969208,116.304075,103.0,2.0,0.01,3.25
39.969212,116.304077,101.0,5.0,0.0,0.1
39.969212,116.304077,101.0,3.0,0.0,0.0
39.969212,116.304079,100.0,2.0,0.0,0.09
39.969207,116.304089,100.0,5.0,0.0,0.2
39.969164,116.304108,97.0,5.0,0.01,1.01
39.969161,116.304105,95.0,5.0,0.0,0.08
39.969158,116.304103,95.0,5.0,0.0,0.07
39.969154,116.304111,95.0,5.0,0.0,0.16
39.969154,116.304111,95.0,3.0,0.0,0.0
39.96916,116.304105,92.0,2.0,0.0,0.42
39.969154,116.304136,91.0,5.0,0.0,0.54
