Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.977883,116.326347,149,109,2008-12-04,14:22:53,-2120,-,4.33,4334.78,-2.04,-7.34,3,001,Undifind
39.977881,116.326229,149,0,2008-12-04,14:22:54,1,-,0.01,10.06,10.06,36.22,3,001,Car City
39.977973,116.326307,150,1,2008-12-04,14:22:56,2,-,0.01,12.2,6.1,21.96,3,001,Metro
39.978091,116.326286,151,1,2008-12-04,14:23:0,4,-,0.01,13.24,3.31,11.92,3,001,Running
39.978186,116.326248,152,1,2008-12-04,14:23:4,4,-,0.01,11.05,2.76,9.94,3,001,Running
39.97828,116.326215,153,1,2008-12-04,14:23:8,4,-,0.01,10.82,2.71,9.76,3,001,Running
39.97839,116.326218,156,3,2008-12-04,14:23:12,4,-,0.01,12.23,3.06,11.02,3,001,Running
39.97849,116.326215,158,2,2008-12-04,14:23:16,4,-,0.01,11.12,2.78,10.01,3,001,Running
39.97859,116.326216,160,2,2008-12-04,14:23:20,4,-,0.01,11.12,2.78,10.01,3,001,Running
39.979188,116.327149,60,-100,2008-12-04,14:23:23,3,-,0.1,103.64,34.55,124.38,3,001,Car Out
39.979247,116.327239,62,2,2008-12-04,14:23:27,4,-,0.01,10.09,2.52,9.07,3,001,Running
39.979357,116.327181,59,-3,2008-12-04,14:23:30,3,-,0.01,13.19,4.4,15.84,3,001,Bycicl/Car
39.979471,116.327168,59,0,2008-12-04,14:23:34,4,-,0.01,12.72,3.18,11.45,3,001,Running
39.979581,116.327148,61,2,2008-12-04,14:23:38,4,-,0.01,12.35,3.09,11.12,3,001,Running
39.979671,116.327101,66,5,2008-12-04,14:23:41,3,-,0.01,10.78,3.59,12.92,3,001,Bycicl/Car
39.979788,116.327114,69,3,2008-12-04,14:23:45,4,-,0.01,13.06,3.27,11.77,3,001,Running
39.979874,116.327098,73,4,2008-12-04,14:23:48,3,-,0.01,9.66,3.22,11.59,3,001,Running
39.97998,116.327076,72,-1,2008-12-04,14:23:51,3,-,0.01,11.93,3.98,14.33,3,001,Bycicl/Car
39.980086,116.327062,74,2,2008-12-04,14:23:54,3,-,0.01,11.85,3.95,14.22,3,001,Bycicl/Car
39.980188,116.327053,75,1,2008-12-04,14:23:57,3,-,0.01,11.37,3.79,13.64,3,001,Bycicl/Car
39.980294,116.327048,77,2,2008-12-04,14:24:0,3,-,0.01,11.79,3.93,14.15,3,001,Bycicl/Car
39.980404,116.327043,78,1,2008-12-04,14:24:3,3,-,0.01,12.24,4.08,14.69,3,001,Bycicl/Car
39.98053,116.327045,79,1,2008-12-04,14:24:6,3,-,0.01,14.01,4.67,16.81,3,001,Bycicl/Car
39.980639,116.327043,79,0,2008-12-04,14:24:9,3,-,0.01,12.12,4.04,14.54,3,001,Bycicl/Car
39.980753,116.327046,81,2,2008-12-04,14:24:12,3,-,0.01,12.68,4.23,15.23,3,001,Bycicl/Car
39.980867,116.327043,81,0,2008-12-04,14:24:15,3,-,0.01,12.68,4.23,15.23,3,001,Bycicl/Car
39.980967,116.327053,82,1,2008-12-04,14:24:18,3,-,0.01,11.15,3.72,13.39,3,001,Bycicl/Car
39.981065,116.327047,85,3,2008-12-04,14:24:21,3,-,0.01,10.91,3.64,13.1,3,001,Bycicl/Car
39.981164,116.327035,87,2,2008-12-04,14:24:24,3,-,0.01,11.06,3.69,13.28,3,001,Bycicl/Car
39.981264,116.327021,89,2,2008-12-04,14:24:27,3,-,0.01,11.18,3.73,13.43,3,001,Bycicl/Car
39.981372,116.327031,90,1,2008-12-04,14:24:30,3,-,0.01,12.04,4.01,14.44,3,001,Bycicl/Car
39.981484,116.327065,85,-5,2008-12-04,14:24:32,2,-,0.01,12.79,6.39,23.0,3,001,Metro
39.981593,116.327046,85,0,2008-12-04,14:24:36,4,-,0.01,12.23,3.06,11.02,3,001,Running
39.981683,116.32708,84,-1,2008-12-04,14:24:40,4,-,0.01,10.42,2.6,9.36,3,001,Running
39.981776,116.327083,83,-1,2008-12-04,14:24:44,4,-,0.01,10.34,2.58,9.29,3,001,Running
39.98187,116.327087,83,0,2008-12-04,14:24:48,4,-,0.01,10.46,2.62,9.43,3,001,Running
39.981977,116.32705,84,1,2008-12-04,14:24:52,4,-,0.01,12.31,3.08,11.09,3,001,Running
39.982075,116.326957,84,0,2008-12-04,14:24:55,3,-,0.01,13.47,4.49,16.16,3,001,Bycicl/Car
39.982179,116.326938,86,2,2008-12-04,14:24:58,3,-,0.01,11.68,3.89,14.0,3,001,Bycicl/Car
39.982283,116.326924,87,1,2008-12-04,14:25:1,3,-,0.01,11.63,3.88,13.97,3,001,Bycicl/Car
39.982381,116.326919,87,0,2008-12-04,14:25:4,3,-,0.01,10.91,3.64,13.1,3,001,Bycicl/Car
39.982472,116.32691,90,3,2008-12-04,14:25:7,3,-,0.01,10.15,3.38,12.17,3,001,Bycicl/Car
39.982588,116.326882,93,3,2008-12-04,14:25:11,4,-,0.01,13.12,3.28,11.81,3,001,Running
39.982699,116.326873,96,3,2008-12-04,14:25:15,4,-,0.01,12.37,3.09,11.12,3,001,Running
39.982814,116.326891,95,-1,2008-12-04,14:25:18,3,-,0.01,12.88,4.29,15.44,3,001,Bycicl/Car
39.982914,116.326914,98,3,2008-12-04,14:25:21,3,-,0.01,11.29,3.76,13.54,3,001,Bycicl/Car
39.983,116.326865,103,5,2008-12-04,14:25:25,4,-,0.01,10.43,2.61,9.4,3,001,Running
39.983101,116.32687,102,-1,2008-12-04,14:25:28,3,-,0.01,11.24,3.75,13.5,3,001,Bycicl/Car
39.98323,116.326866,97,-5,2008-12-04,14:25:31,3,-,0.01,14.35,4.78,17.21,3,001,Bycicl/Car
39.983361,116.326863,96,-1,2008-12-04,14:25:34,3,-,0.01,14.57,4.86,17.5,3,001,Bycicl/Car
39.983478,116.326862,96,0,2008-12-04,14:25:37,3,-,0.01,13.01,4.34,15.62,3,001,Bycicl/Car
39.983597,116.326881,96,0,2008-12-04,14:25:40,3,-,0.01,13.33,4.44,15.98,3,001,Bycicl/Car
39.983703,116.326905,97,1,2008-12-04,14:25:43,3,-,0.01,11.96,3.99,14.36,3,001,Bycicl/Car
39.983801,116.326933,97,0,2008-12-04,14:25:46,3,-,0.01,11.16,3.72,13.39,3,001,Bycicl/Car
39.983906,116.326962,97,0,2008-12-04,14:25:49,3,-,0.01,11.93,3.98,14.33,3,001,Bycicl/Car
39.983998,116.326965,96,-1,2008-12-04,14:25:52,3,-,0.01,10.23,3.41,12.28,3,001,Bycicl/Car
39.984097,116.32686,95,-1,2008-12-04,14:25:55,3,-,0.01,14.19,4.73,17.03,3,001,Bycicl/Car
39.984146,116.32684,93,-2,2008-12-04,14:26:0,5,-,0.01,5.71,1.14,4.1,3,001,Running
39.984125,116.326841,95,2,2008-12-04,14:26:5,5,-,0.0,2.34,0.47,1.69,3,001,Stopped
39.984115,116.326842,96,1,2008-12-04,14:26:10,5,-,0.0,1.12,0.22,0.79,3,001,Stopped
39.984115,116.326842,96,0,2008-12-04,14:26:13,3,-,0.0,0.0,0.0,0.0,3,001,Stopped
39.984123,116.326837,96,0,2008-12-04,14:26:15,2,-,0.0,0.99,0.49,1.76,3,001,Stopped
39.98422,116.326811,96,0,2008-12-04,14:26:18,3,-,0.01,11.01,3.67,13.21,3,001,Bycicl/Car
39.984327,116.326819,95,-1,2008-12-04,14:26:21,3,-,0.01,11.92,3.97,14.29,3,001,Bycicl/Car
39.98442,116.326797,96,1,2008-12-04,14:26:24,3,-,0.01,10.51,3.5,12.6,3,001,Bycicl/Car
39.984522,116.326786,96,0,2008-12-04,14:26:27,3,-,0.01,11.38,3.79,13.64,3,001,Bycicl/Car
39.984626,116.326776,95,-1,2008-12-04,14:26:30,3,-,0.01,11.6,3.87,13.93,3,001,Bycicl/Car
39.984724,116.326769,95,0,2008-12-04,14:26:33,3,-,0.01,10.91,3.64,13.1,3,001,Bycicl/Car
39.984824,116.326765,94,-1,2008-12-04,14:26:37,4,-,0.01,11.12,2.78,10.01,3,001,Running
39.984941,116.326746,92,-2,2008-12-04,14:26:41,4,-,0.01,13.11,3.28,11.81,3,001,Running
39.98505,116.326764,93,1,2008-12-04,14:26:45,4,-,0.01,12.22,3.06,11.02,3,001,Running
39.985149,116.326749,92,-1,2008-12-04,14:26:48,3,-,0.01,11.08,3.69,13.28,3,001,Bycicl/Car
39.985253,116.326778,92,0,2008-12-04,14:26:51,3,-,0.01,11.83,3.94,14.18,3,001,Bycicl/Car
39.98534,116.326816,93,1,2008-12-04,14:26:54,3,-,0.01,10.2,3.4,12.24,3,001,Bycicl/Car
39.985436,116.326834,93,0,2008-12-04,14:26:57,3,-,0.01,10.78,3.59,12.92,3,001,Bycicl/Car
39.985554,116.326849,93,0,2008-12-04,14:27:1,4,-,0.01,13.18,3.29,11.84,3,001,Running
39.985649,116.326782,95,2,2008-12-04,14:27:4,3,-,0.01,12.01,4.0,14.4,3,001,Bycicl/Car
39.985747,116.326757,94,-1,2008-12-04,14:27:7,3,-,0.01,11.1,3.7,13.32,3,001,Bycicl/Car
39.985862,116.326746,93,-1,2008-12-04,14:27:10,3,-,0.01,12.82,4.27,15.37,3,001,Bycicl/Car
