Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.977593,116.327016,-6,-48,2008-12-10,8:5:59,-11844,-,4.38,4383.43,-0.37,-1.33,2,001,Undifind
39.977426,116.327177,-16,-10,2008-12-10,8:6:0,1,-,0.02,23.09,23.09,83.12,2,001,Car Out
39.977522,116.327121,6,22,2008-12-10,8:6:1,1,-,0.01,11.69,11.69,42.08,2,001,Car City
39.977514,116.327109,2,-4,2008-12-10,8:6:6,5,-,0.0,1.36,0.27,0.97,2,001,Stopped
39.977432,116.327163,-11,-13,2008-12-10,8:6:11,5,-,0.01,10.21,2.04,7.34,2,001,Running
39.977392,116.327176,-31,-20,2008-12-10,8:6:13,2,-,0.0,4.58,2.29,8.24,2,001,Running
39.97731,116.327239,-59,-28,2008-12-10,8:6:17,4,-,0.01,10.58,2.65,9.54,2,001,Running
39.977277,116.327272,-69,-10,2008-12-10,8:6:22,5,-,0.0,4.62,0.92,3.31,2,001,Walking
39.977277,116.327272,-69,0,2008-12-10,8:6:25,3,-,0.0,0.0,0.0,0.0,2,001,Stopped
39.977279,116.327275,-78,-9,2008-12-10,8:6:27,2,-,0.0,0.34,0.17,0.61,2,001,Stopped
39.977251,116.327296,-83,-5,2008-12-10,8:6:32,5,-,0.0,3.59,0.72,2.59,2,001,Walking
39.977244,116.327317,-86,-3,2008-12-10,8:6:37,5,-,0.0,1.95,0.39,1.4,2,001,Stopped
39.977244,116.327312,-91,-5,2008-12-10,8:6:42,5,-,0.0,0.43,0.09,0.32,2,001,Stopped
39.977236,116.327317,-91,0,2008-12-10,8:6:47,5,-,0.0,0.99,0.2,0.72,2,001,Stopped
39.977233,116.327317,-91,0,2008-12-10,8:6:52,5,-,0.0,0.33,0.07,0.25,2,001,Stopped
39.977232,116.327315,-91,0,2008-12-10,8:6:57,5,-,0.0,0.2,0.04,0.14,2,001,Stopped
39.977232,116.327315,-91,0,2008-12-10,8:7:0,3,-,0.0,0.0,0.0,0.0,2,001,Stopped
39.977226,116.327317,-91,0,2008-12-10,8:7:2,2,-,0.0,0.69,0.34,1.22,2,001,Stopped
39.977244,116.327323,-91,0,2008-12-10,8:7:7,5,-,0.0,2.07,0.41,1.48,2,001,Stopped
39.977246,116.327337,-91,0,2008-12-10,8:7:12,5,-,0.0,1.21,0.24,0.86,2,001,Stopped
39.977229,116.327346,-91,0,2008-12-10,8:7:17,5,-,0.0,2.04,0.41,1.48,2,001,Stopped
39.977231,116.327337,-91,0,2008-12-10,8:7:22,5,-,0.0,0.8,0.16,0.58,2,001,Stopped
39.977229,116.327337,-91,0,2008-12-10,8:7:27,5,-,0.0,0.22,0.04,0.14,2,001,Stopped
39.977229,116.327337,-91,0,2008-12-10,8:7:30,3,-,0.0,0.0,0.0,0.0,2,001,Stopped
39.97723,116.327335,-91,0,2008-12-10,8:7:32,2,-,0.0,0.2,0.1,0.36,2,001,Stopped
39.977198,116.327351,-92,-1,2008-12-10,8:7:37,5,-,0.0,3.81,0.76,2.74,2,001,Walking
39.977194,116.327364,-89,3,2008-12-10,8:7:42,5,-,0.0,1.19,0.24,0.86,2,001,Stopped
39.977191,116.327358,-90,-1,2008-12-10,8:7:47,5,-,0.0,0.61,0.12,0.43,2,001,Stopped
39.977193,116.32736,-90,0,2008-12-10,8:7:52,5,-,0.0,0.28,0.06,0.22,2,001,Stopped
39.977193,116.327363,-90,0,2008-12-10,8:7:57,5,-,0.0,0.26,0.05,0.18,2,001,Stopped
39.977193,116.327363,-90,0,2008-12-10,8:8:0,3,-,0.0,0.0,0.0,0.0,2,001,Stopped
39.977192,116.327363,-90,0,2008-12-10,8:8:2,2,-,0.0,0.11,0.06,0.22,2,001,Stopped
39.977204,116.32738,-91,-1,2008-12-10,8:8:7,5,-,0.0,1.97,0.39,1.4,2,001,Stopped
39.977213,116.327355,-89,2,2008-12-10,8:8:12,5,-,0.0,2.35,0.47,1.69,2,001,Stopped
39.9772,116.327376,-89,0,2008-12-10,8:8:17,5,-,0.0,2.3,0.46,1.66,2,001,Stopped
39.977197,116.32738,-89,0,2008-12-10,8:8:22,5,-,0.0,0.48,0.1,0.36,2,001,Stopped
39.977197,116.32738,-89,0,2008-12-10,8:8:25,3,-,0.0,0.0,0.0,0.0,2,001,Stopped
39.977196,116.327384,-89,0,2008-12-10,8:8:27,2,-,0.0,0.36,0.18,0.65,2,001,Stopped
39.977191,116.327408,-90,-1,2008-12-10,8:8:32,5,-,0.0,2.12,0.42,1.51,2,001,Stopped
39.977185,116.327431,-91,-1,2008-12-10,8:8:37,5,-,0.0,2.07,0.41,1.48,2,001,Stopped
39.977171,116.327444,-89,2,2008-12-10,8:8:42,5,-,0.0,1.91,0.38,1.37,2,001,Stopped
39.977113,116.327501,-90,-1,2008-12-10,8:8:47,5,-,0.01,8.07,1.61,5.8,2,001,Running
39.97713,116.327494,-90,0,2008-12-10,8:8:52,5,-,0.0,1.98,0.4,1.44,2,001,Stopped
39.977151,116.327468,-87,3,2008-12-10,8:8:57,5,-,0.0,3.22,0.64,2.3,2,001,Walking
39.977142,116.327453,-87,0,2008-12-10,8:9:2,5,-,0.0,1.62,0.32,1.15,2,001,Stopped
39.977146,116.327435,-85,2,2008-12-10,8:9:7,5,-,0.0,1.6,0.32,1.15,2,001,Stopped
