Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
40.01229,116.297072,149,174,2008-10-28,0:38:26,-15916,-,1.97,1971.59,-0.12,-0.43,1,000,Undifind
40.012594,116.297269,149,0,2008-10-28,0:38:31,5,-,0.04,37.74,7.55,27.18,1,000,Car City
40.012581,116.297263,149,0,2008-10-28,0:38:36,5,-,0.0,1.53,0.31,1.12,1,000,Stopped
40.012453,116.297177,149,0,2008-10-28,0:38:41,5,-,0.02,16.01,3.2,11.52,1,000,Running
40.012398,116.297133,149,0,2008-10-28,0:38:46,5,-,0.01,7.17,1.43,5.15,1,000,Running
40.012398,116.297133,149,0,2008-10-28,0:38:49,3,-,0.0,0.0,0.0,0.0,1,000,Stopped
40.012391,116.297133,149,0,2008-10-28,0:38:51,2,-,0.0,0.78,0.39,1.4,1,000,Stopped
40.012395,116.297162,149,0,2008-10-28,0:38:56,5,-,0.0,2.51,0.5,1.8,1,000,Stopped
40.012429,116.297183,149,0,2008-10-28,0:39:1,5,-,0.0,4.18,0.84,3.02,1,000,Walking
40.012478,116.297212,149,0,2008-10-28,0:39:6,5,-,0.01,5.98,1.2,4.32,1,000,Running
40.012503,116.297231,149,0,2008-10-28,0:39:11,5,-,0.0,3.22,0.64,2.3,1,000,Walking
40.01254,116.297268,149,0,2008-10-28,0:39:16,5,-,0.01,5.18,1.04,3.74,1,000,Walking
40.012576,116.297274,149,0,2008-10-28,0:39:21,5,-,0.0,4.04,0.81,2.92,1,000,Walking
40.012585,116.297261,149,0,2008-10-28,0:39:26,5,-,0.0,1.49,0.3,1.08,1,000,Stopped
40.012588,116.297239,149,0,2008-10-28,0:39:31,5,-,0.0,1.9,0.38,1.37,1,000,Stopped
40.012558,116.297209,149,0,2008-10-28,0:39:36,5,-,0.0,4.2,0.84,3.02,1,000,Walking
40.012523,116.297173,149,0,2008-10-28,0:39:41,5,-,0.0,4.95,0.99,3.56,1,000,Walking
40.01254,116.297176,149,0,2008-10-28,0:39:46,5,-,0.0,1.91,0.38,1.37,1,000,Stopped
40.012449,116.297124,149,0,2008-10-28,0:39:51,5,-,0.01,11.05,2.21,7.96,1,000,Running
40.012488,116.297157,149,0,2008-10-28,0:39:56,5,-,0.01,5.17,1.03,3.71,1,000,Walking
40.012549,116.29716,149,0,2008-10-28,0:40:1,5,-,0.01,6.79,1.36,4.9,1,000,Running
40.012568,116.297165,149,0,2008-10-28,0:40:6,5,-,0.0,2.16,0.43,1.55,1,000,Stopped
40.012644,116.297215,149,0,2008-10-28,0:40:11,5,-,0.01,9.46,1.89,6.8,1,000,Running
40.012658,116.29724,149,0,2008-10-28,0:40:16,5,-,0.0,2.64,0.53,1.91,1,000,Stopped
40.012658,116.29724,149,0,2008-10-28,0:40:19,3,-,0.0,0.0,0.0,0.0,1,000,Stopped
40.012653,116.297247,149,0,2008-10-28,0:40:21,2,-,0.0,0.82,0.41,1.48,1,000,Stopped
40.012584,116.297184,147,-2,2008-10-28,0:40:26,5,-,0.01,9.36,1.87,6.73,1,000,Running
40.011744,116.296799,59,-88,2008-10-28,0:40:31,5,-,0.1,98.99,19.8,71.28,1,000,Car Out
40.011704,116.296803,56,-3,2008-10-28,0:40:36,5,-,0.0,4.46,0.89,3.2,1,000,Walking
40.01167,116.2968,56,0,2008-10-28,0:40:41,5,-,0.0,3.79,0.76,2.74,1,000,Walking
40.011664,116.296797,56,0,2008-10-28,0:40:46,5,-,0.0,0.71,0.14,0.5,1,000,Stopped
40.01166,116.296798,56,0,2008-10-28,0:40:51,5,-,0.0,0.45,0.09,0.32,1,000,Stopped
40.011664,116.296805,56,0,2008-10-28,0:40:56,5,-,0.0,0.74,0.15,0.54,1,000,Stopped
40.011671,116.296811,56,0,2008-10-28,0:41:1,5,-,0.0,0.93,0.19,0.68,1,000,Stopped
40.011668,116.29681,56,0,2008-10-28,0:41:6,5,-,0.0,0.34,0.07,0.25,1,000,Stopped
40.011668,116.29681,56,0,2008-10-28,0:41:9,3,-,0.0,0.0,0.0,0.0,1,000,Stopped
40.011661,116.296803,56,0,2008-10-28,0:41:11,2,-,0.0,0.98,0.49,1.76,1,000,Stopped
40.011652,116.2968,56,0,2008-10-28,0:41:16,5,-,0.0,1.03,0.21,0.76,1,000,Stopped
40.011635,116.296777,56,0,2008-10-28,0:41:21,5,-,0.0,2.72,0.54,1.94,1,000,Stopped
40.011602,116.296769,54,-2,2008-10-28,0:41:26,5,-,0.0,3.73,0.75,2.7,1,000,Walking
40.011552,116.296753,54,0,2008-10-28,0:41:31,5,-,0.01,5.72,1.14,4.1,1,000,Running
40.011552,116.296753,54,0,2008-10-28,0:41:34,3,-,0.0,0.0,0.0,0.0,1,000,Stopped
40.011546,116.29675,53,-1,2008-10-28,0:41:36,2,-,0.0,0.71,0.35,1.26,1,000,Stopped
40.011537,116.296728,53,0,2008-10-28,0:41:41,5,-,0.0,2.12,0.42,1.51,1,000,Stopped
40.01153,116.296707,52,-1,2008-10-28,0:41:46,5,-,0.0,1.95,0.39,1.4,1,000,Stopped
