Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.999955,116.324784,149,140,2008-12-03,3:23:26,-430,-,1.06,1060.42,-2.47,-8.89,2,000,Undifind
39.999831,116.324756,149,0,2008-12-03,3:23:31,5,-,0.01,13.99,2.8,10.08,2,000,Running
39.999793,116.324786,149,0,2008-12-03,3:23:36,5,-,0.0,4.94,0.99,3.56,2,000,Walking
39.999748,116.324809,149,0,2008-12-03,3:23:41,5,-,0.01,5.37,1.07,3.85,2,000,Walking
39.999684,116.324829,149,0,2008-12-03,3:23:46,5,-,0.01,7.32,1.46,5.26,2,000,Running
39.999638,116.324816,149,0,2008-12-03,3:23:51,5,-,0.01,5.23,1.05,3.78,2,000,Walking
39.999717,116.324743,149,0,2008-12-03,3:23:56,5,-,0.01,10.76,2.15,7.74,2,000,Running
39.999792,116.324737,149,0,2008-12-03,3:24:1,5,-,0.01,8.36,1.67,6.01,2,000,Running
39.999796,116.324748,149,0,2008-12-03,3:24:6,5,-,0.0,1.04,0.21,0.76,2,000,Stopped
39.999788,116.324757,149,0,2008-12-03,3:24:11,5,-,0.0,1.17,0.23,0.83,2,000,Stopped
39.999813,116.324734,149,0,2008-12-03,3:24:16,5,-,0.0,3.4,0.68,2.45,2,000,Walking
39.999838,116.324723,149,0,2008-12-03,3:24:21,5,-,0.0,2.93,0.59,2.12,2,000,Walking
39.999883,116.324707,149,0,2008-12-03,3:24:26,5,-,0.01,5.19,1.04,3.74,2,000,Walking
39.999983,116.324698,149,0,2008-12-03,3:24:31,5,-,0.01,11.15,2.23,8.03,2,000,Running
40.000131,116.324681,150,1,2008-12-03,3:24:36,5,-,0.02,16.52,3.3,11.88,2,000,Running
40.000279,116.324687,150,0,2008-12-03,3:24:41,5,-,0.02,16.46,3.29,11.84,2,000,Running
40.000456,116.324731,150,0,2008-12-03,3:24:46,5,-,0.02,20.04,4.01,14.44,2,000,Bycicl/Car
40.000652,116.324734,150,0,2008-12-03,3:24:51,5,-,0.02,21.8,4.36,15.7,2,000,Bycicl/Car
40.000852,116.324732,151,1,2008-12-03,3:24:56,5,-,0.02,22.24,4.45,16.02,2,000,Bycicl/Car
40.001056,116.32473,151,0,2008-12-03,3:25:1,5,-,0.02,22.68,4.54,16.34,2,000,Bycicl/Car
40.001247,116.324731,152,1,2008-12-03,3:25:6,5,-,0.02,21.24,4.25,15.3,2,000,Bycicl/Car
40.001416,116.324703,153,1,2008-12-03,3:25:11,5,-,0.02,18.94,3.79,13.64,2,000,Bycicl/Car
40.001569,116.324674,154,1,2008-12-03,3:25:16,5,-,0.02,17.19,3.44,12.38,2,000,Bycicl/Car
40.001703,116.324652,155,1,2008-12-03,3:25:21,5,-,0.02,15.02,3.0,10.8,2,000,Running
40.001784,116.324616,157,2,2008-12-03,3:25:26,5,-,0.01,9.51,1.9,6.84,2,000,Running
40.0019,116.324628,159,2,2008-12-03,3:25:31,5,-,0.01,12.94,2.59,9.32,2,000,Running
40.002137,116.324693,138,-21,2008-12-03,3:25:36,5,-,0.03,26.93,5.39,19.4,2,000,Bycicl/Car
40.002276,116.324677,135,-3,2008-12-03,3:25:41,5,-,0.02,15.52,3.1,11.16,2,000,Running
40.002469,116.324641,121,-14,2008-12-03,3:25:46,5,-,0.02,21.68,4.34,15.62,2,000,Bycicl/Car
40.002683,116.324539,101,-20,2008-12-03,3:25:51,5,-,0.03,25.33,5.07,18.25,2,000,Bycicl/Car
40.002849,116.324483,87,-14,2008-12-03,3:25:56,5,-,0.02,19.06,3.81,13.72,2,000,Bycicl/Car
40.003014,116.324429,75,-12,2008-12-03,3:26:1,5,-,0.02,18.91,3.78,13.61,2,000,Bycicl/Car
40.003198,116.324367,64,-11,2008-12-03,3:26:6,5,-,0.02,21.13,4.23,15.23,2,000,Bycicl/Car
40.003359,116.324328,53,-11,2008-12-03,3:26:11,5,-,0.02,18.21,3.64,13.1,2,000,Bycicl/Car
