Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.907414,116.370017,28,-22,2008-10-26,13:44:7,-4800,-,4.73,4730.3,-0.99,-3.56,6,000,Undifind
39.907374,116.370074,28,0,2008-10-26,13:44:12,5,-,0.01,6.59,1.32,4.75,6,000,Running
39.907027,116.37036,27,-1,2008-10-26,13:44:17,5,-,0.05,45.65,9.13,32.87,6,000,Car City
39.907006,116.370415,27,0,2008-10-26,13:44:22,5,-,0.01,5.24,1.05,3.78,6,000,Walking
39.907014,116.370454,27,0,2008-10-26,13:44:27,5,-,0.0,3.44,0.69,2.48,6,000,Walking
39.907008,116.370534,27,0,2008-10-26,13:44:32,5,-,0.01,6.86,1.37,4.93,6,000,Running
39.906936,116.370624,29,2,2008-10-26,13:44:37,5,-,0.01,11.09,2.22,7.99,6,000,Running
39.906806,116.370794,29,0,2008-10-26,13:44:42,5,-,0.02,20.47,4.09,14.72,6,000,Bycicl/Car
39.906793,116.370909,30,1,2008-10-26,13:44:47,5,-,0.01,9.92,1.98,7.13,6,000,Running
39.906795,116.370958,30,0,2008-10-26,13:44:52,5,-,0.0,4.19,0.84,3.02,6,000,Walking
39.906769,116.371029,30,0,2008-10-26,13:44:57,5,-,0.01,6.71,1.34,4.82,6,000,Running
39.906813,116.371056,29,-1,2008-10-26,13:45:2,5,-,0.01,5.41,1.08,3.89,6,000,Walking
39.906864,116.371095,30,1,2008-10-26,13:45:7,5,-,0.01,6.57,1.31,4.72,6,000,Running
39.906891,116.371141,31,1,2008-10-26,13:45:12,5,-,0.0,4.94,0.99,3.56,6,000,Walking
39.906896,116.371178,32,1,2008-10-26,13:45:17,5,-,0.0,3.2,0.64,2.3,6,000,Walking
39.906914,116.371251,34,2,2008-10-26,13:45:22,5,-,0.01,6.54,1.31,4.72,6,000,Running
39.9069,116.371313,35,1,2008-10-26,13:45:27,5,-,0.01,5.51,1.1,3.96,6,000,Walking
39.90691,116.371375,35,0,2008-10-26,13:45:32,5,-,0.01,5.4,1.08,3.89,6,000,Walking
39.906925,116.371432,35,0,2008-10-26,13:45:37,5,-,0.01,5.14,1.03,3.71,6,000,Walking
39.906932,116.371477,36,1,2008-10-26,13:45:42,5,-,0.0,3.92,0.78,2.81,6,000,Walking
39.906959,116.371526,36,0,2008-10-26,13:45:47,5,-,0.01,5.15,1.03,3.71,6,000,Walking
39.906992,116.371584,35,-1,2008-10-26,13:45:52,5,-,0.01,6.16,1.23,4.43,6,000,Running
39.907005,116.371673,36,1,2008-10-26,13:45:57,5,-,0.01,7.73,1.55,5.58,6,000,Running
39.906996,116.371748,38,2,2008-10-26,13:46:2,5,-,0.01,6.48,1.3,4.68,6,000,Running
39.906996,116.371831,39,1,2008-10-26,13:46:7,5,-,0.01,7.08,1.42,5.11,6,000,Running
39.907018,116.371876,40,1,2008-10-26,13:46:12,5,-,0.0,4.55,0.91,3.28,6,000,Walking
39.907054,116.37189,39,-1,2008-10-26,13:46:17,5,-,0.0,4.18,0.84,3.02,6,000,Walking
39.907097,116.371898,38,-1,2008-10-26,13:46:22,5,-,0.0,4.83,0.97,3.49,6,000,Walking
39.907154,116.371955,38,0,2008-10-26,13:46:27,5,-,0.01,7.99,1.6,5.76,6,000,Running
39.907173,116.371999,38,0,2008-10-26,13:46:32,5,-,0.0,4.31,0.86,3.1,6,000,Walking
39.907216,116.372037,36,-2,2008-10-26,13:46:37,5,-,0.01,5.78,1.16,4.18,6,000,Running
39.907228,116.372081,35,-1,2008-10-26,13:46:42,5,-,0.0,3.98,0.8,2.88,6,000,Walking
39.907245,116.372126,34,-1,2008-10-26,13:46:47,5,-,0.0,4.28,0.86,3.1,6,000,Walking
39.90725,116.372225,35,1,2008-10-26,13:46:52,5,-,0.01,8.46,1.69,6.08,6,000,Running
39.907234,116.372296,35,0,2008-10-26,13:46:57,5,-,0.01,6.31,1.26,4.54,6,000,Running
39.907225,116.372368,35,0,2008-10-26,13:47:2,5,-,0.01,6.22,1.24,4.46,6,000,Running
39.907199,116.372445,35,0,2008-10-26,13:47:7,5,-,0.01,7.18,1.44,5.18,6,000,Running
39.907157,116.372502,35,0,2008-10-26,13:47:12,5,-,0.01,6.74,1.35,4.86,6,000,Running
39.907137,116.372553,36,1,2008-10-26,13:47:17,5,-,0.0,4.89,0.98,3.53,6,000,Walking
39.907194,116.372599,35,-1,2008-10-26,13:47:22,5,-,0.01,7.45,1.49,5.36,6,000,Running
39.907217,116.372634,35,0,2008-10-26,13:47:27,5,-,0.0,3.93,0.79,2.84,6,000,Walking
39.907226,116.372669,35,0,2008-10-26,13:47:32,5,-,0.0,3.15,0.63,2.27,6,000,Walking
39.90725,116.372718,35,0,2008-10-26,13:47:37,5,-,0.0,4.96,0.99,3.56,6,000,Walking
39.907231,116.372796,35,0,2008-10-26,13:47:42,5,-,0.01,6.98,1.4,5.04,6,000,Running
39.907259,116.372845,35,0,2008-10-26,13:47:47,5,-,0.01,5.21,1.04,3.74,6,000,Walking
39.907261,116.372906,35,0,2008-10-26,13:47:52,5,-,0.01,5.21,1.04,3.74,6,000,Walking
39.907227,116.372973,35,0,2008-10-26,13:47:57,5,-,0.01,6.85,1.37,4.93,6,000,Running
39.907225,116.373009,35,0,2008-10-26,13:48:2,5,-,0.0,3.08,0.62,2.23,6,000,Walking
39.907215,116.37304,36,1,2008-10-26,13:48:7,5,-,0.0,2.87,0.57,2.05,6,000,Walking
39.90724,116.373096,36,0,2008-10-26,13:48:12,5,-,0.01,5.53,1.11,4.0,6,000,Running
39.907294,116.373124,35,-1,2008-10-26,13:48:17,5,-,0.01,6.46,1.29,4.64,6,000,Running
39.907313,116.373163,35,0,2008-10-26,13:48:22,5,-,0.0,3.94,0.79,2.84,6,000,Walking
39.907391,116.373175,33,-2,2008-10-26,13:48:27,5,-,0.01,8.73,1.75,6.3,6,000,Running
39.907422,116.373195,31,-2,2008-10-26,13:48:32,5,-,0.0,3.85,0.77,2.77,6,000,Walking
