Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
40.007633,116.319772,45,28,2009-06-25,4:16:31,-43351,-,1077.08,1077078.82,-24.85,-89.46,3,000,Undifind
40.00765,116.319757,35,-10,2009-06-25,4:16:36,5,-,0.0,2.28,0.46,1.66,3,000,Stopped
40.007567,116.319761,34,-1,2009-06-25,4:16:41,5,-,0.01,9.24,1.85,6.66,3,000,Running
40.007434,116.319821,34,0,2009-06-25,4:16:46,5,-,0.02,15.65,3.13,11.27,3,000,Running
40.007365,116.319905,35,1,2009-06-25,4:16:51,5,-,0.01,10.49,2.1,7.56,3,000,Running
40.007425,116.320065,38,3,2009-06-25,4:16:56,5,-,0.02,15.17,3.03,10.91,3,000,Running
40.007456,116.320242,41,3,2009-06-25,4:17:1,5,-,0.02,15.46,3.09,11.12,3,000,Running
40.007386,116.320469,41,0,2009-06-25,4:17:6,5,-,0.02,20.84,4.17,15.01,3,000,Bycicl/Car
40.007402,116.320671,42,1,2009-06-25,4:17:11,5,-,0.02,17.3,3.46,12.46,3,000,Bycicl/Car
40.007411,116.320879,44,2,2009-06-25,4:17:16,5,-,0.02,17.74,3.55,12.78,3,000,Bycicl/Car
40.007405,116.321043,43,-1,2009-06-25,4:17:21,5,-,0.01,13.98,2.8,10.08,3,000,Running
40.007203,116.321155,44,1,2009-06-25,4:17:26,5,-,0.02,24.4,4.88,17.57,3,000,Bycicl/Car
40.007032,116.321186,44,0,2009-06-25,4:17:31,5,-,0.02,19.2,3.84,13.82,3,000,Bycicl/Car
40.006859,116.321197,43,-1,2009-06-25,4:17:36,5,-,0.02,19.26,3.85,13.86,3,000,Bycicl/Car
40.006686,116.32119,42,-1,2009-06-25,4:17:41,5,-,0.02,19.25,3.85,13.86,3,000,Bycicl/Car
40.00653,116.321206,43,1,2009-06-25,4:17:46,5,-,0.02,17.4,3.48,12.53,3,000,Bycicl/Car
40.006373,116.321225,46,3,2009-06-25,4:17:51,5,-,0.02,17.53,3.51,12.64,3,000,Bycicl/Car
40.006193,116.321245,48,2,2009-06-25,4:17:56,5,-,0.02,20.09,4.02,14.47,3,000,Bycicl/Car
40.006033,116.321251,52,4,2009-06-25,4:18:1,5,-,0.02,17.8,3.56,12.82,3,000,Bycicl/Car
40.005795,116.321172,58,6,2009-06-25,4:18:6,5,-,0.03,27.31,5.46,19.66,3,000,Bycicl/Car
40.005682,116.321197,61,3,2009-06-25,4:18:11,5,-,0.01,12.74,2.55,9.18,3,000,Running
40.005518,116.321248,64,3,2009-06-25,4:18:16,5,-,0.02,18.75,3.75,13.5,3,000,Bycicl/Car
40.005331,116.32128,60,-4,2009-06-25,4:18:21,5,-,0.02,20.97,4.19,15.08,3,000,Bycicl/Car
40.005158,116.321328,57,-3,2009-06-25,4:18:26,5,-,0.02,19.67,3.93,14.15,3,000,Bycicl/Car
40.005025,116.321353,59,2,2009-06-25,4:18:31,5,-,0.01,14.94,2.99,10.76,3,000,Running
40.004918,116.321368,61,2,2009-06-25,4:18:36,5,-,0.01,11.97,2.39,8.6,3,000,Running
40.00479,116.321398,63,2,2009-06-25,4:18:41,5,-,0.01,14.46,2.89,10.4,3,000,Running
40.004633,116.321427,65,2,2009-06-25,4:18:46,5,-,0.02,17.63,3.53,12.71,3,000,Bycicl/Car
40.004473,116.321435,68,3,2009-06-25,4:18:51,5,-,0.02,17.8,3.56,12.82,3,000,Bycicl/Car
40.004316,116.32143,72,4,2009-06-25,4:18:56,5,-,0.02,17.46,3.49,12.56,3,000,Bycicl/Car
40.004189,116.321442,75,3,2009-06-25,4:19:1,5,-,0.01,14.16,2.83,10.19,3,000,Running
40.004037,116.321468,77,2,2009-06-25,4:19:6,5,-,0.02,17.05,3.41,12.28,3,000,Bycicl/Car
40.003869,116.321473,79,2,2009-06-25,4:19:11,5,-,0.02,18.69,3.74,13.46,3,000,Bycicl/Car
40.00364,116.32153,79,0,2009-06-25,4:19:16,5,-,0.03,25.92,5.18,18.65,3,000,Bycicl/Car
40.003439,116.321567,80,1,2009-06-25,4:19:21,5,-,0.02,22.57,4.51,16.24,3,000,Bycicl/Car
40.003251,116.321576,81,1,2009-06-25,4:19:26,5,-,0.02,20.92,4.18,15.05,3,000,Bycicl/Car
40.003056,116.321593,81,0,2009-06-25,4:19:31,5,-,0.02,21.73,4.35,15.66,3,000,Bycicl/Car
40.002909,116.321604,84,3,2009-06-25,4:19:36,5,-,0.02,16.37,3.27,11.77,3,000,Running
40.002796,116.321615,84,0,2009-06-25,4:19:41,5,-,0.01,12.6,2.52,9.07,3,000,Running
40.002651,116.321631,87,3,2009-06-25,4:19:46,5,-,0.02,16.18,3.24,11.66,3,000,Running
40.002465,116.321672,89,2,2009-06-25,4:19:51,5,-,0.02,20.98,4.2,15.12,3,000,Bycicl/Car
40.002228,116.321711,88,-1,2009-06-25,4:19:56,5,-,0.03,26.56,5.31,19.12,3,000,Bycicl/Car
40.002022,116.321745,89,1,2009-06-25,4:20:1,5,-,0.02,23.09,4.62,16.63,3,000,Bycicl/Car
40.00179,116.321795,89,0,2009-06-25,4:20:6,5,-,0.03,26.15,5.23,18.83,3,000,Bycicl/Car
40.001648,116.321809,86,-3,2009-06-25,4:20:11,5,-,0.02,15.83,3.17,11.41,3,000,Running
40.001471,116.321759,85,-1,2009-06-25,4:20:16,5,-,0.02,20.14,4.03,14.51,3,000,Bycicl/Car
40.001283,116.321804,86,1,2009-06-25,4:20:21,5,-,0.02,21.25,4.25,15.3,3,000,Bycicl/Car
40.0011,116.321822,88,2,2009-06-25,4:20:26,5,-,0.02,20.41,4.08,14.69,3,000,Bycicl/Car
40.000953,116.321822,90,2,2009-06-25,4:20:31,5,-,0.02,16.35,3.27,11.77,3,000,Running
40.000799,116.321833,92,2,2009-06-25,4:20:36,5,-,0.02,17.15,3.43,12.35,3,000,Bycicl/Car
40.000608,116.321861,94,2,2009-06-25,4:20:41,5,-,0.02,21.37,4.27,15.37,3,000,Bycicl/Car
40.000423,116.321886,95,1,2009-06-25,4:20:46,5,-,0.02,20.68,4.14,14.9,3,000,Bycicl/Car
40.000202,116.321941,88,-7,2009-06-25,4:20:51,5,-,0.03,25.02,5.0,18.0,3,000,Bycicl/Car
39.999934,116.322022,80,-8,2009-06-25,4:20:56,5,-,0.03,30.59,6.12,22.03,3,000,Metro
39.999695,116.322056,73,-7,2009-06-25,4:21:1,5,-,0.03,26.73,5.35,19.26,3,000,Bycicl/Car
39.999623,116.322245,69,-4,2009-06-25,4:21:6,5,-,0.02,17.98,3.6,12.96,3,000,Bycicl/Car
39.999595,116.322464,69,0,2009-06-25,4:21:11,5,-,0.02,18.91,3.78,13.61,3,000,Bycicl/Car
39.999616,116.322683,69,0,2009-06-25,4:21:16,5,-,0.02,18.8,3.76,13.54,3,000,Bycicl/Car
39.99963,116.322903,70,1,2009-06-25,4:21:21,5,-,0.02,18.8,3.76,13.54,3,000,Bycicl/Car
39.999649,116.323126,70,0,2009-06-25,4:21:26,5,-,0.02,19.11,3.82,13.75,3,000,Bycicl/Car
39.999672,116.323383,68,-2,2009-06-25,4:21:31,5,-,0.02,22.04,4.41,15.88,3,000,Bycicl/Car
39.99969,116.323646,65,-3,2009-06-25,4:21:36,5,-,0.02,22.49,4.5,16.2,3,000,Bycicl/Car
39.999702,116.32387,65,0,2009-06-25,4:21:41,5,-,0.02,19.13,3.83,13.79,3,000,Bycicl/Car
39.999742,116.3241,67,2,2009-06-25,4:21:46,5,-,0.02,20.09,4.02,14.47,3,000,Bycicl/Car
39.999785,116.32433,67,0,2009-06-25,4:21:51,5,-,0.02,20.17,4.03,14.51,3,000,Bycicl/Car
39.999868,116.324464,63,-4,2009-06-25,4:21:56,5,-,0.01,14.68,2.94,10.58,3,000,Running
39.999914,116.324681,67,4,2009-06-25,4:22:1,5,-,0.02,19.18,3.84,13.82,3,000,Bycicl/Car
39.999866,116.324991,62,-5,2009-06-25,4:22:6,5,-,0.03,26.94,5.39,19.4,3,000,Bycicl/Car
39.999814,116.325332,61,-1,2009-06-25,4:22:11,5,-,0.03,29.62,5.92,21.31,3,000,Metro
39.999772,116.325641,58,-3,2009-06-25,4:22:16,5,-,0.03,26.73,5.35,19.26,3,000,Bycicl/Car
39.999753,116.325952,57,-1,2009-06-25,4:22:21,5,-,0.03,26.58,5.32,19.15,3,000,Bycicl/Car
39.999744,116.326209,54,-3,2009-06-25,4:22:26,5,-,0.02,21.91,4.38,15.77,3,000,Bycicl/Car
39.999744,116.326485,52,-2,2009-06-25,4:22:31,5,-,0.02,23.51,4.7,16.92,3,000,Bycicl/Car
39.999771,116.32673,53,1,2009-06-25,4:22:36,5,-,0.02,21.08,4.22,15.19,3,000,Bycicl/Car
39.999829,116.326959,54,1,2009-06-25,4:22:41,5,-,0.02,20.54,4.11,14.8,3,000,Bycicl/Car
39.999944,116.327121,52,-2,2009-06-25,4:22:46,5,-,0.02,18.81,3.76,13.54,3,000,Bycicl/Car
40.000079,116.327196,54,2,2009-06-25,4:22:51,5,-,0.02,16.31,3.26,11.74,3,000,Running
40.000111,116.327167,56,2,2009-06-25,4:22:56,5,-,0.0,4.33,0.87,3.13,3,000,Walking
40.000103,116.327125,55,-1,2009-06-25,4:23:1,5,-,0.0,3.69,0.74,2.66,3,000,Walking
40.000112,116.327135,55,0,2009-06-25,4:23:6,5,-,0.0,1.31,0.26,0.94,3,000,Stopped
40.000179,116.327111,57,2,2009-06-25,4:23:11,5,-,0.01,7.73,1.55,5.58,3,000,Running
40.000175,116.327081,58,1,2009-06-25,4:23:16,5,-,0.0,2.59,0.52,1.87,3,000,Stopped
40.000096,116.327129,58,0,2009-06-25,4:23:21,5,-,0.01,9.69,1.94,6.98,3,000,Running
40.000023,116.327148,58,0,2009-06-25,4:23:26,5,-,0.01,8.28,1.66,5.98,3,000,Running
39.999941,116.327188,58,0,2009-06-25,4:23:31,5,-,0.01,9.73,1.95,7.02,3,000,Running
39.999867,116.32718,58,0,2009-06-25,4:23:36,5,-,0.01,8.26,1.65,5.94,3,000,Running
39.999923,116.32735,59,1,2009-06-25,4:23:41,5,-,0.02,15.76,3.15,11.34,3,000,Running
39.999937,116.327371,61,2,2009-06-25,4:23:46,5,-,0.0,2.37,0.47,1.69,3,000,Stopped
39.999937,116.327371,61,0,2009-06-25,4:23:49,3,-,0.0,0.0,0.0,0.0,3,000,Stopped
39.999943,116.327375,62,1,2009-06-25,4:23:51,2,-,0.0,0.75,0.38,1.37,3,000,Stopped
39.999956,116.327396,62,0,2009-06-25,4:23:56,5,-,0.0,2.3,0.46,1.66,3,000,Stopped
39.99995,116.327439,62,0,2009-06-25,4:24:1,5,-,0.0,3.72,0.74,2.66,3,000,Walking
39.999838,116.327474,63,1,2009-06-25,4:24:6,5,-,0.01,12.81,2.56,9.22,3,000,Running
39.999817,116.327545,64,1,2009-06-25,4:24:11,5,-,0.01,6.48,1.3,4.68,3,000,Running
39.999827,116.327596,65,1,2009-06-25,4:24:16,5,-,0.0,4.48,0.9,3.24,3,000,Walking
39.999823,116.327554,66,1,2009-06-25,4:24:21,5,-,0.0,3.61,0.72,2.59,3,000,Walking
39.999848,116.327634,67,1,2009-06-25,4:24:26,5,-,0.01,7.36,1.47,5.29,3,000,Running
39.999855,116.327659,67,0,2009-06-25,4:24:31,5,-,0.0,2.27,0.45,1.62,3,000,Stopped
39.999841,116.327707,69,2,2009-06-25,4:24:36,5,-,0.0,4.37,0.87,3.13,3,000,Walking
39.999834,116.327723,70,1,2009-06-25,4:24:41,5,-,0.0,1.57,0.31,1.12,3,000,Stopped
39.999905,116.327679,72,2,2009-06-25,4:24:46,5,-,0.01,8.74,1.75,6.3,3,000,Running
39.999897,116.327718,74,2,2009-06-25,4:24:51,5,-,0.0,3.44,0.69,2.48,3,000,Walking
39.999939,116.327782,76,2,2009-06-25,4:24:56,5,-,0.01,7.18,1.44,5.18,3,000,Running
39.999973,116.327808,78,2,2009-06-25,4:25:1,5,-,0.0,4.38,0.88,3.17,3,000,Walking
40.000021,116.327877,79,1,2009-06-25,4:25:6,5,-,0.01,7.94,1.59,5.72,3,000,Running
40.000207,116.327941,81,2,2009-06-25,4:25:11,5,-,0.02,21.39,4.28,15.41,3,000,Bycicl/Car
40.000443,116.328053,83,2,2009-06-25,4:25:16,5,-,0.03,27.92,5.58,20.09,3,000,Metro
40.000599,116.328138,85,2,2009-06-25,4:25:21,5,-,0.02,18.8,3.76,13.54,3,000,Bycicl/Car
40.000833,116.32781,56,-29,2009-06-25,4:25:51,30,-,0.04,38.18,1.27,4.57,3,000,Running
40.000805,116.327871,58,2,2009-06-25,4:25:56,5,-,0.01,6.06,1.21,4.36,3,000,Running
40.000797,116.327916,58,0,2009-06-25,4:26:1,5,-,0.0,3.93,0.79,2.84,3,000,Walking
40.00081,116.328008,59,1,2009-06-25,4:26:6,5,-,0.01,7.97,1.59,5.72,3,000,Running
40.000826,116.328086,60,1,2009-06-25,4:26:11,5,-,0.01,6.88,1.38,4.97,3,000,Running
40.005933,116.32093,149,89,2009-06-25,8:39:48,15217,POI,0.83,833.06,0.05,0.18,3,000,Stopped
40.005908,116.321134,149,0,2009-06-25,8:39:53,5,-,0.02,17.6,3.52,12.67,3,000,Bycicl/Car
40.005867,116.32128,149,0,2009-06-25,8:39:58,5,-,0.01,13.24,2.65,9.54,3,000,Running
40.005811,116.321314,149,0,2009-06-25,8:40:3,5,-,0.01,6.87,1.37,4.93,3,000,Running
