Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.971787,116.304661,-72,-131,2009-06-08,0:10:25,-52385,-,0.04,37.9,-0.0,-0.0,0,022,Stopped
39.971217,116.304402,-26,46,2009-06-08,0:10:30,5,-,0.07,67.11,13.42,48.31,0,022,Car City
39.970817,116.304182,17,43,2009-06-08,0:10:35,5,-,0.05,48.27,9.65,34.74,0,022,Car City
39.97083,116.304144,25,8,2009-06-08,0:10:40,5,-,0.0,3.55,0.71,2.56,0,022,Walking
39.970848,116.304126,45,20,2009-06-08,0:10:45,5,-,0.0,2.52,0.5,1.8,0,022,Stopped
39.970857,116.304146,54,9,2009-06-08,0:10:50,5,-,0.0,1.98,0.4,1.44,0,022,Stopped
39.970839,116.30419,64,10,2009-06-08,0:10:55,5,-,0.0,4.25,0.85,3.06,0,022,Walking
39.970811,116.30424,67,3,2009-06-08,0:11:0,5,-,0.01,5.28,1.06,3.82,0,022,Walking
39.970777,116.304283,71,4,2009-06-08,0:11:5,5,-,0.01,5.27,1.05,3.78,0,022,Walking
39.970717,116.30432,74,3,2009-06-08,0:11:10,5,-,0.01,7.38,1.48,5.33,0,022,Running
39.970678,116.304226,73,-1,2009-06-08,0:11:15,5,-,0.01,9.11,1.82,6.55,0,022,Running
39.970636,116.304251,74,1,2009-06-08,0:11:20,5,-,0.01,5.13,1.03,3.71,0,022,Walking
39.97057,116.304289,73,-1,2009-06-08,0:11:25,5,-,0.01,8.02,1.6,5.76,0,022,Running
39.970503,116.304352,74,1,2009-06-08,0:11:30,5,-,0.01,9.18,1.84,6.62,0,022,Running
39.970468,116.304403,75,1,2009-06-08,0:11:35,5,-,0.01,5.83,1.17,4.21,0,022,Running
39.970423,116.304465,77,2,2009-06-08,0:11:40,5,-,0.01,7.28,1.46,5.26,0,022,Running
39.970381,116.304465,81,4,2009-06-08,0:11:45,5,-,0.0,4.67,0.93,3.35,0,022,Walking
39.970347,116.304436,81,0,2009-06-08,0:11:50,5,-,0.0,4.52,0.9,3.24,0,022,Walking
39.970294,116.304311,74,-7,2009-06-08,0:11:55,5,-,0.01,12.17,2.43,8.75,0,022,Running
39.970244,116.304254,67,-7,2009-06-08,0:12:0,5,-,0.01,7.38,1.48,5.33,0,022,Running
39.970193,116.304253,66,-1,2009-06-08,0:12:5,5,-,0.01,5.67,1.13,4.07,0,022,Running
39.970131,116.304265,64,-2,2009-06-08,0:12:10,5,-,0.01,6.97,1.39,5.0,0,022,Running
39.970051,116.304317,63,-1,2009-06-08,0:12:15,5,-,0.01,9.94,1.99,7.16,0,022,Running
39.969982,116.304349,63,0,2009-06-08,0:12:20,5,-,0.01,8.14,1.63,5.87,0,022,Running
39.969905,116.304433,64,1,2009-06-08,0:12:25,5,-,0.01,11.16,2.23,8.03,0,022,Running
39.969853,116.304432,65,1,2009-06-08,0:12:30,5,-,0.01,5.78,1.16,4.18,0,022,Running
39.969856,116.304226,64,-1,2009-06-08,0:12:35,5,-,0.02,17.56,3.51,12.64,0,022,Bycicl/Car
39.969821,116.304161,63,-1,2009-06-08,0:12:40,5,-,0.01,6.77,1.35,4.86,0,022,Running
39.969774,116.304116,61,-2,2009-06-08,0:12:45,5,-,0.01,6.48,1.3,4.68,0,022,Running
39.969756,116.304059,61,0,2009-06-08,0:12:50,5,-,0.01,5.25,1.05,3.78,0,022,Walking
39.969738,116.303994,61,0,2009-06-08,0:12:55,5,-,0.01,5.89,1.18,4.25,0,022,Running
39.969727,116.303926,60,-1,2009-06-08,0:13:0,5,-,0.01,5.92,1.18,4.25,0,022,Running
39.969726,116.303834,59,-1,2009-06-08,0:13:5,5,-,0.01,7.84,1.57,5.65,0,022,Running
39.969726,116.303735,58,-1,2009-06-08,0:13:10,5,-,0.01,8.44,1.69,6.08,0,022,Running
39.969711,116.303659,57,-1,2009-06-08,0:13:15,5,-,0.01,6.69,1.34,4.82,0,022,Running
39.969723,116.303573,57,0,2009-06-08,0:13:20,5,-,0.01,7.45,1.49,5.36,0,022,Running
39.969735,116.303488,56,-1,2009-06-08,0:13:25,5,-,0.01,7.37,1.47,5.29,0,022,Running
39.969723,116.303409,55,-1,2009-06-08,0:13:30,5,-,0.01,6.86,1.37,4.93,0,022,Running
39.969689,116.303359,53,-2,2009-06-08,0:13:35,5,-,0.01,5.7,1.14,4.1,0,022,Running
39.969667,116.303295,53,0,2009-06-08,0:13:40,5,-,0.01,5.98,1.2,4.32,0,022,Running
39.969647,116.303231,52,-1,2009-06-08,0:13:45,5,-,0.01,5.89,1.18,4.25,0,022,Running
39.969649,116.303163,49,-3,2009-06-08,0:13:50,5,-,0.01,5.8,1.16,4.18,0,022,Running
39.969643,116.303097,51,2,2009-06-08,0:13:55,5,-,0.01,5.66,1.13,4.07,0,022,Running
39.969632,116.303055,52,1,2009-06-08,0:14:0,5,-,0.0,3.78,0.76,2.74,0,022,Walking
39.969606,116.303007,53,1,2009-06-08,0:14:5,5,-,0.01,5.01,1.0,3.6,0,022,Walking
39.96959,116.302934,53,0,2009-06-08,0:14:10,5,-,0.01,6.47,1.29,4.64,0,022,Running
39.969552,116.302871,51,-2,2009-06-08,0:14:15,5,-,0.01,6.83,1.37,4.93,0,022,Running
39.96953,116.302801,49,-2,2009-06-08,0:14:20,5,-,0.01,6.45,1.29,4.64,0,022,Running
39.969522,116.302746,48,-1,2009-06-08,0:14:25,5,-,0.0,4.77,0.95,3.42,0,022,Walking
39.969523,116.302677,46,-2,2009-06-08,0:14:30,5,-,0.01,5.88,1.18,4.25,0,022,Running
39.969518,116.3026,45,-1,2009-06-08,0:14:35,5,-,0.01,6.59,1.32,4.75,0,022,Running
39.969511,116.302531,45,0,2009-06-08,0:14:40,5,-,0.01,5.93,1.19,4.28,0,022,Running
39.9695,116.302466,44,-1,2009-06-08,0:14:45,5,-,0.01,5.67,1.13,4.07,0,022,Running
39.969508,116.302397,44,0,2009-06-08,0:14:50,5,-,0.01,5.95,1.19,4.28,0,022,Running
39.969511,116.302317,43,-1,2009-06-08,0:14:55,5,-,0.01,6.83,1.37,4.93,0,022,Running
39.969516,116.30224,42,-1,2009-06-08,0:15:0,5,-,0.01,6.59,1.32,4.75,0,022,Running
39.969506,116.302156,42,0,2009-06-08,0:15:5,5,-,0.01,7.24,1.45,5.22,0,022,Running
39.969479,116.302095,42,0,2009-06-08,0:15:10,5,-,0.01,6.0,1.2,4.32,0,022,Running
39.969468,116.302014,42,0,2009-06-08,0:15:15,5,-,0.01,7.01,1.4,5.04,0,022,Running
39.969474,116.301942,42,0,2009-06-08,0:15:20,5,-,0.01,6.17,1.23,4.43,0,022,Running
39.969523,116.30189,42,0,2009-06-08,0:15:25,5,-,0.01,7.02,1.4,5.04,0,022,Running
39.96958,116.301812,42,0,2009-06-08,0:15:30,5,-,0.01,9.18,1.84,6.62,0,022,Running
39.969612,116.301744,42,0,2009-06-08,0:15:35,5,-,0.01,6.8,1.36,4.9,0,022,Running
39.969611,116.301668,42,0,2009-06-08,0:15:40,5,-,0.01,6.48,1.3,4.68,0,022,Running
39.96958,116.30168,42,0,2009-06-08,0:15:45,5,-,0.0,3.6,0.72,2.59,0,022,Walking
39.969538,116.30169,44,2,2009-06-08,0:15:50,5,-,0.0,4.75,0.95,3.42,0,022,Walking
39.969551,116.301722,44,0,2009-06-08,0:15:55,5,-,0.0,3.09,0.62,2.23,0,022,Walking
39.969607,116.301746,44,0,2009-06-08,0:16:0,5,-,0.01,6.55,1.31,4.72,0,022,Running
39.969622,116.301762,45,1,2009-06-08,0:16:5,5,-,0.0,2.15,0.43,1.55,0,022,Stopped
39.969595,116.301805,46,1,2009-06-08,0:16:10,5,-,0.0,4.74,0.95,3.42,0,022,Walking
39.969544,116.301821,48,2,2009-06-08,0:16:15,5,-,0.01,5.83,1.17,4.21,0,022,Running
39.969508,116.301792,48,0,2009-06-08,0:16:20,5,-,0.0,4.7,0.94,3.38,0,022,Walking
39.969468,116.301668,49,1,2009-06-08,0:16:25,5,-,0.01,11.47,2.29,8.24,0,022,Running
39.969408,116.301496,49,0,2009-06-08,0:16:30,5,-,0.02,16.1,3.22,11.59,0,022,Running
39.969339,116.301326,49,0,2009-06-08,0:16:35,5,-,0.02,16.39,3.28,11.81,0,022,Running
39.9693,116.301186,49,0,2009-06-08,0:16:40,5,-,0.01,12.69,2.54,9.14,0,022,Running
39.969188,116.301092,49,0,2009-06-08,0:16:45,5,-,0.01,14.81,2.96,10.66,0,022,Running
39.969131,116.301025,49,0,2009-06-08,0:16:50,5,-,0.01,8.53,1.71,6.16,0,022,Running
39.969109,116.300981,49,0,2009-06-08,0:16:55,5,-,0.0,4.48,0.9,3.24,0,022,Walking
39.969052,116.300953,50,1,2009-06-08,0:17:0,5,-,0.01,6.77,1.35,4.86,0,022,Running
39.969008,116.300885,50,0,2009-06-08,0:17:5,5,-,0.01,7.58,1.52,5.47,0,022,Running
39.969015,116.300868,50,0,2009-06-08,0:17:10,5,-,0.0,1.64,0.33,1.19,0,022,Stopped
39.96896,116.300894,50,0,2009-06-08,0:17:15,5,-,0.01,6.5,1.3,4.68,0,022,Running
39.968935,116.300913,50,0,2009-06-08,0:17:20,5,-,0.0,3.22,0.64,2.3,0,022,Walking
39.968929,116.300913,50,0,2009-06-08,0:17:25,5,-,0.0,0.67,0.13,0.47,0,022,Stopped
39.968929,116.300913,50,0,2009-06-08,0:17:28,3,-,0.0,0.0,0.0,0.0,0,022,Stopped
39.968927,116.300916,50,0,2009-06-08,0:17:30,2,-,0.0,0.34,0.17,0.61,0,022,Stopped
39.968944,116.300942,50,0,2009-06-08,0:17:35,5,-,0.0,2.91,0.58,2.09,0,022,Walking
39.968998,116.300916,50,0,2009-06-08,0:17:40,5,-,0.01,6.4,1.28,4.61,0,022,Running
39.969047,116.300872,51,1,2009-06-08,0:17:45,5,-,0.01,6.61,1.32,4.75,0,022,Running
39.969074,116.300854,51,0,2009-06-08,0:17:50,5,-,0.0,3.37,0.67,2.41,0,022,Walking
39.969064,116.300833,51,0,2009-06-08,0:17:55,5,-,0.0,2.11,0.42,1.51,0,022,Stopped
39.969056,116.300806,51,0,2009-06-08,0:18:0,5,-,0.0,2.47,0.49,1.76,0,022,Stopped
39.969043,116.30075,50,-1,2009-06-08,0:18:5,5,-,0.0,4.99,1.0,3.6,0,022,Walking
39.969015,116.300765,50,0,2009-06-08,0:18:10,5,-,0.0,3.37,0.67,2.41,0,022,Walking
39.968991,116.300778,50,0,2009-06-08,0:18:15,5,-,0.0,2.89,0.58,2.09,0,022,Walking
39.968962,116.30084,50,0,2009-06-08,0:18:20,5,-,0.01,6.19,1.24,4.46,0,022,Running
39.968976,116.300895,50,0,2009-06-08,0:18:25,5,-,0.0,4.94,0.99,3.56,0,022,Walking
39.969056,116.300874,50,0,2009-06-08,0:18:30,5,-,0.01,9.07,1.81,6.52,0,022,Running
39.969057,116.301248,51,1,2009-06-08,0:18:35,5,-,0.03,31.87,6.37,22.93,0,022,Metro
39.969086,116.301385,51,0,2009-06-08,0:18:40,5,-,0.01,12.11,2.42,8.71,0,022,Running
39.969086,116.301385,51,0,2009-06-08,0:18:43,3,-,0.0,0.0,0.0,0.0,0,022,Stopped
39.969092,116.301389,51,0,2009-06-08,0:18:45,2,-,0.0,0.75,0.38,1.37,0,022,Stopped
39.969096,116.301398,51,0,2009-06-08,0:18:50,5,-,0.0,0.89,0.18,0.65,0,022,Stopped
