Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.968611,116.301697,58,-20,2009-02-19,11:4:35,-2446,-,0.4,404.05,-0.17,-0.61,3,022,Undifind
39.969227,116.301837,-56,-114,2009-02-19,11:4:37,2,-,0.07,69.53,34.77,125.17,3,022,Car Out
39.969238,116.301884,-56,0,2009-02-19,11:4:42,5,-,0.0,4.19,0.84,3.02,3,022,Walking
39.968907,116.301897,-14,42,2009-02-19,11:4:44,2,-,0.04,36.82,18.41,66.28,3,022,Car City
39.968862,116.301896,0,14,2009-02-19,11:4:45,1,-,0.01,5.0,5.0,18.0,3,022,Bycicl/Car
39.968828,116.301927,9,9,2009-02-19,11:4:47,2,-,0.0,4.61,2.31,8.32,3,022,Running
39.968833,116.30192,16,7,2009-02-19,11:4:49,2,-,0.0,0.82,0.41,1.48,3,022,Stopped
39.968842,116.301921,23,7,2009-02-19,11:4:52,3,-,0.0,1.0,0.33,1.19,3,022,Stopped
39.968838,116.301976,27,4,2009-02-19,11:4:55,3,-,0.0,4.71,1.57,5.65,3,022,Running
39.968814,116.302004,31,4,2009-02-19,11:4:57,2,-,0.0,3.58,1.79,6.44,3,022,Running
39.968784,116.302055,29,-2,2009-02-19,11:4:59,2,-,0.01,5.48,2.74,9.86,3,022,Running
39.968767,116.302075,34,5,2009-02-19,11:5:2,3,-,0.0,2.55,0.85,3.06,3,022,Walking
39.968724,116.302144,36,2,2009-02-19,11:5:4,2,-,0.01,7.58,3.79,13.64,3,022,Bycicl/Car
39.968703,116.3022,39,3,2009-02-19,11:5:6,2,-,0.01,5.31,2.65,9.54,3,022,Running
39.968693,116.302251,39,0,2009-02-19,11:5:11,5,-,0.0,4.49,0.9,3.24,3,022,Walking
39.968702,116.302289,39,0,2009-02-19,11:5:16,5,-,0.0,3.39,0.68,2.45,3,022,Walking
39.968749,116.30231,39,0,2009-02-19,11:5:19,3,-,0.01,5.52,1.84,6.62,3,022,Running
39.968774,116.30234,42,3,2009-02-19,11:5:24,5,-,0.0,3.78,0.76,2.74,3,022,Walking
39.968774,116.302281,40,-2,2009-02-19,11:5:28,4,-,0.01,5.03,1.26,4.54,3,022,Running
39.96879,116.302226,40,0,2009-02-19,11:5:33,5,-,0.01,5.01,1.0,3.6,3,022,Walking
39.968809,116.302194,39,-1,2009-02-19,11:5:38,5,-,0.0,3.45,0.69,2.48,3,022,Walking
39.968821,116.302163,41,2,2009-02-19,11:5:43,5,-,0.0,2.96,0.59,2.12,3,022,Walking
39.968858,116.302123,40,-1,2009-02-19,11:5:46,3,-,0.01,5.34,1.78,6.41,3,022,Running
39.968877,116.30214,41,1,2009-02-19,11:5:51,5,-,0.0,2.56,0.51,1.84,3,022,Stopped
39.968905,116.302119,40,-1,2009-02-19,11:5:56,5,-,0.0,3.59,0.72,2.59,3,022,Walking
39.968926,116.302109,41,1,2009-02-19,11:6:1,5,-,0.0,2.49,0.5,1.8,3,022,Stopped
39.968984,116.302113,42,1,2009-02-19,11:6:6,5,-,0.01,6.46,1.29,4.64,3,022,Running
39.969029,116.302107,40,-2,2009-02-19,11:6:10,4,-,0.01,5.03,1.26,4.54,3,022,Running
39.969074,116.302085,39,-1,2009-02-19,11:6:15,5,-,0.01,5.34,1.07,3.85,3,022,Walking
39.969096,116.302086,37,-2,2009-02-19,11:6:20,5,-,0.0,2.45,0.49,1.76,3,022,Stopped
39.969111,116.302092,37,0,2009-02-19,11:6:25,5,-,0.0,1.74,0.35,1.26,3,022,Stopped
39.969143,116.302113,37,0,2009-02-19,11:6:30,5,-,0.0,3.98,0.8,2.88,3,022,Walking
39.969152,116.302114,38,1,2009-02-19,11:6:35,5,-,0.0,1.0,0.2,0.72,3,022,Stopped
39.969163,116.302139,37,-1,2009-02-19,11:6:40,5,-,0.0,2.46,0.49,1.76,3,022,Stopped
39.969192,116.302155,38,1,2009-02-19,11:6:45,5,-,0.0,3.5,0.7,2.52,3,022,Walking
39.969192,116.302155,38,0,2009-02-19,11:6:48,3,-,0.0,0.0,0.0,0.0,3,022,Stopped
39.969199,116.302155,38,0,2009-02-19,11:6:50,2,-,0.0,0.78,0.39,1.4,3,022,Stopped
39.96922,116.302156,38,0,2009-02-19,11:6:55,5,-,0.0,2.34,0.47,1.69,3,022,Stopped
39.969231,116.302158,38,0,2009-02-19,11:7:0,5,-,0.0,1.23,0.25,0.9,3,022,Stopped
39.96927,116.302185,39,1,2009-02-19,11:7:5,5,-,0.0,4.91,0.98,3.53,3,022,Walking
39.969322,116.302205,40,1,2009-02-19,11:7:8,3,-,0.01,6.03,2.01,7.24,3,022,Running
39.96937,116.302212,39,-1,2009-02-19,11:7:13,5,-,0.01,5.37,1.07,3.85,3,022,Walking
39.969437,116.30223,40,1,2009-02-19,11:7:17,4,-,0.01,7.61,1.9,6.84,3,022,Running
39.969489,116.302242,42,2,2009-02-19,11:7:20,3,-,0.01,5.87,1.96,7.06,3,022,Running
39.969525,116.30228,40,-2,2009-02-19,11:7:24,4,-,0.01,5.15,1.29,4.64,3,022,Running
39.969577,116.302286,39,-1,2009-02-19,11:7:27,3,-,0.01,5.8,1.93,6.95,3,022,Running
39.969627,116.302293,38,-1,2009-02-19,11:7:31,4,-,0.01,5.59,1.4,5.04,3,022,Running
39.969674,116.30232,39,1,2009-02-19,11:7:35,4,-,0.01,5.71,1.43,5.15,3,022,Running
39.969697,116.302331,40,1,2009-02-19,11:7:40,5,-,0.0,2.72,0.54,1.94,3,022,Stopped
39.96974,116.302334,39,-1,2009-02-19,11:7:45,5,-,0.0,4.79,0.96,3.46,3,022,Walking
39.969767,116.302369,39,0,2009-02-19,11:7:50,5,-,0.0,4.23,0.85,3.06,3,022,Walking
39.969777,116.302362,39,0,2009-02-19,11:7:55,5,-,0.0,1.26,0.25,0.9,3,022,Stopped
39.9698,116.302359,39,0,2009-02-19,11:8:0,5,-,0.0,2.57,0.51,1.84,3,022,Stopped
39.969837,116.302335,39,0,2009-02-19,11:8:5,5,-,0.0,4.59,0.92,3.31,3,022,Walking
39.969847,116.302296,40,1,2009-02-19,11:8:10,5,-,0.0,3.5,0.7,2.52,3,022,Walking
39.969841,116.302271,40,0,2009-02-19,11:8:15,5,-,0.0,2.23,0.45,1.62,3,022,Stopped
39.969931,116.302268,40,0,2009-02-19,11:8:18,3,-,0.01,10.01,3.34,12.02,3,022,Bycicl/Car
39.969924,116.302254,40,0,2009-02-19,11:8:23,5,-,0.0,1.42,0.28,1.01,3,022,Stopped
39.969972,116.30227,41,1,2009-02-19,11:8:28,5,-,0.01,5.51,1.1,3.96,3,022,Walking
39.97004,116.302245,42,1,2009-02-19,11:8:30,2,-,0.01,7.86,3.93,14.15,3,022,Bycicl/Car
39.97007,116.302287,43,1,2009-02-19,11:8:35,5,-,0.0,4.89,0.98,3.53,3,022,Walking
39.970095,116.302272,44,1,2009-02-19,11:8:40,5,-,0.0,3.06,0.61,2.2,3,022,Walking
39.970095,116.302272,44,0,2009-02-19,11:8:43,3,-,0.0,0.0,0.0,0.0,3,022,Stopped
39.970089,116.302264,44,0,2009-02-19,11:8:45,2,-,0.0,0.95,0.47,1.69,3,022,Stopped
39.970101,116.302254,45,1,2009-02-19,11:8:50,5,-,0.0,1.58,0.32,1.15,3,022,Stopped
39.970101,116.302254,45,0,2009-02-19,11:8:53,3,-,0.0,0.0,0.0,0.0,3,022,Stopped
39.970108,116.302262,45,0,2009-02-19,11:8:55,2,-,0.0,1.03,0.52,1.87,3,022,Stopped
39.970134,116.302235,45,0,2009-02-19,11:9:0,5,-,0.0,3.69,0.74,2.66,3,022,Walking
39.970166,116.3022,45,0,2009-02-19,11:9:5,5,-,0.0,4.64,0.93,3.35,3,022,Walking
39.970225,116.302175,45,0,2009-02-19,11:9:9,4,-,0.01,6.9,1.73,6.23,3,022,Running
39.970278,116.302191,45,0,2009-02-19,11:9:10,1,-,0.01,6.05,6.05,21.78,3,022,Metro
39.970318,116.302166,45,0,2009-02-19,11:9:15,5,-,0.0,4.93,0.99,3.56,3,022,Walking
39.970354,116.302193,45,0,2009-02-19,11:9:20,5,-,0.0,4.62,0.92,3.31,3,022,Walking
39.970381,116.302258,45,0,2009-02-19,11:9:24,4,-,0.01,6.3,1.57,5.65,3,022,Running
39.970414,116.302298,44,-1,2009-02-19,11:9:26,2,-,0.01,5.01,2.5,9.0,3,022,Running
39.970486,116.302401,43,-1,2009-02-19,11:9:28,2,-,0.01,11.88,5.94,21.38,3,022,Metro
39.970513,116.302495,42,-1,2009-02-19,11:9:30,2,-,0.01,8.55,4.28,15.41,3,022,Bycicl/Car
39.970527,116.302561,41,-1,2009-02-19,11:9:32,2,-,0.01,5.84,2.92,10.51,3,022,Running
39.970533,116.302619,40,-1,2009-02-19,11:9:35,3,-,0.0,4.99,1.66,5.98,3,022,Running
