Lat,Long,Alt_m,Alt_dif,Date,hour,Diftime,SP-POI,dist_Km,dist_m,speed_m,speed_km,Week_day,user,transp
39.975182,116.317924,40,-47,2009-03-26,1:3:54,-44804,-,1.21,1214.93,-0.03,-0.11,3,022,Undifind
39.97538,116.318201,72,32,2009-03-26,1:3:59,5,-,0.03,32.28,6.46,23.26,3,022,Metro
39.975272,116.31813,61,-11,2009-03-26,1:4:4,5,-,0.01,13.45,2.69,9.68,3,022,Running
39.97521,116.318053,61,0,2009-03-26,1:4:9,5,-,0.01,9.52,1.9,6.84,3,022,Running
39.975256,116.318188,61,0,2009-03-26,1:4:14,5,-,0.01,12.59,2.52,9.07,3,022,Running
39.97533,116.318466,61,0,2009-03-26,1:4:19,5,-,0.03,25.08,5.02,18.07,3,022,Bycicl/Car
39.97533,116.318803,63,2,2009-03-26,1:4:24,5,-,0.03,28.72,5.74,20.66,3,022,Metro
39.975388,116.319211,67,4,2009-03-26,1:4:29,5,-,0.04,35.36,7.07,25.45,3,022,Car City
39.975327,116.319634,61,-6,2009-03-26,1:4:34,5,-,0.04,36.68,7.34,26.42,3,022,Car City
39.975371,116.320074,64,3,2009-03-26,1:4:39,5,-,0.04,37.81,7.56,27.22,3,022,Car City
39.97535,116.320232,65,1,2009-03-26,1:4:44,5,-,0.01,13.66,2.73,9.83,3,022,Running
39.975335,116.320221,64,-1,2009-03-26,1:4:49,5,-,0.0,1.91,0.38,1.37,3,022,Stopped
39.975317,116.32021,65,1,2009-03-26,1:4:54,5,-,0.0,2.21,0.44,1.58,3,022,Stopped
39.975304,116.320419,64,-1,2009-03-26,1:4:59,5,-,0.02,17.87,3.57,12.85,3,022,Bycicl/Car
39.975307,116.320482,61,-3,2009-03-26,1:5:4,5,-,0.01,5.38,1.08,3.89,3,022,Walking
39.975243,116.320801,52,-9,2009-03-26,1:5:9,5,-,0.03,28.1,5.62,20.23,3,022,Metro
39.975298,116.321273,50,-2,2009-03-26,1:5:14,5,-,0.04,40.68,8.14,29.3,3,022,Car City
39.975401,116.321876,49,-1,2009-03-26,1:5:19,5,-,0.05,52.64,10.53,37.91,3,022,Car City
39.975395,116.322608,51,2,2009-03-26,1:5:24,5,-,0.06,62.38,12.48,44.93,3,022,Car City
39.975277,116.323411,47,-4,2009-03-26,1:5:29,5,-,0.07,69.67,13.93,50.15,3,022,Car City
39.975238,116.324284,44,-3,2009-03-26,1:5:34,5,-,0.07,74.52,14.9,53.64,3,022,Car City
39.975126,116.325225,38,-6,2009-03-26,1:5:39,5,-,0.08,81.15,16.23,58.43,3,022,Car City
39.975121,116.326121,37,-1,2009-03-26,1:5:44,5,-,0.08,76.35,15.27,54.97,3,022,Car City
39.97518,116.32693,36,-1,2009-03-26,1:5:49,5,-,0.07,69.25,13.85,49.86,3,022,Car City
39.975183,116.327642,34,-2,2009-03-26,1:5:54,5,-,0.06,60.67,12.13,43.67,3,022,Car City
39.97519,116.328304,33,-1,2009-03-26,1:5:59,5,-,0.06,56.42,11.28,40.61,3,022,Car City
39.975208,116.328777,40,7,2009-03-26,1:6:4,5,-,0.04,40.35,8.07,29.05,3,022,Car City
39.975263,116.32884,46,6,2009-03-26,1:6:9,5,-,0.01,8.14,1.63,5.87,3,022,Running
