Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.013806,116.30648500000001,51.0,2.0,0.01,5.12
40.0139,116.30630900000001,54.0,1.0,0.02,18.27
40.013971000000005,116.30638200000001,49.0,2.0,0.01,5.03
40.013919,116.306418,40.0,1.0,0.01,6.54
40.013886,116.306495,37.0,5.0,0.01,1.5
40.013878000000005,116.306509,35.0,5.0,0.0,0.3
40.013853999999995,116.30650700000001,34.0,5.0,0.0,0.53
40.013839000000004,116.306481,39.0,5.0,0.0,0.55
40.013841,116.306547,35.0,5.0,0.01,1.13
40.013824,116.30653999999998,37.0,5.0,0.0,0.4
40.01379,116.30655300000001,36.0,5.0,0.0,0.79
40.013771000000006,116.30656499999999,35.0,5.0,0.0,0.47
40.013779,116.30654299999999,35.0,5.0,0.0,0.41
40.013816999999996,116.30653600000001,34.0,5.0,0.0,0.85
40.013895,116.306494,35.0,5.0,0.01,1.88
40.013963000000004,116.30644699999999,33.0,5.0,0.01,1.71
40.014032,116.306398,34.0,5.0,0.01,1.75
40.01409,116.306288,34.0,2.0,0.01,5.68
40.014151,116.306155,33.0,3.0,0.01,4.4
40.014189,116.306041,33.0,4.0,0.01,2.65
40.014167,116.305929,33.0,5.0,0.01,1.97
40.014183,116.305805,34.0,3.0,0.01,3.57
40.014088,116.30573999999999,35.0,4.0,0.01,2.98
40.013977000000004,116.30570300000001,37.0,4.0,0.01,3.19
40.013883,116.30572,40.0,5.0,0.01,2.11
40.013842,116.30582700000001,43.0,5.0,0.01,2.04
40.013824,116.30596399999999,46.0,5.0,0.01,2.37
40.01381,116.306081,49.0,4.0,0.01,2.52
40.013740000000006,116.306182,53.0,5.0,0.01,2.32
40.013674,116.30625800000001,56.0,4.0,0.01,2.45
40.013662,116.306386,59.0,5.0,0.01,2.2
40.013644,116.306397,59.0,5.0,0.0,0.44
40.013599,116.30651399999999,58.0,5.0,0.01,2.23
40.013531,116.306592,58.0,4.0,0.01,2.52
40.013467999999996,116.30668700000001,59.0,4.0,0.01,2.67
