Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.999924,116.326475,149.0,5.0,0.01,2.9
39.99978,116.326453,149.0,5.0,0.02,3.22
39.999769,116.326334,149.0,5.0,0.01,2.04
39.999798999999996,116.326178,149.0,5.0,0.01,2.74
39.999821999999995,116.32598,149.0,5.0,0.02,3.41
39.999839,116.32576200000001,149.0,5.0,0.02,3.73
39.999845,116.32556299999999,149.0,5.0,0.02,3.39
39.999864,116.325359,149.0,5.0,0.02,3.5
39.999840999999996,116.325034,149.0,5.0,0.03,5.56
39.999947,116.32493799999999,149.0,5.0,0.01,2.87
40.000036,116.324886,149.0,5.0,0.01,2.17
40.000115,116.324919,149.0,5.0,0.01,1.84
40.000104,116.32553899999999,149.0,5.0,0.05,10.57
40.000098,116.32568400000001,150.0,5.0,0.01,2.47
40.000284,116.32587099999999,150.0,5.0,0.03,5.22
40.000413,116.32603700000001,150.0,5.0,0.02,4.03
40.000514,116.32518200000001,149.0,5.0,0.07,14.74
40.000709,116.32504499999999,148.0,5.0,0.02,4.92
40.001171,116.32459399999999,143.0,5.0,0.06,12.83
40.001209,116.32436499999999,140.0,5.0,0.02,3.99
40.001202,116.324168,135.0,5.0,0.02,3.36
40.001186,116.32406999999999,130.0,5.0,0.01,1.71
40.001293,116.3241,125.0,5.0,0.01,2.43
40.001368,116.32418600000001,120.0,5.0,0.01,2.22
40.001373,116.32426299999999,116.0,5.0,0.01,1.32
40.001501,116.32422700000001,112.0,5.0,0.01,2.91
40.001632,116.32420900000001,107.0,5.0,0.01,2.93
40.001781,116.324274,103.0,5.0,0.02,3.49
40.002051,116.32441599999999,98.0,5.0,0.03,6.47
40.0022,116.324541,92.0,5.0,0.02,3.94
40.002432,116.324727,87.0,5.0,0.03,6.05
40.002635999999995,116.324402,83.0,5.0,0.04,7.16
40.003157,116.32421799999999,78.0,5.0,0.06,12.0
40.003535,116.324206,74.0,5.0,0.04,8.41
40.003714,116.324279,71.0,5.0,0.02,4.17
40.003917,116.324252,67.0,5.0,0.02,4.54
40.004134,116.324272,63.0,5.0,0.02,4.84
40.004401,116.324256,59.0,5.0,0.03,5.94
40.004627,116.324288,52.0,5.0,0.03,5.06
40.004827,116.32433999999999,43.0,5.0,0.02,4.54
40.004979,116.324367,41.0,5.0,0.02,3.41
40.005181,116.324374,38.0,5.0,0.02,4.49
40.005352,116.32439299999999,35.0,5.0,0.02,3.82
40.005534000000004,116.324431,31.0,5.0,0.02,4.1
40.005691999999996,116.324568,26.0,5.0,0.02,4.22
40.005818,116.324702,21.0,5.0,0.02,3.61
40.006108000000005,116.324432,18.0,5.0,0.04,7.92
