Lat,Long,Alt_m,Diftime,dist_Km,speed_m
40.013932000000004,116.306471,47.0,4.0,0.0,1.17
40.014115999999994,116.30606100000001,21.0,5.0,0.0,0.79
40.015064,116.305548,15.0,5.0,0.0,0.44
40.015293,116.30548799999998,7.0,5.0,0.0,0.62
40.015304,116.30545900000001,35.0,5.0,0.01,1.21
40.014737,116.305577,34.0,5.0,0.01,1.02
40.01377,116.306522,19.0,5.0,0.0,0.21
40.013851,116.306451,20.0,5.0,0.0,0.07
40.013853000000005,116.306448,20.0,5.0,0.0,0.02
40.013853000000005,116.30648500000001,20.0,5.0,0.0,0.05
40.013845,116.306513,20.0,5.0,0.0,0.02
40.013847999999996,116.30650800000001,21.0,5.0,0.0,0.06
40.01385,116.306505,21.0,5.0,0.0,0.07
40.013851,116.30653500000001,21.0,5.0,0.0,0.23
40.013843,116.30654299999999,21.0,5.0,0.0,0.08
40.013831,116.30654799999999,21.0,5.0,0.0,0.1
40.017806,116.30753,149.0,19527.0,0.45,0.02
40.013412,116.30636799999999,25.0,5.0,0.0,0.11
40.013646,116.30649299999999,24.0,3.0,0.01,3.81
40.013684999999995,116.306532,22.0,5.0,0.0,0.38
40.013789,116.306542,20.0,5.0,0.0,0.24
40.013771000000006,116.306542,22.0,5.0,0.0,0.41
40.013754999999996,116.30651,22.0,5.0,0.0,0.45
40.013721000000004,116.30654399999999,20.0,5.0,0.0,0.22
40.013706,116.30653400000001,20.0,3.0,0.0,0.0
40.014043,116.305678,20.0,5.0,0.01,2.01
40.013546999999996,116.306527,28.0,5.0,0.01,1.73
40.013555,116.306574,27.0,5.0,0.0,0.82
40.013177,116.310046,25.0,5.0,0.01,1.27
40.013277,116.311447,32.0,5.0,0.01,1.55
40.013304999999995,116.31163000000001,35.0,5.0,0.01,1.62
40.012027,116.311976,53.0,5.0,0.01,1.42
40.008268,116.31288899999998,36.0,5.0,0.01,1.23
40.004831,116.312424,35.0,5.0,0.01,1.23
40.004339,116.313171,23.0,3.0,0.0,1.29
40.003899,116.31304499999999,21.0,3.0,0.0,0.0
40.003904,116.313041,21.0,2.0,0.0,0.33
40.004121000000005,116.313418,50.0,5.0,0.01,2.41
40.00349,116.31252099999999,29.0,5.0,0.0,0.09
40.003494,116.312518,28.0,2.0,0.0,0.26
40.003507,116.31251999999999,28.0,5.0,0.0,0.1
40.003505,116.312522,29.0,5.0,0.0,0.06
40.003514,116.31255,28.0,5.0,0.0,0.04
40.003514,116.312549,28.0,5.0,0.0,0.02
40.003515,116.31255,28.0,5.0,0.0,0.02
40.003515,116.312549,28.0,5.0,0.0,0.0
40.003516,116.312549,28.0,5.0,0.0,0.02
40.00369,116.312863,27.0,5.0,0.0,0.03
40.003655,116.312895,28.0,3.0,0.0,0.0
40.003664,116.312886,28.0,5.0,0.0,0.09
40.003665000000005,116.312909,29.0,5.0,0.0,0.03
40.003675,116.312921,31.0,5.0,0.0,0.06
40.003673,116.31294,31.0,5.0,0.0,0.22
40.003674,116.312921,35.0,5.0,0.0,0.05
40.003673,116.312922,35.0,5.0,0.0,0.02
40.00367,116.31291999999999,35.0,5.0,0.0,0.0
40.003616,116.31291399999999,38.0,5.0,0.0,0.07
40.003997999999996,116.31373700000002,36.0,3.0,0.0,0.0
40.003997,116.313741,36.0,2.0,0.0,0.18
40.003731,116.31360900000001,27.0,5.0,0.0,0.97
40.004214000000005,116.313276,26.0,5.0,0.01,1.19
40.003271999999996,116.313511,33.0,5.0,0.01,1.45
40.002555,116.31368799999998,35.0,5.0,0.01,1.15
40.001748,116.31428500000001,30.0,5.0,0.01,1.16
40.001263,116.314796,35.0,5.0,0.0,0.98
40.001279,116.314866,35.0,5.0,0.01,1.24
40.000865000000005,116.31576399999999,32.0,5.0,0.01,1.14
40.000927000000004,116.31694399999999,33.0,5.0,0.0,0.53
40.000683,116.318149,32.0,5.0,0.01,1.75
40.000374,116.318293,29.0,5.0,0.01,1.73
40.000223,116.318,32.0,5.0,0.0,0.2
40.000223,116.317999,32.0,5.0,0.0,0.02
39.999656,116.318223,28.0,5.0,0.0,0.09
39.999656,116.318223,28.0,3.0,0.0,0.0
39.99967,116.318289,31.0,5.0,0.0,0.02
39.99967,116.31828700000001,31.0,5.0,0.0,0.02
39.999568,116.318344,33.0,3.0,0.0,0.0
39.999493,116.318393,32.0,5.0,0.0,0.05
40.000176,116.31799,38.0,3.0,0.0,0.0
40.000175,116.31799199999999,38.0,2.0,0.0,0.1
40.003021999999994,116.317805,29.0,5.0,0.01,1.14
40.002986,116.317223,31.0,5.0,0.01,1.32
40.004055,116.316809,25.0,5.0,0.0,0.59
40.005727,116.316694,21.0,5.0,0.01,1.7
40.005828,116.316616,16.0,10.0,0.0,0.29
40.005744,116.316053,9.0,2.0,0.0,0.07
40.005969,116.315998,7.0,5.0,0.0,0.45
40.005829999999996,116.31600300000001,7.0,5.0,0.0,0.22
40.00584,116.315975,5.0,2.0,0.0,0.2
40.005413,116.316156,1.0,5.0,0.0,0.53
40.005369,116.31611699999999,-3.0,5.0,0.0,0.59
40.005387,116.31613200000001,-16.0,3.0,0.0,0.0
40.005396000000005,116.31616399999999,-9.0,5.0,0.0,0.36
40.005518,116.31606299999999,-3.0,5.0,0.0,0.33
40.005728000000005,116.31590800000001,5.0,5.0,0.01,1.1
40.005678,116.31606000000001,9.0,5.0,0.0,0.16
40.005703999999994,116.31607199999999,11.0,3.0,0.0,0.0
40.005608,116.31609099999999,9.0,5.0,0.0,0.34
40.005697,116.316023,4.0,5.0,0.0,0.55
40.005666,116.316101,5.0,5.0,0.01,1.34
40.005717,116.31626200000001,31.0,5.0,0.01,1.99
40.005688,116.31626100000001,32.0,3.0,0.0,0.0
40.006368,116.316083,99.0,5.0,0.03,6.56
40.006149,116.316083,77.0,2.0,0.01,3.35
40.005689000000004,116.316023,54.0,5.0,0.0,0.32
40.005744,116.316061,46.0,5.0,0.0,0.54
40.005819,116.316084,46.0,5.0,0.01,1.99
40.005943,116.316423,64.0,4.0,0.01,2.84
40.005654,116.316851,48.0,5.0,0.0,0.82
40.005688,116.317476,59.0,5.0,0.01,1.43
40.007486,116.31738200000001,36.0,5.0,0.01,1.33
40.008689000000004,116.317517,33.0,5.0,0.01,1.49
40.009345,116.317145,6.0,5.0,0.01,1.64
40.00956,116.31383799999999,40.0,3.0,0.0,0.0
40.010096999999995,116.312537,48.0,5.0,0.01,1.54
40.010942,116.312453,55.0,5.0,0.01,2.46
40.01108,116.31244699999999,56.0,5.0,0.01,1.51
40.011212,116.312358,64.0,5.0,0.0,0.09
40.011206,116.31235500000001,64.0,5.0,0.0,0.04
40.011922,116.31185,30.0,5.0,0.01,1.25
40.013245,116.310493,40.0,5.0,0.01,1.85
40.013045,116.30774,51.0,5.0,0.01,1.81
40.013015,116.307645,52.0,5.0,0.01,1.75
40.01339,116.30686299999999,59.0,4.0,0.01,2.9
40.013771999999996,116.30608899999999,41.0,5.0,0.01,1.85
40.013952,116.305679,28.0,5.0,0.01,1.56
40.014109999999995,116.306,34.0,5.0,0.01,1.56
40.014097,116.306293,35.0,5.0,0.0,0.95
40.013991,116.30633300000001,36.0,5.0,0.01,1.33
