Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.996849,116.325763,149.0,5.0,0.01,2.22
39.994409000000005,116.326968,7.0,5.0,0.29,58.02
39.995076,116.326629,21.0,5.0,0.08,15.92
39.995193,116.326572,22.0,5.0,0.01,2.78
39.995358,116.32648,28.0,5.0,0.02,3.99
39.995464,116.326425,33.0,5.0,0.01,2.54
39.995647,116.326402,40.0,5.0,0.02,4.09
39.995868,116.326379,48.0,5.0,0.02,4.93
39.996123,116.32635900000001,56.0,5.0,0.03,5.68
39.996377,116.32641000000001,67.0,5.0,0.03,5.72
39.996555,116.326393,80.0,5.0,0.02,3.97
39.996691999999996,116.32633700000001,90.0,5.0,0.02,3.19
39.996761,116.326232,80.0,5.0,0.01,2.36
39.997003,116.32624399999999,78.0,5.0,0.03,5.39
39.997222,116.326237,82.0,5.0,0.02,4.87
39.997479,116.326218,86.0,5.0,0.03,5.72
39.997699,116.32626,90.0,5.0,0.02,4.94
39.997912,116.326315,96.0,5.0,0.02,4.83
39.998103,116.32633100000001,99.0,5.0,0.02,4.26
39.99831,116.32631299999998,103.0,5.0,0.02,4.61
39.998533,116.32629399999999,108.0,5.0,0.02,4.97
39.998733,116.326314,113.0,5.0,0.02,4.46
39.998948,116.32633700000001,122.0,5.0,0.02,4.8
39.999165999999995,116.326329,133.0,5.0,0.02,4.85
39.999417,116.32633,139.0,5.0,0.03,5.58
39.999521,116.326333,129.0,5.0,0.01,2.31
39.999646000000006,116.326202,107.0,5.0,0.01,1.47
39.999404999999996,116.32598300000001,95.0,5.0,0.03,6.53
39.999516,116.325777,89.0,5.0,0.02,4.29
39.999727,116.32566100000001,83.0,5.0,0.03,5.09
39.999869,116.32550900000001,80.0,5.0,0.02,4.08
39.99989,116.325225,81.0,5.0,0.02,4.86
39.999871999999996,116.324942,83.0,5.0,0.02,4.84
39.999851,116.324633,85.0,5.0,0.03,5.28
39.999860999999996,116.32431799999999,88.0,5.0,0.03,5.37
39.999884,116.324037,91.0,5.0,0.02,4.81
39.999883000000004,116.32368899999999,93.0,5.0,0.03,5.93
39.999891999999996,116.323383,95.0,5.0,0.03,5.22
39.999887,116.32315600000001,99.0,5.0,0.02,3.87
39.999889,116.322976,100.0,5.0,0.02,3.07
39.999824,116.322804,102.0,5.0,0.02,3.27
39.999782,116.322658,103.0,5.0,0.01,2.66
39.999762,116.322422,103.0,5.0,0.02,4.05
39.99971,116.32209099999999,106.0,5.0,0.03,5.76
39.999747,116.321853,109.0,5.0,0.02,4.14
39.999864,116.32178700000001,111.0,5.0,0.01,2.83
40.000031,116.321848,112.0,5.0,0.02,3.86
40.000181,116.321859,114.0,5.0,0.02,3.34
40.000368,116.32181000000001,117.0,5.0,0.02,4.24
40.000568,116.32174599999999,117.0,5.0,0.02,4.58
40.000787,116.321722,118.0,5.0,0.02,4.89
40.000992,116.32173999999999,118.0,5.0,0.02,4.57
40.001168,116.321808,117.0,5.0,0.02,4.08
40.001396,116.321826,124.0,5.0,0.03,5.08
40.001896,116.321727,105.0,5.0,0.02,4.98
40.002061,116.321693,93.0,5.0,0.02,3.71
40.002235999999996,116.32161699999999,82.0,5.0,0.02,4.1
40.002384,116.321579,73.0,5.0,0.02,3.35
40.002571,116.321537,64.0,5.0,0.02,4.22
40.002734999999994,116.321495,56.0,5.0,0.02,3.72
40.002916,116.321473,51.0,5.0,0.02,4.04
40.003116999999996,116.321471,49.0,5.0,0.02,4.47
40.003345,116.321474,47.0,5.0,0.03,5.07
40.003578999999995,116.321448,46.0,5.0,0.03,5.22
40.003772,116.32144199999999,39.0,5.0,0.02,4.29
40.003915,116.32143400000001,32.0,5.0,0.02,3.18
40.004078,116.321408,25.0,5.0,0.02,3.65
40.004388,116.32135,15.0,5.0,0.01,2.75
40.004519,116.321285,11.0,5.0,0.02,3.12
40.004726,116.321246,17.0,5.0,0.02,4.65
40.004836,116.32106200000001,25.0,5.0,0.02,3.98
40.004843,116.320829,26.0,5.0,0.02,3.97
40.004861,116.32059699999999,26.0,5.0,0.02,3.97
40.004870000000004,116.3204,27.0,5.0,0.02,3.36
40.004843,116.32015600000001,28.0,5.0,0.02,4.2
40.004805,116.31985700000001,28.0,5.0,0.03,5.16
40.004768,116.31957299999999,29.0,5.0,0.02,4.91
40.004725,116.31927900000001,30.0,5.0,0.03,5.1
40.004684000000005,116.31900900000001,32.0,5.0,0.02,4.69
40.004677,116.31878200000001,35.0,5.0,0.02,3.87
40.004630999999996,116.318504,37.0,5.0,0.02,4.84
40.004597,116.318219,40.0,5.0,0.02,4.91
40.004638,116.31798500000001,43.0,5.0,0.02,4.09
40.004647999999996,116.317746,46.0,5.0,0.02,4.08
40.004649,116.31751000000001,50.0,5.0,0.02,4.02
40.004637,116.317255,53.0,5.0,0.02,4.35
40.004642,116.316771,56.0,5.0,0.02,3.88
40.004571999999996,116.31644299999999,56.0,5.0,0.03,5.8
40.004515999999995,116.31616000000001,58.0,5.0,0.02,4.98
40.004458,116.31586599999999,60.0,5.0,0.03,5.17
40.004431,116.31558999999999,63.0,5.0,0.02,4.74
40.00443,116.315324,65.0,5.0,0.02,4.53
40.004349,116.31501499999999,68.0,5.0,0.03,5.56
40.004269,116.31470900000001,70.0,5.0,0.03,5.51
40.004262,116.31444499999999,72.0,5.0,0.02,4.5
40.004339,116.31425700000001,74.0,5.0,0.02,3.63
40.00432,116.31405,76.0,5.0,0.02,3.55
40.004306,116.31375600000001,76.0,5.0,0.03,5.02
40.0043,116.31347199999999,78.0,5.0,0.02,4.84
40.004264,116.31320600000001,80.0,5.0,0.02,4.6
40.004216,116.312947,81.0,5.0,0.02,4.54
40.004155,116.312703,80.0,5.0,0.02,4.37
40.004277,116.312524,78.0,5.0,0.02,4.08
40.004354,116.312425,76.0,5.0,0.01,2.4
40.004352000000004,116.31233999999999,77.0,5.0,0.01,1.45
40.004339,116.312446,77.0,5.0,0.01,1.83
40.004362,116.31254399999999,78.0,5.0,0.01,1.75
40.004356,116.31250700000001,81.0,5.0,0.0,0.64
40.004296999999994,116.312458,83.0,5.0,0.01,1.56
40.004263,116.31241299999999,84.0,5.0,0.01,1.08
40.004265000000004,116.312349,86.0,5.0,0.01,1.09
40.004308,116.31233700000001,88.0,5.0,0.0,0.98
40.004329,116.312326,90.0,5.0,0.0,0.5
40.004360999999996,116.312308,92.0,5.0,0.0,0.77
40.00441,116.312278,94.0,5.0,0.01,1.2
40.004481,116.31231899999999,94.0,5.0,0.01,1.73
40.004529999999995,116.312339,91.0,5.0,0.01,1.14
40.004560999999995,116.31232800000001,91.0,5.0,0.0,0.71
40.004584,116.31232299999999,91.0,5.0,0.0,0.52
40.004578,116.31231100000001,90.0,5.0,0.0,0.24
40.004605,116.31230500000001,90.0,5.0,0.0,0.61
40.004708,116.31225900000001,92.0,5.0,0.0,0.27
40.004708,116.31225900000001,92.0,3.0,0.0,0.0
40.004711,116.31226299999999,92.0,2.0,0.0,0.24
40.00472,116.312276,92.0,5.0,0.0,0.3
40.004746000000004,116.31226699999999,91.0,5.0,0.0,0.6
40.004697,116.31231000000001,89.0,5.0,0.01,1.31
40.004624,116.31238700000002,88.0,5.0,0.01,2.09
40.004589,116.31243700000002,88.0,5.0,0.01,1.15
40.00468,116.31238400000001,86.0,5.0,0.01,2.22
40.00473,116.312321,85.0,5.0,0.01,1.55
40.004792,116.312274,83.0,5.0,0.01,1.59
40.004859,116.312251,80.0,5.0,0.01,1.54
40.004812,116.31233,76.0,5.0,0.01,1.7
40.00481,116.312345,74.0,5.0,0.0,0.26
40.004794,116.312366,73.0,5.0,0.0,0.5
40.004746999999995,116.31241399999999,69.0,5.0,0.01,1.33
40.004723999999996,116.312424,66.0,5.0,0.0,0.54
40.004709000000005,116.312426,62.0,5.0,0.0,0.34
40.004669,116.31244199999999,56.0,5.0,0.0,0.98
40.004645000000004,116.312482,54.0,5.0,0.0,0.87
40.004778,116.31218,32.0,505.0,0.03,0.06
40.004761,116.312095,31.0,5.0,0.01,1.5
40.004736,116.312001,31.0,5.0,0.01,1.7
40.004719,116.31194099999999,31.0,5.0,0.01,1.09
40.004704,116.311869,31.0,5.0,0.01,1.27
40.00468,116.311803,31.0,5.0,0.01,1.24
40.00468,116.311732,31.0,5.0,0.01,1.21
40.004701000000004,116.311695,31.0,5.0,0.0,0.78
40.004715999999995,116.31163600000001,32.0,5.0,0.01,1.06
40.004727,116.31156599999998,32.0,5.0,0.01,1.22
40.004728,116.3115,31.0,5.0,0.01,1.12
40.004725,116.311434,31.0,5.0,0.01,1.13
40.004733,116.31133799999999,31.0,5.0,0.01,1.64
40.004733,116.311259,31.0,5.0,0.01,1.35
40.004709999999996,116.31118300000001,31.0,5.0,0.01,1.39
40.004696,116.31109199999999,31.0,5.0,0.01,1.58
40.004667,116.31103999999999,32.0,5.0,0.01,1.1
40.00466,116.31098100000001,32.0,5.0,0.01,1.02
40.004656,116.31092,33.0,5.0,0.01,1.04
40.004653999999995,116.31086499999999,34.0,5.0,0.0,0.94
40.004624,116.310805,35.0,5.0,0.01,1.22
40.004601,116.31073500000001,35.0,5.0,0.01,1.3
40.004582,116.310676,36.0,5.0,0.01,1.09
40.004559,116.310607,37.0,5.0,0.01,1.28
40.004533,116.310547,38.0,5.0,0.01,1.17
40.004511,116.310474,38.0,5.0,0.01,1.34
40.004494,116.310399,38.0,5.0,0.01,1.33
40.004474,116.310325,39.0,5.0,0.01,1.34
40.004453000000005,116.310278,39.0,5.0,0.0,0.93
40.004432,116.31024199999999,39.0,5.0,0.0,0.77
40.004407,116.310201,39.0,5.0,0.0,0.89
40.004375,116.31016899999999,40.0,5.0,0.0,0.9
40.004336,116.31011799999999,40.0,5.0,0.01,1.23
40.004315000000005,116.310052,40.0,5.0,0.01,1.22
40.00427,116.30998400000001,41.0,5.0,0.01,1.53
40.004231,116.309903,41.0,5.0,0.01,1.63
40.004215,116.30984699999999,41.0,5.0,0.01,1.02
40.004184,116.30978999999999,41.0,5.0,0.01,1.19
40.00414,116.30974099999999,41.0,5.0,0.01,1.29
40.004090000000005,116.309692,41.0,5.0,0.01,1.39
40.004034999999995,116.309647,41.0,5.0,0.01,1.44
40.003995,116.30958999999999,41.0,5.0,0.01,1.32
40.003938,116.309546,42.0,5.0,0.01,1.47
40.00388,116.30945,42.0,5.0,0.01,2.08
40.003840999999994,116.30940700000001,42.0,5.0,0.01,1.14
40.003801,116.30938700000002,42.0,5.0,0.0,0.95
40.00371,116.30941999999999,43.0,5.0,0.01,2.1
40.003704,116.30939199999999,43.0,5.0,0.0,0.5
40.003713,116.30935900000001,43.0,5.0,0.0,0.6
40.003719,116.30927199999999,43.0,3.0,0.0,0.0
40.003725,116.309266,42.0,2.0,0.0,0.42
40.003729,116.309219,42.0,5.0,0.0,0.81
40.003721,116.30918600000001,42.0,5.0,0.0,0.59
40.003718,116.30914399999999,43.0,5.0,0.0,0.72
40.003734,116.30911,43.0,5.0,0.0,0.68
40.003769,116.309048,43.0,5.0,0.01,1.31
40.003792,116.30897900000001,43.0,5.0,0.01,1.28
40.003811999999996,116.30894599999999,43.0,5.0,0.0,0.72
40.003848,116.308926,43.0,5.0,0.0,0.87
40.003896999999995,116.308907,43.0,5.0,0.01,1.14
40.003928,116.30891299999999,43.0,5.0,0.0,0.7
40.003966999999996,116.308908,44.0,5.0,0.0,0.87
40.003985,116.30893200000001,44.0,5.0,0.0,0.57
40.004015,116.30891399999999,44.0,5.0,0.0,0.73
40.004048,116.308903,44.0,5.0,0.0,0.76
40.004076,116.3089,43.0,5.0,0.0,0.62
40.004126,116.308908,42.0,5.0,0.01,1.12
40.004196,116.308924,41.0,5.0,0.01,1.58
