Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.974071,116.314495,137.0,5.0,0.01,2.07
39.974127,116.314578,132.0,4.0,0.01,2.35
39.974168,116.314705,128.0,3.0,0.01,3.91
39.974193,116.31481699999999,126.0,2.0,0.01,4.97
39.974247999999996,116.31496299999999,124.0,3.0,0.01,4.62
39.974321,116.31506100000001,122.0,3.0,0.01,3.88
39.974410999999996,116.31513999999999,121.0,2.0,0.01,6.03
39.97446,116.315252,118.0,2.0,0.01,5.5
39.974512,116.31541100000001,116.0,3.0,0.01,4.91
39.974555,116.31561299999998,113.0,3.0,0.02,5.95
39.974631,116.315743,111.0,3.0,0.01,4.64
39.974665,116.315974,107.0,2.0,0.02,10.02
39.974717,116.316124,105.0,3.0,0.01,4.68
39.974781,116.316244,103.0,2.0,0.01,6.23
39.974807,116.316375,101.0,3.0,0.01,3.84
39.974825,116.316524,100.0,3.0,0.01,4.28
39.974798,116.31666200000001,99.0,2.0,0.01,6.07
39.974817,116.31686699999999,99.0,3.0,0.02,5.87
39.97485,116.31706299999999,97.0,2.0,0.02,8.55
39.974872999999995,116.31721499999999,96.0,2.0,0.01,6.6
39.974902,116.31736299999999,94.0,2.0,0.01,6.51
39.974913,116.31757900000001,92.0,2.0,0.02,9.22
39.974947,116.317879,89.0,1.0,0.01,10.09
39.974888,116.318005,87.0,2.0,0.01,6.29
39.974882,116.318148,86.0,3.0,0.01,4.07
39.974856,116.31827,84.0,4.0,0.01,2.7
39.974861,116.31836000000001,81.0,5.0,0.01,1.54
39.97484,116.318478,84.0,5.0,0.01,2.06
