Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.96983,116.300949,149.0,5.0,0.03,6.21
39.969916999999995,116.30073600000001,149.0,5.0,0.02,4.11
39.970005,116.30068999999999,149.0,5.0,0.01,2.11
39.970081,116.300703,149.0,5.0,0.01,1.7
39.97023,116.30068700000001,149.0,5.0,0.02,3.32
39.97032,116.30071799999999,150.0,5.0,0.01,2.07
39.970087,116.300579,150.0,5.0,0.03,5.7
39.970144,116.300568,151.0,5.0,0.01,1.28
39.970175,116.300494,152.0,5.0,0.01,1.44
39.970191,116.300478,152.0,5.0,0.0,0.45
39.970188,116.300207,153.0,5.0,0.02,4.62
39.970154,116.300197,153.0,5.0,0.0,0.78
39.970156,116.30025,154.0,5.0,0.0,0.9
39.970174,116.300285,155.0,10.0,0.0,0.36
39.970175,116.300373,155.0,5.0,0.01,1.5
39.970284,116.30026399999998,156.0,5.0,0.02,3.05
39.970249,116.300285,156.0,5.0,0.0,0.86
39.970152,116.300132,156.0,5.0,0.02,3.38
39.970062,116.30001899999999,157.0,5.0,0.01,2.78
39.970428999999996,116.30026299999999,157.0,5.0,0.05,9.16
39.970323,116.299594,193.0,5.0,0.06,11.64
39.970234000000005,116.299677,192.0,5.0,0.01,2.43
39.970473999999996,116.29961200000001,192.0,5.0,0.03,5.45
39.970509,116.29961599999999,192.0,5.0,0.0,0.78
39.970509,116.29961599999999,192.0,3.0,0.0,0.0
39.970512,116.299622,192.0,2.0,0.0,0.3
39.970513000000004,116.299631,192.0,5.0,0.0,0.15
39.970513000000004,116.29963500000001,192.0,5.0,0.0,0.07
39.970513000000004,116.29963500000001,192.0,3.0,0.0,0.0
39.970519,116.299637,191.0,2.0,0.0,0.34
39.970531,116.299645,191.0,5.0,0.0,0.3
39.970529,116.299655,191.0,5.0,0.0,0.18
39.970549,116.29966200000001,192.0,5.0,0.0,0.46
39.970549,116.29966200000001,192.0,3.0,0.0,0.0
39.970545,116.299668,192.0,2.0,0.0,0.34
39.970538,116.299656,193.0,5.0,0.0,0.26
39.970483,116.299798,192.0,5.0,0.01,2.71
39.970418,116.29991399999999,191.0,5.0,0.01,2.45
39.970418,116.29991399999999,191.0,3.0,0.0,0.0
39.97041,116.299922,191.0,2.0,0.0,0.56
39.970396,116.29993200000001,190.0,5.0,0.0,0.35
39.970396,116.29993200000001,190.0,3.0,0.0,0.0
39.9704,116.29993700000001,190.0,2.0,0.0,0.31
39.970420000000004,116.29990900000001,189.0,5.0,0.0,0.65
39.970437,116.29999,189.0,5.0,0.01,1.43
39.970437,116.30011599999999,185.0,5.0,0.01,2.15
39.970509,116.300183,183.0,5.0,0.01,1.97
39.970545,116.300228,179.0,5.0,0.01,1.11
39.970607,116.300178,178.0,5.0,0.01,1.62
39.97076,116.29999299999999,180.0,5.0,0.02,4.64
39.970862,116.300028,180.0,5.0,0.01,2.35
39.970927,116.30008600000001,180.0,5.0,0.01,1.75
39.971019,116.3004,172.0,5.0,0.03,5.73
39.971037,116.30030900000001,174.0,5.0,0.01,1.6
39.971101000000004,116.30046899999999,170.0,5.0,0.02,3.08
39.97115,116.30046100000001,170.0,5.0,0.01,1.1
39.971177000000004,116.30047900000001,170.0,5.0,0.0,0.67
39.971233000000005,116.30046899999999,172.0,5.0,0.01,1.26
39.971256,116.300509,171.0,5.0,0.0,0.85
39.971273,116.300542,171.0,5.0,0.0,0.68
39.971289,116.300527,173.0,5.0,0.0,0.44
39.971268,116.300551,173.0,5.0,0.0,0.62
39.971295,116.300573,174.0,5.0,0.0,0.71
39.971346000000004,116.300529,174.0,5.0,0.01,1.36
39.971446,116.30045,174.0,5.0,0.01,2.6
39.971528,116.30041399999999,175.0,5.0,0.01,1.92
39.971632,116.300389,176.0,5.0,0.01,2.35
39.971742,116.300304,175.0,5.0,0.01,2.84
39.971849,116.300227,174.0,5.0,0.01,2.72
39.971948,116.30018799999999,175.0,5.0,0.01,2.3
39.97211,116.300147,176.0,5.0,0.02,3.67
39.972234,116.300075,178.0,5.0,0.02,3.02
39.972382,116.30008000000001,183.0,5.0,0.02,3.29
39.972685999999996,116.300174,190.0,5.0,0.03,6.95
39.972794,116.30014399999999,188.0,5.0,0.01,2.46
39.972845,116.30014399999999,189.0,5.0,0.01,1.13
39.972935,116.300104,188.0,5.0,0.01,2.11
39.972975,116.300091,181.0,5.0,0.0,0.92
39.973053,116.300022,178.0,5.0,0.01,2.1
39.973112,116.29999099999999,176.0,5.0,0.01,1.41
39.973141999999996,116.29995600000001,174.0,5.0,0.0,0.89
39.97319,116.29991799999999,175.0,5.0,0.01,1.25
39.973273,116.299866,176.0,5.0,0.01,2.05
39.973348,116.299876,179.0,5.0,0.01,1.68
39.973420000000004,116.299893,185.0,5.0,0.01,1.63
39.973565,116.299853,178.0,5.0,0.02,3.3
39.973929999999996,116.29978500000001,176.0,5.0,0.01,1.04
39.974006,116.29975800000001,177.0,5.0,0.01,1.75
39.974047,116.299775,178.0,5.0,0.0,0.96
39.974084999999995,116.299796,180.0,5.0,0.0,0.92
39.974118,116.29983,181.0,5.0,0.0,0.94
39.976451000000004,116.333354,204.0,820.0,2.87,3.5
39.975109,116.333574,88.0,5.0,0.01,1.1
39.975118,116.33358899999999,86.0,5.0,0.0,0.32
39.975059,116.33359499999999,80.0,5.0,0.01,1.32
39.975055,116.333548,75.0,5.0,0.0,0.81
39.975026,116.33351299999998,70.0,5.0,0.0,0.88
39.974995,116.33346599999999,68.0,5.0,0.01,1.06
39.974968,116.333345,66.0,5.0,0.01,2.15
39.974982000000004,116.333244,66.0,5.0,0.01,1.75
