Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.969362,116.30093600000001,78.0,5.0,0.03,6.64
39.969362,116.300894,90.0,5.0,0.0,0.72
39.969339,116.300886,103.0,5.0,0.0,0.53
39.969356,116.30088300000001,116.0,5.0,0.0,0.25
39.969392,116.300876,120.0,5.0,0.0,0.81
39.969564,116.300831,109.0,5.0,0.02,3.9
39.969623,116.30081000000001,108.0,5.0,0.01,1.36
39.969699,116.300801,104.0,5.0,0.01,1.7
39.969747999999996,116.30079599999999,106.0,5.0,0.01,1.09
39.969882,116.30084699999999,104.0,5.0,0.01,2.11
39.969910999999996,116.300845,108.0,5.0,0.0,0.65
39.969935,116.300816,113.0,5.0,0.0,0.73
39.96989,116.300716,118.0,5.0,0.01,1.98
39.969921,116.30071799999999,121.0,5.0,0.0,0.69
39.969955999999996,116.300727,128.0,5.0,0.0,0.79
39.970003000000005,116.300751,133.0,5.0,0.01,1.12
39.970045,116.300739,135.0,5.0,0.0,0.96
39.970095,116.30073600000001,135.0,5.0,0.01,1.11
39.97015,116.300712,136.0,5.0,0.01,1.29
39.970223,116.300719,140.0,5.0,0.01,1.63
39.97027,116.300719,140.0,5.0,0.01,1.05
39.97031,116.30070900000001,141.0,5.0,0.0,0.91
39.970386,116.300739,140.0,5.0,0.01,1.77
39.970489,116.30073,138.0,5.0,0.01,2.3
39.970617,116.30077800000001,137.0,5.0,0.01,2.96
39.970686,116.300754,132.0,5.0,0.01,1.59
39.970772,116.300742,131.0,5.0,0.01,1.92
39.970864,116.30076000000001,126.0,5.0,0.01,2.07
39.97092,116.30076299999999,125.0,5.0,0.01,1.25
39.971002,116.30080900000002,123.0,5.0,0.01,1.98
39.971044,116.30078200000001,126.0,5.0,0.01,1.04
39.971101000000004,116.300757,128.0,5.0,0.01,1.34
39.971168,116.30073300000001,127.0,5.0,0.01,1.55
39.971242,116.30071000000001,127.0,5.0,0.01,1.69
39.971294,116.300728,128.0,5.0,0.01,1.2
39.971344,116.300711,126.0,5.0,0.01,1.15
39.971379,116.300684,126.0,5.0,0.0,0.9
39.971439000000004,116.30066200000002,125.0,5.0,0.01,1.39
39.971631,116.30058500000001,104.0,5.0,0.02,4.47
39.971801,116.30058500000001,97.0,5.0,0.02,3.78
39.972008,116.300526,85.0,5.0,0.01,2.08
39.972069,116.30053600000001,84.0,5.0,0.01,1.37
39.972159999999995,116.300517,78.0,5.0,0.01,2.05
39.972249,116.3005,72.0,5.0,0.01,2.0
39.972342,116.30050800000001,66.0,5.0,0.01,2.07
39.972471999999996,116.300528,60.0,5.0,0.01,2.91
39.972564,116.30051599999999,53.0,5.0,0.01,2.06
39.972639,116.30049299999999,50.0,5.0,0.01,1.71
39.972713,116.300476,47.0,5.0,0.01,1.67
39.972764,116.30046999999999,46.0,5.0,0.01,1.14
39.97283,116.300449,45.0,5.0,0.01,1.51
39.972885999999995,116.300446,45.0,5.0,0.01,1.25
39.972939000000004,116.300432,47.0,5.0,0.01,1.2
39.972966,116.300445,53.0,5.0,0.0,0.64
39.97305,116.300422,48.0,5.0,0.01,1.91
39.973172,116.30041399999999,49.0,5.0,0.01,1.3
39.973228999999996,116.30039,50.0,5.0,0.01,1.33
39.973302000000004,116.30038300000001,51.0,5.0,0.01,1.63
39.973434999999995,116.300379,50.0,5.0,0.01,1.31
39.973488,116.300372,49.0,5.0,0.01,1.18
39.973556,116.30036000000001,49.0,5.0,0.01,1.53
39.973628999999995,116.30035900000001,49.0,5.0,0.01,1.62
39.973658,116.30036499999999,51.0,5.0,0.0,0.65
39.973721000000005,116.30041399999999,51.0,5.0,0.01,1.63
39.973735,116.300405,51.0,5.0,0.0,0.35
39.973759,116.300404,52.0,5.0,0.0,0.53
39.973766,116.300385,53.0,5.0,0.0,0.36
39.973752000000005,116.30033999999999,53.0,5.0,0.0,0.83
39.97374,116.300321,53.0,5.0,0.0,0.42
39.973727000000004,116.300292,53.0,5.0,0.0,0.57
39.973707,116.300271,53.0,5.0,0.0,0.57
39.974601,116.333148,100.0,795.0,2.8,3.53
39.974647999999995,116.33350700000001,95.0,5.0,0.03,6.21
39.974717,116.33371100000001,94.0,5.0,0.02,3.8
39.974748999999996,116.33368,92.0,5.0,0.0,0.89
39.974773,116.333602,90.0,5.0,0.01,1.43
