Lat,Long,Alt_m,Diftime,dist_Km,speed_m
39.968926,116.30233700000001,133.0,1.0,0.02,21.26
39.969035,116.302523,127.0,1.0,0.02,19.95
39.96927,116.302503,104.0,1.0,0.03,26.19
39.96935,116.302426,93.0,2.0,0.01,5.53
39.969343,116.30233999999999,86.0,1.0,0.01,7.37
39.969415999999995,116.302419,88.0,3.0,0.0,1.61
39.969440999999996,116.302425,91.0,5.0,0.0,0.57
39.969372,116.30239399999999,92.0,2.0,0.01,4.05
39.969318,116.302379,93.0,5.0,0.01,1.23
39.969281,116.302167,92.0,3.0,0.01,2.82
39.969302,116.30207800000001,91.0,2.0,0.01,3.97
39.969327,116.30199499999999,90.0,2.0,0.01,3.8
39.969343,116.301921,89.0,2.0,0.01,3.27
39.969356,116.30185800000001,89.0,2.0,0.01,2.78
39.969362,116.301773,88.0,3.0,0.01,2.42
39.969376000000004,116.30170600000001,87.0,3.0,0.01,1.97
39.969390000000004,116.30163600000002,86.0,3.0,0.01,2.06
39.969395,116.30155800000001,86.0,4.0,0.01,1.67
39.969335,116.30150900000001,86.0,5.0,0.01,1.57
39.969335,116.30150900000001,86.0,3.0,0.0,0.0
39.969328000000004,116.30151399999998,85.0,2.0,0.0,0.45
39.969352,116.301492,80.0,5.0,0.0,0.65
39.969381,116.301465,77.0,5.0,0.0,0.79
39.969389,116.301445,75.0,5.0,0.0,0.38
39.969409000000006,116.301425,74.0,5.0,0.0,0.56
39.969415999999995,116.301395,74.0,5.0,0.0,0.53
39.969456,116.30138400000001,75.0,5.0,0.0,0.91
39.969504,116.30133300000001,76.0,5.0,0.0,0.74
39.969512,116.30129299999999,77.0,5.0,0.0,0.7
39.969525,116.30123300000001,78.0,5.0,0.01,1.06
39.969565,116.30106200000002,78.0,3.0,0.01,2.05
39.969557,116.301034,81.0,5.0,0.0,0.51
39.969557,116.301018,82.0,5.0,0.0,0.27
39.969555,116.30099399999999,83.0,5.0,0.0,0.41
39.969570000000004,116.30098899999999,83.0,5.0,0.0,0.34
39.969646000000004,116.300959,83.0,3.0,0.01,2.94
39.969694,116.30094199999999,82.0,5.0,0.0,0.15
39.969688,116.300945,82.0,5.0,0.0,0.14
39.969533,116.300963,82.0,1.0,0.01,8.01
39.969815000000004,116.30073,83.0,4.0,0.04,10.28
39.969851,116.300726,84.0,5.0,0.0,0.8
39.96987,116.300702,85.0,5.0,0.0,0.59
39.969883,116.300693,85.0,5.0,0.0,0.33
39.969894000000004,116.30068700000001,86.0,5.0,0.0,0.27
39.969918,116.30068500000002,86.0,5.0,0.0,0.53
39.969926,116.30068500000002,86.0,5.0,0.0,0.18
